a,c,x,qAdv,xAdv,target_count,retarded_count,advanced_full_count,advanced_window_count,e5_numerator,e5_gap,deterministic_atom_gap,advanced_window_gap,closure_percent,partition_ok,pairwise_disjoint_ok,advanced_subset_ok,gap_identity_ok,route_hooks_ok,window_hooks_ok,all_hooks_ok,target_sha256,retarded_sha256,advanced_full_sha256,advanced_window_sha256,advanced_boundary_examples
1052,701,269312,128,269184,1678,71,1605,1605,1677,1,1,0,99.940405244,yes,yes,yes,yes,yes,yes,yes,e7c82edaaeb1e899176c5b4c036bb0fa87588680c0ec42afd38d738047fa9f71,d30384c9ce673c25cacb5bc201d07deb5885a2daccd26d62fd5feceaecfdf20e,256241e59161fb7ecae3dcf60a86d314c603233ec03965df5c39f948f67cfeef,256241e59161fb7ecae3dcf60a86d314c603233ec03965df5c39f948f67cfeef,
1061,707,271616,128,271488,864,116,746,746,863,1,1,0,99.884259259,yes,yes,yes,yes,yes,yes,yes,30774bdaba72b2ceafb2e6bd8cdc8089f780662370013bcd21c8caf81ea34a44,5815ccd4d94f1796ce1f25dca524c5dab11779fbe71457070b1bdda09977ef54,25891561c1dcef285083d9c74923e30c29c4b82ba24d0d608c0de4515e90580d,25891561c1dcef285083d9c74923e30c29c4b82ba24d0d608c0de4515e90580d,
1070,713,273920,128,273792,1565,158,1405,1405,1564,1,1,0,99.936102236,yes,yes,yes,yes,yes,yes,yes,c739d05659f647ae6d3d67ce84a1ffe186bd686098f5549b64f768595a1645e4,5d1c61e7d112b714c4cbedde61e6ddac6d8f95f43d382777d34e665b1bd332f4,be299163eb28951aacfd9a63c15ce1953597930aa35a967df3d385ead8690583,be299163eb28951aacfd9a63c15ce1953597930aa35a967df3d385ead8690583,
1079,719,276224,128,276096,59778,55,59721,59692,59748,30,1,29,99.949814313,yes,yes,yes,yes,yes,yes,yes,11d1949ddb98ad1b1e585534132fb5c3969b5ac055251d92e96f8c087e8c51be,ff2e4f0313993c58449026a87ba7c460cc78a092c5def0e8843d2eb3540e3fb5,1e03b806e685ca6f632b229948fbcdeeaa9a542d4a30f53e8c19d509a08d4f69,2f88d2f353d6a773dc04f08eb966766809c82629816dffd7609c59bc4f11b907,48495 72743 96990 109115 122739 122755 145486 163673 184109 184113 184117 184129
1088,725,278528,128,278400,528,145,381,381,527,1,1,0,99.810606061,yes,yes,yes,yes,yes,yes,yes,2a15afef33d123a2a1a3908c69514e2fcd03e8820c1485b1d792296016829a83,96645f85df0c47f64f1fcb8e507a461f79b53109997e4b1bf858471ad5b8a5fc,c3845bef6e9c42a9f2d4484361980dec7a8a656d6396b3b88d902d1b067f018f,c3845bef6e9c42a9f2d4484361980dec7a8a656d6396b3b88d902d1b067f018f,
1097,731,280832,128,280704,2515,85,2428,2428,2514,1,1,0,99.960238569,yes,yes,yes,yes,yes,yes,yes,22e39bc7c97c8931a4928801d3d882ada33396d94b0ffe922d464a02a6c7d9b4,3186327727fa606dcb1ba3fe634d20e6af8caff8ea34c9ae0846164acb9c94f8,71bf65ab94ca69f9482fab6383714f1f6785f0bcf3cfc385f7ab60bab09c3ca4,71bf65ab94ca69f9482fab6383714f1f6785f0bcf3cfc385f7ab60bab09c3ca4,
1106,737,283136,128,283008,1182,64,1116,1116,1181,1,1,0,99.915397631,yes,yes,yes,yes,yes,yes,yes,6c6ae9e26a4b4da52a94f1830455ab7c049599ce45bc1f9c1ded850be3c0ebf2,45f8a92eaad1dbed38c2c1648ce0e4e30805516f26d784bacde526d43d27b9c9,9937849022e457a80c6792e55d893304fe3493562664c9c227b0c0c459b3e837,9937849022e457a80c6792e55d893304fe3493562664c9c227b0c0c459b3e837,
1115,743,285440,128,285312,708,189,517,517,707,1,1,0,99.858757062,yes,yes,yes,yes,yes,yes,yes,f59c537a1c7315b71af0baf50512f3748b2f3063f9c821ff8e701ebdbab02df1,4ef454f94a73aac62fc8a4170ea0194090ca0e7649f01954ab4cc279122dd6bc,fd8d114dcf4aa182f9afa135dac1ae14972890b9c651ae4496728022db366243,fd8d114dcf4aa182f9afa135dac1ae14972890b9c651ae4496728022db366243,
1124,749,287744,128,287616,4030,115,3913,3913,4029,1,1,0,99.975186104,yes,yes,yes,yes,yes,yes,yes,adf6ef7e4a927a4f139d7c632496a0ec8d13bf8ff9f2f38b3f0cc38d59b8be61,f4cf70303d46b79dbcdaec2b602b8969fdb42df82d08ba9138dcae43cd6a665f,a946b23a5f125370a1db09eb73a94e7c9b3cf318bcdcc11bc276369a6ce7500c,a946b23a5f125370a1db09eb73a94e7c9b3cf318bcdcc11bc276369a6ce7500c,
1133,755,290048,128,289920,2802,50,2750,2750,2801,1,1,0,99.964311206,yes,yes,yes,yes,yes,yes,yes,a97ef0726712f9795e85cd6eb4792a2712b28cb40af38eafe6ac36028e100082,64b1d82da7cc982edb770a9bd35500e02b540b87f83f60152e071af29cad5fea,33a939621f2cc1169e207956eaf4f555aa7cf760f2e7990bb8edb786f5efb47c,33a939621f2cc1169e207956eaf4f555aa7cf760f2e7990bb8edb786f5efb47c,
1142,761,292352,128,292224,655,117,536,536,654,1,1,0,99.847328244,yes,yes,yes,yes,yes,yes,yes,01543e0e426c7358d149b18fc9af228045919c678bf830b9651c94e8d9568a2a,3b9fb2a8befa07543cdc416da004051fb15889b6e3fc8b97a2d57df18b0a199e,5e47de3d0af3fc9a1897c8acc5a402c9241de07bb2cfe470904446fd394578d6,5e47de3d0af3fc9a1897c8acc5a402c9241de07bb2cfe470904446fd394578d6,
1151,767,294656,128,294528,4530,60,4468,4468,4529,1,1,0,99.977924945,yes,yes,yes,yes,yes,yes,yes,62169c1f5584b5a541006af5f2cf6dcc24ec1145afeb9629bacfbb69199de599,9e12cc972f5936f467a4ee0111463e9e4e78d47c1b5d06dcc990ee99ed696545,ed1c3bb446df2f2619502ff3d59425ac2ed197acf3e286a7cc6d67fdd188f4d0,ed1c3bb446df2f2619502ff3d59425ac2ed197acf3e286a7cc6d67fdd188f4d0,
1160,773,296960,128,296832,3166,134,3030,3030,3165,1,1,0,99.968414403,yes,yes,yes,yes,yes,yes,yes,63f3b4450757a2b3b241b51695e2104258dea8cb63d15cd897588dddfc31cb2e,9fe8ae668550e96b6cdb20d5070db2d25a2cf10cd5a27247950a1bc56e6ac0e7,7d910346f01d2ddeb93362bd2f56a9443b98f93a6babfe502f078858f68d4baa,7d910346f01d2ddeb93362bd2f56a9443b98f93a6babfe502f078858f68d4baa,
1169,779,299264,128,299136,559,236,321,321,558,1,1,0,99.821109123,yes,yes,yes,yes,yes,yes,yes,131435243d4966f8f8f2572ab58fc9d379b6f61feea8de4dff29af71b8abcfef,58ed6d047f0af1436d0504207b97169ca324c3b5f14ba52924a9de8f7150d869,2f8370ff42a45f24fd2213c6ca7f6c9b270868130d5fde0335d8b10527cb7e49,2f8370ff42a45f24fd2213c6ca7f6c9b270868130d5fde0335d8b10527cb7e49,
1178,785,301568,128,301440,1517,157,1358,1358,1516,1,1,0,99.934080422,yes,yes,yes,yes,yes,yes,yes,0467323be8327bdfe943215ffe06f44939a2ee3f0809071dc295f76818a62072,f5e550ce314b21c34a7476ab383f7c2598503b5374f58c4258cedb4405c59f21,2dc7caf97b451bb28d1093dcddeb75111568b38363892a2de191d4f90fcafc9c,2dc7caf97b451bb28d1093dcddeb75111568b38363892a2de191d4f90fcafc9c,
1187,791,303872,128,303744,1293,81,1210,1210,1292,1,1,0,99.922660480,yes,yes,yes,yes,yes,yes,yes,d6a340e74d95a13e48d0ea12c550957e87db9c65147efae02220979960441a55,490b6ec5625b86954078ef81eded8e6446d16e2c3c4db27733fd7d1f87a21f88,f49d62400466534fdd9a0255bba6c59092f5def4a7109dce2288a379bc35d7f2,f49d62400466534fdd9a0255bba6c59092f5def4a7109dce2288a379bc35d7f2,
1196,797,306176,128,306048,2113,493,1618,1618,2112,1,1,0,99.952673923,yes,yes,yes,yes,yes,yes,yes,7fe23637a7ef1a4dde5b16b84b377b7b012506416a77b1a53aa008c01cb098ea,8db4af7d8a7a5a2892a7fd5cef490e2ae9dcbfd1c0e5c33beb791978d39bb239,e13151f6a9922558387a13df2a57b9b7988f26e3485d197cdd0e1da01db5197e,e13151f6a9922558387a13df2a57b9b7988f26e3485d197cdd0e1da01db5197e,
