source_id,source,branch,target_id,target,route,multiplicity,scale_weight,scale_weight_decimal,rule_derived
394,d5:r11:peven:b1,advanced,138,d4:r7:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
395,d5:r11:peven:b2,retarded,494,d5:r44:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
395,d5:r11:peven:b2,advanced,138,d4:r7:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
396,d5:r12:podd:b0,retarded,506,d5:r48:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
397,d5:r12:peven:b1,retarded,506,d5:r48:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
398,d5:r12:peven:b2,retarded,506,d5:r48:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
399,d5:r13:podd:b0,retarded,518,d5:r52:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
400,d5:r13:peven:b1,retarded,518,d5:r52:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
401,d5:r13:peven:b2,retarded,518,d5:r52:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
402,d5:r14:podd:b0,retarded,530,d5:r56:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
402,d5:r14:podd:b0,advanced,144,d4:r9:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
403,d5:r14:peven:b1,retarded,530,d5:r56:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
403,d5:r14:peven:b1,advanced,144,d4:r9:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
404,d5:r14:peven:b2,retarded,530,d5:r56:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
404,d5:r14:peven:b2,advanced,144,d4:r9:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
405,d5:r15:podd:b0,retarded,542,d5:r60:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
406,d5:r15:peven:b1,retarded,542,d5:r60:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
407,d5:r15:peven:b2,retarded,542,d5:r60:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
408,d5:r16:podd:b0,retarded,554,d5:r64:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
409,d5:r16:peven:b1,retarded,554,d5:r64:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
410,d5:r16:peven:b2,retarded,554,d5:r64:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
411,d5:r17:podd:b0,retarded,566,d5:r68:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
411,d5:r17:podd:b0,advanced,150,d4:r11:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
412,d5:r17:peven:b1,retarded,566,d5:r68:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
412,d5:r17:peven:b1,advanced,150,d4:r11:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
413,d5:r17:peven:b2,retarded,566,d5:r68:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
413,d5:r17:peven:b2,advanced,150,d4:r11:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
414,d5:r18:podd:b0,retarded,578,d5:r72:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
415,d5:r18:peven:b1,retarded,578,d5:r72:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
416,d5:r18:peven:b2,retarded,578,d5:r72:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
417,d5:r19:podd:b0,retarded,590,d5:r76:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
418,d5:r19:peven:b1,retarded,590,d5:r76:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
419,d5:r19:peven:b2,retarded,590,d5:r76:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
420,d5:r20:podd:b0,retarded,602,d5:r80:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
420,d5:r20:podd:b0,advanced,156,d4:r13:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
421,d5:r20:peven:b1,retarded,602,d5:r80:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
421,d5:r20:peven:b1,advanced,156,d4:r13:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
422,d5:r20:peven:b2,retarded,602,d5:r80:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
422,d5:r20:peven:b2,advanced,156,d4:r13:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
423,d5:r21:podd:b0,retarded,614,d5:r84:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
424,d5:r21:peven:b1,retarded,614,d5:r84:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
425,d5:r21:peven:b2,retarded,614,d5:r84:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
426,d5:r22:podd:b0,retarded,626,d5:r88:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
427,d5:r22:peven:b1,retarded,626,d5:r88:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
428,d5:r22:peven:b2,retarded,626,d5:r88:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
429,d5:r23:podd:b0,retarded,638,d5:r92:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
429,d5:r23:podd:b0,advanced,162,d4:r15:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
430,d5:r23:peven:b1,retarded,638,d5:r92:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
430,d5:r23:peven:b1,advanced,162,d4:r15:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
431,d5:r23:peven:b2,retarded,638,d5:r92:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
431,d5:r23:peven:b2,advanced,162,d4:r15:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
432,d5:r24:podd:b0,retarded,650,d5:r96:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
433,d5:r24:peven:b1,retarded,650,d5:r96:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
434,d5:r24:peven:b2,retarded,650,d5:r96:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
435,d5:r25:podd:b0,retarded,662,d5:r100:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
436,d5:r25:peven:b1,retarded,662,d5:r100:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
437,d5:r25:peven:b2,retarded,662,d5:r100:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
438,d5:r26:podd:b0,retarded,674,d5:r104:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
438,d5:r26:podd:b0,advanced,168,d4:r17:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
439,d5:r26:peven:b1,retarded,674,d5:r104:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
439,d5:r26:peven:b1,advanced,168,d4:r17:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
440,d5:r26:peven:b2,retarded,674,d5:r104:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
440,d5:r26:peven:b2,advanced,168,d4:r17:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
441,d5:r27:podd:b0,retarded,686,d5:r108:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
442,d5:r27:peven:b1,retarded,686,d5:r108:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
443,d5:r27:peven:b2,retarded,686,d5:r108:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
444,d5:r28:podd:b0,retarded,698,d5:r112:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
445,d5:r28:peven:b1,retarded,698,d5:r112:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
446,d5:r28:peven:b2,retarded,698,d5:r112:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
447,d5:r29:podd:b0,retarded,710,d5:r116:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
447,d5:r29:podd:b0,advanced,174,d4:r19:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
448,d5:r29:peven:b1,retarded,710,d5:r116:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
448,d5:r29:peven:b1,advanced,174,d4:r19:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
449,d5:r29:peven:b2,retarded,710,d5:r116:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
449,d5:r29:peven:b2,advanced,174,d4:r19:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
450,d5:r30:podd:b0,retarded,722,d5:r120:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
451,d5:r30:peven:b1,retarded,722,d5:r120:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
452,d5:r30:peven:b2,retarded,722,d5:r120:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
453,d5:r31:podd:b0,retarded,734,d5:r124:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
454,d5:r31:peven:b1,retarded,734,d5:r124:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
455,d5:r31:peven:b2,retarded,734,d5:r124:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
456,d5:r32:podd:b0,retarded,746,d5:r128:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
456,d5:r32:podd:b0,advanced,180,d4:r21:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
457,d5:r32:peven:b1,retarded,746,d5:r128:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
457,d5:r32:peven:b1,advanced,180,d4:r21:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
458,d5:r32:peven:b2,retarded,746,d5:r128:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
458,d5:r32:peven:b2,advanced,180,d4:r21:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
459,d5:r33:podd:b0,retarded,758,d5:r132:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
460,d5:r33:peven:b1,retarded,758,d5:r132:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
461,d5:r33:peven:b2,retarded,758,d5:r132:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
462,d5:r34:podd:b0,retarded,770,d5:r136:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
463,d5:r34:peven:b1,retarded,770,d5:r136:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
464,d5:r34:peven:b2,retarded,770,d5:r136:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
465,d5:r35:podd:b0,retarded,782,d5:r140:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
465,d5:r35:podd:b0,advanced,186,d4:r23:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
466,d5:r35:peven:b1,retarded,782,d5:r140:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
466,d5:r35:peven:b1,advanced,186,d4:r23:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
467,d5:r35:peven:b2,retarded,782,d5:r140:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
467,d5:r35:peven:b2,advanced,186,d4:r23:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
468,d5:r36:podd:b0,retarded,794,d5:r144:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
469,d5:r36:peven:b1,retarded,794,d5:r144:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
470,d5:r36:peven:b2,retarded,794,d5:r144:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
471,d5:r37:podd:b0,retarded,806,d5:r148:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
472,d5:r37:peven:b1,retarded,806,d5:r148:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
473,d5:r37:peven:b2,retarded,806,d5:r148:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
474,d5:r38:podd:b0,retarded,818,d5:r152:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
474,d5:r38:podd:b0,advanced,192,d4:r25:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
475,d5:r38:peven:b1,retarded,818,d5:r152:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
475,d5:r38:peven:b1,advanced,192,d4:r25:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
476,d5:r38:peven:b2,retarded,818,d5:r152:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
476,d5:r38:peven:b2,advanced,192,d4:r25:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
477,d5:r39:podd:b0,retarded,830,d5:r156:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
478,d5:r39:peven:b1,retarded,830,d5:r156:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
479,d5:r39:peven:b2,retarded,830,d5:r156:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
480,d5:r40:podd:b0,retarded,842,d5:r160:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
481,d5:r40:peven:b1,retarded,842,d5:r160:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
482,d5:r40:peven:b2,retarded,842,d5:r160:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
483,d5:r41:podd:b0,retarded,854,d5:r164:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
483,d5:r41:podd:b0,advanced,198,d4:r27:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
484,d5:r41:peven:b1,retarded,854,d5:r164:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
484,d5:r41:peven:b1,advanced,198,d4:r27:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
485,d5:r41:peven:b2,retarded,854,d5:r164:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
485,d5:r41:peven:b2,advanced,198,d4:r27:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
486,d5:r42:podd:b0,retarded,866,d5:r168:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
487,d5:r42:peven:b1,retarded,866,d5:r168:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
488,d5:r42:peven:b2,retarded,866,d5:r168:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
489,d5:r43:podd:b0,retarded,878,d5:r172:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
490,d5:r43:peven:b1,retarded,878,d5:r172:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
491,d5:r43:peven:b2,retarded,878,d5:r172:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
492,d5:r44:podd:b0,retarded,890,d5:r176:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
492,d5:r44:podd:b0,advanced,204,d4:r29:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
493,d5:r44:peven:b1,retarded,890,d5:r176:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
493,d5:r44:peven:b1,advanced,204,d4:r29:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
494,d5:r44:peven:b2,retarded,890,d5:r176:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
494,d5:r44:peven:b2,advanced,204,d4:r29:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
495,d5:r45:podd:b0,retarded,902,d5:r180:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
496,d5:r45:peven:b1,retarded,902,d5:r180:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
497,d5:r45:peven:b2,retarded,902,d5:r180:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
498,d5:r46:podd:b0,retarded,914,d5:r184:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
499,d5:r46:peven:b1,retarded,914,d5:r184:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
500,d5:r46:peven:b2,retarded,914,d5:r184:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
501,d5:r47:podd:b0,retarded,926,d5:r188:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
501,d5:r47:podd:b0,advanced,210,d4:r31:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
502,d5:r47:peven:b1,retarded,926,d5:r188:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
502,d5:r47:peven:b1,advanced,210,d4:r31:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
503,d5:r47:peven:b2,retarded,926,d5:r188:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
503,d5:r47:peven:b2,advanced,210,d4:r31:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
504,d5:r48:podd:b0,retarded,938,d5:r192:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
505,d5:r48:peven:b1,retarded,938,d5:r192:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
506,d5:r48:peven:b2,retarded,938,d5:r192:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
507,d5:r49:podd:b0,retarded,950,d5:r196:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
508,d5:r49:peven:b1,retarded,950,d5:r196:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
509,d5:r49:peven:b2,retarded,950,d5:r196:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
510,d5:r50:podd:b0,retarded,962,d5:r200:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
510,d5:r50:podd:b0,advanced,216,d4:r33:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
511,d5:r50:peven:b1,retarded,962,d5:r200:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
511,d5:r50:peven:b1,advanced,216,d4:r33:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
512,d5:r50:peven:b2,retarded,962,d5:r200:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
512,d5:r50:peven:b2,advanced,216,d4:r33:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
513,d5:r51:podd:b0,retarded,974,d5:r204:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
514,d5:r51:peven:b1,retarded,974,d5:r204:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
515,d5:r51:peven:b2,retarded,974,d5:r204:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
516,d5:r52:podd:b0,retarded,986,d5:r208:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
517,d5:r52:peven:b1,retarded,986,d5:r208:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
518,d5:r52:peven:b2,retarded,986,d5:r208:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
519,d5:r53:podd:b0,retarded,998,d5:r212:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
519,d5:r53:podd:b0,advanced,222,d4:r35:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
520,d5:r53:peven:b1,retarded,998,d5:r212:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
520,d5:r53:peven:b1,advanced,222,d4:r35:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
521,d5:r53:peven:b2,retarded,998,d5:r212:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
521,d5:r53:peven:b2,advanced,222,d4:r35:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
522,d5:r54:podd:b0,retarded,1010,d5:r216:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
523,d5:r54:peven:b1,retarded,1010,d5:r216:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
524,d5:r54:peven:b2,retarded,1010,d5:r216:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
525,d5:r55:podd:b0,retarded,1022,d5:r220:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
526,d5:r55:peven:b1,retarded,1022,d5:r220:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
527,d5:r55:peven:b2,retarded,1022,d5:r220:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
528,d5:r56:podd:b0,retarded,1034,d5:r224:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
528,d5:r56:podd:b0,advanced,228,d4:r37:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
529,d5:r56:peven:b1,retarded,1034,d5:r224:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
529,d5:r56:peven:b1,advanced,228,d4:r37:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
530,d5:r56:peven:b2,retarded,1034,d5:r224:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
530,d5:r56:peven:b2,advanced,228,d4:r37:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
531,d5:r57:podd:b0,retarded,1046,d5:r228:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
532,d5:r57:peven:b1,retarded,1046,d5:r228:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
533,d5:r57:peven:b2,retarded,1046,d5:r228:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
534,d5:r58:podd:b0,retarded,1058,d5:r232:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
535,d5:r58:peven:b1,retarded,1058,d5:r232:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
536,d5:r58:peven:b2,retarded,1058,d5:r232:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
537,d5:r59:podd:b0,retarded,1070,d5:r236:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
537,d5:r59:podd:b0,advanced,234,d4:r39:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
538,d5:r59:peven:b1,retarded,1070,d5:r236:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
538,d5:r59:peven:b1,advanced,234,d4:r39:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
539,d5:r59:peven:b2,retarded,1070,d5:r236:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
539,d5:r59:peven:b2,advanced,234,d4:r39:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
540,d5:r60:podd:b0,retarded,1082,d5:r240:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
541,d5:r60:peven:b1,retarded,1082,d5:r240:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
542,d5:r60:peven:b2,retarded,1082,d5:r240:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
543,d5:r61:podd:b0,retarded,365,d5:r1:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
544,d5:r61:peven:b1,retarded,365,d5:r1:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
545,d5:r61:peven:b2,retarded,365,d5:r1:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
546,d5:r62:podd:b0,retarded,377,d5:r5:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
546,d5:r62:podd:b0,advanced,240,d4:r41:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
547,d5:r62:peven:b1,retarded,377,d5:r5:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
547,d5:r62:peven:b1,advanced,240,d4:r41:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
548,d5:r62:peven:b2,retarded,377,d5:r5:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
548,d5:r62:peven:b2,advanced,240,d4:r41:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
549,d5:r63:podd:b0,retarded,389,d5:r9:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
550,d5:r63:peven:b1,retarded,389,d5:r9:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
551,d5:r63:peven:b2,retarded,389,d5:r9:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
552,d5:r64:podd:b0,retarded,401,d5:r13:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
553,d5:r64:peven:b1,retarded,401,d5:r13:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
554,d5:r64:peven:b2,retarded,401,d5:r13:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
555,d5:r65:podd:b0,retarded,413,d5:r17:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
555,d5:r65:podd:b0,advanced,246,d4:r43:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
556,d5:r65:peven:b1,retarded,413,d5:r17:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
556,d5:r65:peven:b1,advanced,246,d4:r43:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
557,d5:r65:peven:b2,retarded,413,d5:r17:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
557,d5:r65:peven:b2,advanced,246,d4:r43:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
558,d5:r66:podd:b0,retarded,425,d5:r21:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
559,d5:r66:peven:b1,retarded,425,d5:r21:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
560,d5:r66:peven:b2,retarded,425,d5:r21:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
561,d5:r67:podd:b0,retarded,437,d5:r25:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
562,d5:r67:peven:b1,retarded,437,d5:r25:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
563,d5:r67:peven:b2,retarded,437,d5:r25:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
564,d5:r68:podd:b0,retarded,449,d5:r29:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
564,d5:r68:podd:b0,advanced,252,d4:r45:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
565,d5:r68:peven:b1,retarded,449,d5:r29:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
565,d5:r68:peven:b1,advanced,252,d4:r45:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
566,d5:r68:peven:b2,retarded,449,d5:r29:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
566,d5:r68:peven:b2,advanced,252,d4:r45:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
567,d5:r69:podd:b0,retarded,461,d5:r33:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
568,d5:r69:peven:b1,retarded,461,d5:r33:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
569,d5:r69:peven:b2,retarded,461,d5:r33:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
570,d5:r70:podd:b0,retarded,473,d5:r37:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
571,d5:r70:peven:b1,retarded,473,d5:r37:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
572,d5:r70:peven:b2,retarded,473,d5:r37:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
573,d5:r71:podd:b0,retarded,485,d5:r41:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
