source_id,source,branch,target_id,target,route,multiplicity,scale_weight,scale_weight_decimal,rule_derived
37,d3:r0:peven:b1,retarded,38,d3:r0:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
38,d3:r0:peven:b2,retarded,38,d3:r0:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
39,d3:r1:podd:b0,retarded,50,d3:r4:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
40,d3:r1:peven:b1,retarded,50,d3:r4:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
41,d3:r1:peven:b2,retarded,50,d3:r4:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
42,d3:r2:podd:b0,retarded,62,d3:r8:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
42,d3:r2:podd:b0,advanced,12,d2:r1:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
43,d3:r2:peven:b1,retarded,62,d3:r8:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
43,d3:r2:peven:b1,advanced,12,d2:r1:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
44,d3:r2:peven:b2,retarded,62,d3:r8:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
44,d3:r2:peven:b2,advanced,12,d2:r1:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
45,d3:r3:podd:b0,retarded,74,d3:r12:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
46,d3:r3:peven:b1,retarded,74,d3:r12:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
47,d3:r3:peven:b2,retarded,74,d3:r12:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
48,d3:r4:podd:b0,retarded,86,d3:r16:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
49,d3:r4:peven:b1,retarded,86,d3:r16:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
50,d3:r4:peven:b2,retarded,86,d3:r16:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
51,d3:r5:podd:b0,retarded,98,d3:r20:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
51,d3:r5:podd:b0,advanced,18,d2:r3:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
52,d3:r5:peven:b1,retarded,98,d3:r20:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
52,d3:r5:peven:b1,advanced,18,d2:r3:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
53,d3:r5:peven:b2,retarded,98,d3:r20:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
53,d3:r5:peven:b2,advanced,18,d2:r3:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
54,d3:r6:podd:b0,retarded,110,d3:r24:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
55,d3:r6:peven:b1,retarded,110,d3:r24:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
56,d3:r6:peven:b2,retarded,110,d3:r24:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
57,d3:r7:podd:b0,retarded,41,d3:r1:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
58,d3:r7:peven:b1,retarded,41,d3:r1:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
59,d3:r7:peven:b2,retarded,41,d3:r1:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
60,d3:r8:podd:b0,retarded,53,d3:r5:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
60,d3:r8:podd:b0,advanced,24,d2:r5:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
61,d3:r8:peven:b1,retarded,53,d3:r5:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
61,d3:r8:peven:b1,advanced,24,d2:r5:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
62,d3:r8:peven:b2,retarded,53,d3:r5:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
62,d3:r8:peven:b2,advanced,24,d2:r5:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
63,d3:r9:podd:b0,retarded,65,d3:r9:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
64,d3:r9:peven:b1,retarded,65,d3:r9:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
65,d3:r9:peven:b2,retarded,65,d3:r9:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
66,d3:r10:podd:b0,retarded,77,d3:r13:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
67,d3:r10:peven:b1,retarded,77,d3:r13:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
68,d3:r10:peven:b2,retarded,77,d3:r13:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
69,d3:r11:podd:b0,retarded,89,d3:r17:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
69,d3:r11:podd:b0,advanced,30,d2:r7:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
70,d3:r11:peven:b1,retarded,89,d3:r17:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
70,d3:r11:peven:b1,advanced,30,d2:r7:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
71,d3:r11:peven:b2,retarded,89,d3:r17:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
71,d3:r11:peven:b2,advanced,30,d2:r7:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
72,d3:r12:podd:b0,retarded,101,d3:r21:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
73,d3:r12:peven:b1,retarded,101,d3:r21:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
74,d3:r12:peven:b2,retarded,101,d3:r21:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
75,d3:r13:podd:b0,retarded,113,d3:r25:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
76,d3:r13:peven:b1,retarded,113,d3:r25:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
77,d3:r13:peven:b2,retarded,113,d3:r25:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
78,d3:r14:podd:b0,retarded,44,d3:r2:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
78,d3:r14:podd:b0,advanced,9,d2:r0:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
79,d3:r14:peven:b1,retarded,44,d3:r2:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
79,d3:r14:peven:b1,advanced,9,d2:r0:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
80,d3:r14:peven:b2,retarded,44,d3:r2:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
80,d3:r14:peven:b2,advanced,9,d2:r0:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
81,d3:r15:podd:b0,retarded,56,d3:r6:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
82,d3:r15:peven:b1,retarded,56,d3:r6:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
83,d3:r15:peven:b2,retarded,56,d3:r6:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
84,d3:r16:podd:b0,retarded,68,d3:r10:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
85,d3:r16:peven:b1,retarded,68,d3:r10:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
86,d3:r16:peven:b2,retarded,68,d3:r10:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
87,d3:r17:podd:b0,retarded,80,d3:r14:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
87,d3:r17:podd:b0,advanced,15,d2:r2:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
88,d3:r17:peven:b1,retarded,80,d3:r14:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
88,d3:r17:peven:b1,advanced,15,d2:r2:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
89,d3:r17:peven:b2,retarded,80,d3:r14:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
89,d3:r17:peven:b2,advanced,15,d2:r2:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
90,d3:r18:podd:b0,retarded,92,d3:r18:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
91,d3:r18:peven:b1,retarded,92,d3:r18:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
92,d3:r18:peven:b2,retarded,92,d3:r18:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
93,d3:r19:podd:b0,retarded,104,d3:r22:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
94,d3:r19:peven:b1,retarded,104,d3:r22:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
95,d3:r19:peven:b2,retarded,104,d3:r22:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
96,d3:r20:podd:b0,retarded,116,d3:r26:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
96,d3:r20:podd:b0,advanced,21,d2:r4:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
97,d3:r20:peven:b1,retarded,116,d3:r26:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
97,d3:r20:peven:b1,advanced,21,d2:r4:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
98,d3:r20:peven:b2,retarded,116,d3:r26:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
98,d3:r20:peven:b2,advanced,21,d2:r4:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
99,d3:r21:podd:b0,retarded,47,d3:r3:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
100,d3:r21:peven:b1,retarded,47,d3:r3:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
101,d3:r21:peven:b2,retarded,47,d3:r3:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
102,d3:r22:podd:b0,retarded,59,d3:r7:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
103,d3:r22:peven:b1,retarded,59,d3:r7:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
104,d3:r22:peven:b2,retarded,59,d3:r7:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
105,d3:r23:podd:b0,retarded,71,d3:r11:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
105,d3:r23:podd:b0,advanced,27,d2:r6:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
106,d3:r23:peven:b1,retarded,71,d3:r11:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
106,d3:r23:peven:b1,advanced,27,d2:r6:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
107,d3:r23:peven:b2,retarded,71,d3:r11:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
107,d3:r23:peven:b2,advanced,27,d2:r6:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
108,d3:r24:podd:b0,retarded,83,d3:r15:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
109,d3:r24:peven:b1,retarded,83,d3:r15:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
110,d3:r24:peven:b2,retarded,83,d3:r15:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
111,d3:r25:podd:b0,retarded,95,d3:r19:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
112,d3:r25:peven:b1,retarded,95,d3:r19:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
113,d3:r25:peven:b2,retarded,95,d3:r19:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
114,d3:r26:podd:b0,retarded,107,d3:r23:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
114,d3:r26:podd:b0,advanced,33,d2:r8:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
115,d3:r26:peven:b1,retarded,107,d3:r23:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
115,d3:r26:peven:b1,advanced,33,d2:r8:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
116,d3:r26:peven:b2,retarded,107,d3:r23:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
116,d3:r26:peven:b2,advanced,33,d2:r8:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
117,d4:r0:podd:b0,retarded,119,d4:r0:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
118,d4:r0:peven:b1,retarded,119,d4:r0:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
119,d4:r0:peven:b2,retarded,119,d4:r0:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
120,d4:r1:podd:b0,retarded,131,d4:r4:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
121,d4:r1:peven:b1,retarded,131,d4:r4:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
122,d4:r1:peven:b2,retarded,131,d4:r4:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
123,d4:r2:podd:b0,retarded,143,d4:r8:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
123,d4:r2:podd:b0,advanced,39,d3:r1:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
124,d4:r2:peven:b1,retarded,143,d4:r8:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
124,d4:r2:peven:b1,advanced,39,d3:r1:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
125,d4:r2:peven:b2,retarded,143,d4:r8:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
125,d4:r2:peven:b2,advanced,39,d3:r1:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
126,d4:r3:podd:b0,retarded,155,d4:r12:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
127,d4:r3:peven:b1,retarded,155,d4:r12:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
128,d4:r3:peven:b2,retarded,155,d4:r12:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
129,d4:r4:podd:b0,retarded,167,d4:r16:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
130,d4:r4:peven:b1,retarded,167,d4:r16:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
131,d4:r4:peven:b2,retarded,167,d4:r16:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
132,d4:r5:podd:b0,retarded,179,d4:r20:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
132,d4:r5:podd:b0,advanced,45,d3:r3:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
133,d4:r5:peven:b1,retarded,179,d4:r20:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
133,d4:r5:peven:b1,advanced,45,d3:r3:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
134,d4:r5:peven:b2,retarded,179,d4:r20:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
134,d4:r5:peven:b2,advanced,45,d3:r3:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
135,d4:r6:podd:b0,retarded,191,d4:r24:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
136,d4:r6:peven:b1,retarded,191,d4:r24:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
137,d4:r6:peven:b2,retarded,191,d4:r24:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
138,d4:r7:podd:b0,retarded,203,d4:r28:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
139,d4:r7:peven:b1,retarded,203,d4:r28:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
140,d4:r7:peven:b2,retarded,203,d4:r28:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
141,d4:r8:podd:b0,retarded,215,d4:r32:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
141,d4:r8:podd:b0,advanced,51,d3:r5:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
142,d4:r8:peven:b1,retarded,215,d4:r32:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
142,d4:r8:peven:b1,advanced,51,d3:r5:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
143,d4:r8:peven:b2,retarded,215,d4:r32:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
143,d4:r8:peven:b2,advanced,51,d3:r5:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
144,d4:r9:podd:b0,retarded,227,d4:r36:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
145,d4:r9:peven:b1,retarded,227,d4:r36:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
146,d4:r9:peven:b2,retarded,227,d4:r36:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
147,d4:r10:podd:b0,retarded,239,d4:r40:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
148,d4:r10:peven:b1,retarded,239,d4:r40:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
149,d4:r10:peven:b2,retarded,239,d4:r40:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
150,d4:r11:podd:b0,retarded,251,d4:r44:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
150,d4:r11:podd:b0,advanced,57,d3:r7:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
151,d4:r11:peven:b1,retarded,251,d4:r44:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
151,d4:r11:peven:b1,advanced,57,d3:r7:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
152,d4:r11:peven:b2,retarded,251,d4:r44:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
152,d4:r11:peven:b2,advanced,57,d3:r7:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
153,d4:r12:podd:b0,retarded,263,d4:r48:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
154,d4:r12:peven:b1,retarded,263,d4:r48:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
155,d4:r12:peven:b2,retarded,263,d4:r48:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
156,d4:r13:podd:b0,retarded,275,d4:r52:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
157,d4:r13:peven:b1,retarded,275,d4:r52:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
158,d4:r13:peven:b2,retarded,275,d4:r52:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
159,d4:r14:podd:b0,retarded,287,d4:r56:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
159,d4:r14:podd:b0,advanced,63,d3:r9:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
160,d4:r14:peven:b1,retarded,287,d4:r56:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
160,d4:r14:peven:b1,advanced,63,d3:r9:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
161,d4:r14:peven:b2,retarded,287,d4:r56:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
161,d4:r14:peven:b2,advanced,63,d3:r9:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
162,d4:r15:podd:b0,retarded,299,d4:r60:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
163,d4:r15:peven:b1,retarded,299,d4:r60:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
164,d4:r15:peven:b2,retarded,299,d4:r60:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
165,d4:r16:podd:b0,retarded,311,d4:r64:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
166,d4:r16:peven:b1,retarded,311,d4:r64:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
167,d4:r16:peven:b2,retarded,311,d4:r64:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
168,d4:r17:podd:b0,retarded,323,d4:r68:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
168,d4:r17:podd:b0,advanced,69,d3:r11:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
169,d4:r17:peven:b1,retarded,323,d4:r68:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
169,d4:r17:peven:b1,advanced,69,d3:r11:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
170,d4:r17:peven:b2,retarded,323,d4:r68:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
170,d4:r17:peven:b2,advanced,69,d3:r11:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
171,d4:r18:podd:b0,retarded,335,d4:r72:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
172,d4:r18:peven:b1,retarded,335,d4:r72:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
173,d4:r18:peven:b2,retarded,335,d4:r72:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
174,d4:r19:podd:b0,retarded,347,d4:r76:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
175,d4:r19:peven:b1,retarded,347,d4:r76:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
176,d4:r19:peven:b2,retarded,347,d4:r76:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
177,d4:r20:podd:b0,retarded,359,d4:r80:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
177,d4:r20:podd:b0,advanced,75,d3:r13:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
178,d4:r20:peven:b1,retarded,359,d4:r80:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
178,d4:r20:peven:b1,advanced,75,d3:r13:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
179,d4:r20:peven:b2,retarded,359,d4:r80:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
179,d4:r20:peven:b2,advanced,75,d3:r13:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
180,d4:r21:podd:b0,retarded,128,d4:r3:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
181,d4:r21:peven:b1,retarded,128,d4:r3:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
182,d4:r21:peven:b2,retarded,128,d4:r3:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
183,d4:r22:podd:b0,retarded,140,d4:r7:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
184,d4:r22:peven:b1,retarded,140,d4:r7:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
185,d4:r22:peven:b2,retarded,140,d4:r7:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
186,d4:r23:podd:b0,retarded,152,d4:r11:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
186,d4:r23:podd:b0,advanced,81,d3:r15:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
187,d4:r23:peven:b1,retarded,152,d4:r11:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
187,d4:r23:peven:b1,advanced,81,d3:r15:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
188,d4:r23:peven:b2,retarded,152,d4:r11:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
188,d4:r23:peven:b2,advanced,81,d3:r15:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
189,d4:r24:podd:b0,retarded,164,d4:r15:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
190,d4:r24:peven:b1,retarded,164,d4:r15:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
191,d4:r24:peven:b2,retarded,164,d4:r15:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
192,d4:r25:podd:b0,retarded,176,d4:r19:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
193,d4:r25:peven:b1,retarded,176,d4:r19:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
194,d4:r25:peven:b2,retarded,176,d4:r19:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
195,d4:r26:podd:b0,retarded,188,d4:r23:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
195,d4:r26:podd:b0,advanced,87,d3:r17:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
196,d4:r26:peven:b1,retarded,188,d4:r23:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
196,d4:r26:peven:b1,advanced,87,d3:r17:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
197,d4:r26:peven:b2,retarded,188,d4:r23:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
197,d4:r26:peven:b2,advanced,87,d3:r17:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
198,d4:r27:podd:b0,retarded,200,d4:r27:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
199,d4:r27:peven:b1,retarded,200,d4:r27:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
200,d4:r27:peven:b2,retarded,200,d4:r27:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
201,d4:r28:podd:b0,retarded,212,d4:r31:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
202,d4:r28:peven:b1,retarded,212,d4:r31:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
203,d4:r28:peven:b2,retarded,212,d4:r31:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
204,d4:r29:podd:b0,retarded,224,d4:r35:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
204,d4:r29:podd:b0,advanced,93,d3:r19:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
205,d4:r29:peven:b1,retarded,224,d4:r35:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
205,d4:r29:peven:b1,advanced,93,d3:r19:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
206,d4:r29:peven:b2,retarded,224,d4:r35:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
206,d4:r29:peven:b2,advanced,93,d3:r19:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
207,d4:r30:podd:b0,retarded,236,d4:r39:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
208,d4:r30:peven:b1,retarded,236,d4:r39:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
209,d4:r30:peven:b2,retarded,236,d4:r39:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
210,d4:r31:podd:b0,retarded,248,d4:r43:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
211,d4:r31:peven:b1,retarded,248,d4:r43:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
212,d4:r31:peven:b2,retarded,248,d4:r43:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
213,d4:r32:podd:b0,retarded,260,d4:r47:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
213,d4:r32:podd:b0,advanced,99,d3:r21:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
214,d4:r32:peven:b1,retarded,260,d4:r47:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
214,d4:r32:peven:b1,advanced,99,d3:r21:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
215,d4:r32:peven:b2,retarded,260,d4:r47:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
