a,c,x,qAdv,xAdv,target_count,retarded_count,advanced_full_count,advanced_window_count,e5_numerator,e5_gap,deterministic_atom_gap,advanced_window_gap,closure_percent,partition_ok,pairwise_disjoint_ok,advanced_subset_ok,gap_identity_ok,route_hooks_ok,window_hooks_ok,all_hooks_ok,target_sha256,retarded_sha256,advanced_full_sha256,advanced_window_sha256,advanced_boundary_examples
881,587,112768,64,112704,2142,40,2100,2100,2141,1,1,0,99.953314659,yes,yes,yes,yes,yes,yes,yes,5691b880fc6bd85d5836fb88b2d49de840dc1dc2c46b79b0f1e78029026fe643,95d53343533dc526557d94319b437878e287f4658619031b511856201a88d799,ec81a0f0e06a8d0e58d7136899222e635d49d0e15868f45447e75af4c0388ea2,ec81a0f0e06a8d0e58d7136899222e635d49d0e15868f45447e75af4c0388ea2,
890,593,113920,64,113856,22678,32,22644,22633,22666,12,1,11,99.947085281,yes,yes,yes,yes,yes,yes,yes,b23d06c3d8eea16e77ac822938940a8b98fa7ef1339abf613cdf2650ed2d6c2e,1748f2c81789c7528e6688d30b6ccc6051f025f454558b949b574afc9b5de28a,43384fc675d08442b1e8963d4b458845c58d348066ec49100763bc2995793b3d,9886a247257d824b03a05a6addbb474379310dca32933e596819a6da42fed83a,29991 44987 50611 59982 67481 75917 89974 101222 113872 113876 113890
899,599,115072,64,115008,327,53,272,272,326,1,1,0,99.694189602,yes,yes,yes,yes,yes,yes,yes,03eb5483cd61d9640ec450d22a0a04ad3e2893fa9af981735532c021dd20ebb4,8c267529c43b1cec6660b2b5513f940ea98b6eefd15b3cc7319786ec5573f92b,743c153975678b8ad70f1d47aecab3b86561494b64594ba786b47321fc42dbbc,743c153975678b8ad70f1d47aecab3b86561494b64594ba786b47321fc42dbbc,
908,605,116224,64,116160,1189,41,1146,1146,1188,1,1,0,99.915895711,yes,yes,yes,yes,yes,yes,yes,69761a35493cb3bd9214b2c6f37344291d4272e5395e1f92c5d998b2dff94582,005f6e4a82c97f3ea887dbcb91e08ae0f1b1b16c1659ed598edac926b5ef4c21,a1e62a25ad7c07930486949e8ffb2a50e426e92f6a007c97371b3054982009fe,a1e62a25ad7c07930486949e8ffb2a50e426e92f6a007c97371b3054982009fe,
917,611,117376,64,117312,3604,33,3569,3569,3603,1,1,0,99.972253052,yes,yes,yes,yes,yes,yes,yes,3c4305c00490d44c99d87f992170483311ade60286f533b0b7a71a63dd02a532,1db0dc69d578cd3c506d6149f76bb974714163eafe2315d22135f8a989cd53eb,1f4b3327cdb0fa918a1f8099c931586457915c370e9e19fea8bd6ec329e37dbd,1f4b3327cdb0fa918a1f8099c931586457915c370e9e19fea8bd6ec329e37dbd,
926,617,118528,64,118464,289,73,214,214,288,1,1,0,99.653979239,yes,yes,yes,yes,yes,yes,yes,2113f43916ce940cdaa1e77753e5ef6b8c2d5665f3d6e14ca2b4c577de5d1c4b,5961830c3f550fa2f8f4010cfa27e1ef10bb6d6ce4a32b15529f9d09058db0b1,8e2e703b69c693a843a6aeb6906e8c755f6a85e9c6f761d90909df2c8d7f98ee,8e2e703b69c693a843a6aeb6906e8c755f6a85e9c6f761d90909df2c8d7f98ee,
935,623,119680,64,119616,1409,151,1256,1256,1408,1,1,0,99.929027679,yes,yes,yes,yes,yes,yes,yes,93e1e4f555a8bd75f0beaeb74e9f08eab8d31e25bd9ba1a89a977b407cad7912,860c81f6734c2bb01c2af7e1f12050b8864e8a1b00f4494cb84916b5276d7753,1800270273d21e900341a1cc11ce435325be5305413723f9b4dd3c0c2eb1066f,1800270273d21e900341a1cc11ce435325be5305413723f9b4dd3c0c2eb1066f,
944,629,120832,64,120768,1041,53,986,986,1040,1,1,0,99.903938521,yes,yes,yes,yes,yes,yes,yes,58244f90084629349270fe0ebe215ecb8bb3c7b22c6e6b96cfc1f6dec965ccc8,c40392a296850e9177a3936bb5d052f75634d0a8c9270928f84985fc6059b6da,bddcc7947e356a70e2b120e6249f51b42ea8303786e13bc84112025a91083965,bddcc7947e356a70e2b120e6249f51b42ea8303786e13bc84112025a91083965,
953,635,121984,64,121920,310,130,178,178,309,1,1,0,99.677419355,yes,yes,yes,yes,yes,yes,yes,ab2b3b190a56afd3d889377311954b12ac7f83e656e853d3b409ef44189a969c,1cd83cbd7b609345741549af0a82666d2e9f43e27f81a517b8788c73faaa5f26,06eca700dc38bc022e2dec3677e525d258c328e1c9705b9d03599c6ff5050b61,06eca700dc38bc022e2dec3677e525d258c328e1c9705b9d03599c6ff5050b61,
962,641,123136,64,123072,2483,39,2442,2442,2482,1,1,0,99.959726138,yes,yes,yes,yes,yes,yes,yes,eb58df2baab9a9f552c220f397eb349be324d0acaac867bae056ed2f08a96aa3,a5fcce71c22542aeebee6a9e555a3f8e59cafdbe91bdfbdcb84d02090d3aaffe,c8131cc4c856dc9b257fc33c39e9e4a57f058637b5be1ee5688f3b6dacc02f48,c8131cc4c856dc9b257fc33c39e9e4a57f058637b5be1ee5688f3b6dacc02f48,
971,647,124288,64,124224,2079,40,2037,2037,2078,1,1,0,99.951899952,yes,yes,yes,yes,yes,yes,yes,0c9897da979abc9d5fab02b000ad371a6a494aef7a7bb6496cdce6ca5b6e53dd,0b22ca6a8d5eda07cc89c6a0ee3c8b3d3cbec8dbae80abb9b987113772c39496,bae553b87913fe1ee978461eddf3953869d0aeefac019ddf14048f5714004b83,bae553b87913fe1ee978461eddf3953869d0aeefac019ddf14048f5714004b83,
980,653,125440,64,125376,722,50,670,670,721,1,1,0,99.861495845,yes,yes,yes,yes,yes,yes,yes,771fb88a0f42479cc849e6b9ea89e199059a3738026b2e60d82eba755e55e21d,8608f556745189dceeadf4d70232b5714e619b8631c36531201440cc3587d913,41425d8b55931709fc46f6a8ce0d88ae2d115c2cddfdb7ee6ca1e137d4bc69a3,41425d8b55931709fc46f6a8ce0d88ae2d115c2cddfdb7ee6ca1e137d4bc69a3,
989,659,126592,64,126528,903,37,864,864,902,1,1,0,99.889258029,yes,yes,yes,yes,yes,yes,yes,aaf94afdebe7bf78d4c860b1094840f4921bb2409720e54dad4308c66c0ba3b6,aa3ce35feb109e4b72d8243535381cd1515de2a61d3fcbfcb0c6d36bf5b45917,ef8a5123d607f324effb22088c7c032989e5e5d55ef5314a46b594d80b4dc472,ef8a5123d607f324effb22088c7c032989e5e5d55ef5314a46b594d80b4dc472,
998,665,127744,64,127680,1456,41,1413,1413,1455,1,1,0,99.931318681,yes,yes,yes,yes,yes,yes,yes,5142d9afc7c8778229673fa06341044e1d4945e70a5634d1dd38a8b9c285ff79,2bee4137dfde0599b33ce31ad9482b58b4863d266fb434b25e562e21a8247d72,c0d4c995108edbb2aba8cfb167f2441e8abc813394d42732b2bac2d305692879,c0d4c995108edbb2aba8cfb167f2441e8abc813394d42732b2bac2d305692879,
1007,671,128896,64,128832,184,53,129,129,183,1,1,0,99.456521739,yes,yes,yes,yes,yes,yes,yes,f958d7f36a1de80013c6938dc1b995d358047b1636384c11733024b399873f80,d336416974cd8fa186f6acec44824a8e548960dc7a7ca47ec818e40b61f4617f,a918aeae69e8439e6d22c7053a79ace317becdc13b8779b0fd7669da8d798247,a918aeae69e8439e6d22c7053a79ace317becdc13b8779b0fd7669da8d798247,
1016,677,130048,64,129984,554,54,498,498,553,1,1,0,99.819494585,yes,yes,yes,yes,yes,yes,yes,de9d1a6fc869a4811bee717fad63ea98e93e8be6df278248aa31b82e75c45a2b,4e85a46bd5dd68026b3cd19fa3c73dd21912190fa874f5d92e2eb16a5f3d6086,2871b9327f660a69b9b259d54bf93d799094b9e37a064ba696c60f633ce877ba,2871b9327f660a69b9b259d54bf93d799094b9e37a064ba696c60f633ce877ba,
1025,683,131200,64,131136,1014,45,967,967,1013,1,1,0,99.901380671,yes,yes,yes,yes,yes,yes,yes,74eb22332f015a4fc016456315b92195b4bf8f928016d1142eb5bd79f81bd67d,4fab1f1b3612709350100c22a5e53a169fd72666dc3b3f0b0cb5acdaf6613a8f,cf8e7081294e961bf325e2e0adaca404d767d99e49555d1c7cb999d6c1f4a20d,cf8e7081294e961bf325e2e0adaca404d767d99e49555d1c7cb999d6c1f4a20d,
1034,689,132352,64,132288,691,105,584,584,690,1,1,0,99.855282200,yes,yes,yes,yes,yes,yes,yes,958756187665a4762530fc4e4faa9bd3a7ef1fd99a947f52b12b754b0a43c3f5,ae0f3a15c9174103ce8a70cba83582a5155488f91ecc7d442f9b5e08a568dcd1,749f610414432fbf72739972f4a330373be9ba7a18b210a09a286ab12b9b3200,749f610414432fbf72739972f4a330373be9ba7a18b210a09a286ab12b9b3200,
1043,695,133504,64,133440,1999,74,1923,1923,1998,1,1,0,99.949974987,yes,yes,yes,yes,yes,yes,yes,a04fffb8a1e47312aa121dc41b6bb34e2f0921d8a5a4b916325ebdc3354009a3,a2c6d32a2d0d0744bfb53d9d0ae36a0133c85ab231194d452506744ba4dee676,b8d25519660ee458a284be101f14fa35c9b817c0f3d94986b0bd2d3465bdc8d9,b8d25519660ee458a284be101f14fa35c9b817c0f3d94986b0bd2d3465bdc8d9,
