a,c,x,qAdv,xAdv,target_count,retarded_count,advanced_full_count,advanced_window_count,e5_numerator,e5_gap,deterministic_atom_gap,advanced_window_gap,closure_percent,partition_ok,pairwise_disjoint_ok,advanced_subset_ok,gap_identity_ok,route_hooks_ok,window_hooks_ok,all_hooks_ok,target_sha256,retarded_sha256,advanced_full_sha256,advanced_window_sha256,advanced_boundary_examples
152,101,622592,2048,620544,54077,928,53147,52758,53687,390,1,389,99.278806147,yes,yes,yes,yes,yes,yes,yes,451088099c283eff5ccb40496f101e9b3d9c447c49ec5499af0ec6f12106ffca,0359b7f97681a4d789d71cfab0a90075207ad917efe9519a1065680ac24798d0,9eaa5daadf9dbd5cf61e09db629b19d1374589c34cc178fdde9ed6f45f311173,2abfb976d8a1c9b5dc03613dcab685e0e18acd5fb494d975e45b7111f3ae3e4c,63739 71707 72687 76575 80671 84985 95609 107561 109031 109167 113313 114863
161,107,659456,2048,657408,78022,942,77078,76829,77772,250,1,249,99.679577555,yes,yes,yes,yes,yes,yes,yes,c346c0349505e44467442d115ff0c9e8847e3ddf40c22539b07be1bd1d36d7a7,27b6d66bb10e3911f95ef9f431130c3dbd0b07433b356e6d92becdc67c69ff2c,a645fbbbf0c4943038c72905e38687fe73d3751ffcd4b1fc74a43e38cb573983,15bd5287b5ffd9108848bcb3b3f3a78f3edaf396357fd8652911ba3a83c707aa,86623 115497 129871 129935 173161 173246 194807 194871 194903 205227 230881 230907
170,113,696320,2048,694272,10761,1680,9079,9079,10760,1,1,0,99.990707183,yes,yes,yes,yes,yes,yes,yes,ec2c9c49ddfccda5b351398c7f41f1fd0cb8421c99ab0e7392c8f44e7bbecbc8,3a94007b8b89194ac9e69340100de2c73a19f35e1d646da6db78a015dd9ea1cb,5ea656aec7494bfa567a0e47fbb7aa4309a74d553d0bce6634e8617f90c1a5a7,5ea656aec7494bfa567a0e47fbb7aa4309a74d553d0bce6634e8617f90c1a5a7,
179,119,733184,2048,731136,18583,842,17739,17692,18535,48,1,47,99.741699403,yes,yes,yes,yes,yes,yes,yes,aea6600f81ac14b55abbd9bd0f0dfe0792470584bfe11af9a8d51405d871abad,20bb913573b7f17a8e194ebcc3b757d1041bb81dc08ba5e7dee809f53418fa7f,2339702bc5e656467fe71d7fb15df75846779dc99bb1600f11ba2dc304173a1b,d1f907763542918154a469f6953beeec200bc0ee67a3ecb691dd5990d7682aaf,96543 144815 193086 217207 217223 289609 289630 325811 325827 325835 386145 386172
188,125,770048,2048,768000,41067,816,40249,40246,41063,4,1,3,99.990259819,yes,yes,yes,yes,yes,yes,yes,db46f7d64e207e98553da5f680e7773c62ed3ef2ddaf6be001ba6ac91954d231,31e045739cf948aa98c772b56794986fd4b131663289e8fc59c0f244fdc1b7d0,55562e4960d078938dfabfc0bbc580d4ae5d59c094f1a028c392f20ca279edce,1be8fb8d7760b1b0799d7b825aed8374a7dc806d0a7bf77ae9fd2fe61955f795,768498 768568 768570
197,131,806912,2048,804864,16598,5764,10832,10832,16597,1,1,0,99.993975178,yes,yes,yes,yes,yes,yes,yes,c3297b9818b89a3e31ef986fc900357507cab379683261f3e2724087cf0dc293,c62b0e156226337d6dbbd90f7dd8917a28027b8ed2c7440a5ea749b1e7dfb036,b51de45cf0caf70f6db44b25d17c182e8b3d3a58608971b4643c32c6d52926ad,b51de45cf0caf70f6db44b25d17c182e8b3d3a58608971b4643c32c6d52926ad,
206,137,843776,2048,841728,150987,2361,148624,148097,150459,528,1,527,99.650301019,yes,yes,yes,yes,yes,yes,yes,0ef64c9453f82a8dc82675c0340aa7f15780fcd5d2c283d159c1f50abe318d3d,49a0ed66e3aec6fe945ca3f179bf6a9e699d8c64f0929313fbd1e2920490c57d,ad9e69406b775715877705f1b45dc0c5711f99f68e63131d3537b6b360f8cb13,8052c01137e4ce4b1c45fa1fb77408008b0cabffc99716edea0d245a8fb80fe4,98719 131625 147943 148079 166543 175339 197257 197287 197438 221915 222057 222119
215,143,880640,2048,878592,38316,1391,36923,36827,38219,97,1,96,99.746842050,yes,yes,yes,yes,yes,yes,yes,94cb5fe117bfcc015268e8d25e2d52fba85dde4dbb02330a8faf22edb0bacbfe,9f698d761ba75e2f3d6006dbbe4f012dbedc85f35a6d45dda94cb547c047b043,ed4e529de35cd70b9cf581830267cbab636fb90138f9a03e7d7c0acc2caa8a33,938eb2eb476415f5605ca00f0fe3bff09d4c3d5bdeb84bf23b0a76a6bcc88802,154479 216999 231719 260695 308958 308971 325499 347579 347593 366187 391027 391043
224,149,917504,2048,915456,9281,2977,6302,6302,9280,1,1,0,99.989225299,yes,yes,yes,yes,yes,yes,yes,bcff7d2e6ad3c3b16e67722daec8fb641684c79ae2d4070c93fef9711b50af22,10fa359db80709d24f2e74cbd1dc01c7447e2102c757646b451849ce60f68d8b,c6a3d1e535ef940d6cb3e24b784c7b42f09069447bf06e5d81530bceca9762fb,c6a3d1e535ef940d6cb3e24b784c7b42f09069447bf06e5d81530bceca9762fb,
233,155,954368,2048,952320,177087,832,176253,175932,176765,322,1,321,99.818168471,yes,yes,yes,yes,yes,yes,yes,691ee02d1e1ecc9ac4713cd1fb49e6514446552ce76e87df3e806b996903eb81,fc9a5ba8cc3996c093098f769447620ad0397f4c9634078ab72e28eacba95803,a86389cc19afc1741328007fb146ef48a842e72d4e9aa547ab7de4d2f5337a47,37080a16652e7fd2f801a45c5bccc3548679e93ab8313b3d4a8c95011be9fbfa,49599 74399 83775 99198 111599 125663 148798 167399 167550 188495 198396 198397
242,161,991232,2048,989184,119458,986,118470,118036,119023,435,1,434,99.635855280,yes,yes,yes,yes,yes,yes,yes,89746f77512da9a42fcb5ac466479479831954e29ddf2e3dd322cfa6562f3dea,a41fee153b5d4e8fa694b13a5b6eba2232f3aa840f82d4725dc48064fa638dbb,124ca03cfe488b9ea66ddba84e80c7098092fe98bbc147cf83afaf0cf7aa3eaa,435f1801b3caeb52011fe591bc1099d094fb6c04178d396ef15174be37bfb1a0,195535 195631 195663 195759 260713 260841 260955 293303 293319 293367 293447 293463
251,167,1028096,2048,1026048,205742,1879,203861,203378,205258,484,1,483,99.764753915,yes,yes,yes,yes,yes,yes,yes,09c7066c9fe0fa2f7dfcce8ab50b0027fef1c6299c47faddf2a8ca024f6ee7a5,3451da1651296fe511834fae8aa62b0665ccce5f7e716fef46f6322d17d32641,f0ab936526039a27285f09c9a660073250dee4d7219249ea63a800c8a158f40a,e3e4fd1909ea3e0f1ce1e5c17cb00ffcd368179a17f84512ac9230f5d2beaa60,80155 90175 106873 120233 135263 142491 142497 160303 160310 160311 180350 202895
260,173,1064960,2048,1062912,43120,1231,41887,41887,43119,1,1,0,99.997680891,yes,yes,yes,yes,yes,yes,yes,430f3308eb172eb6a4552b5ff92decade335c9d430cff4848b576b2aac3daaac,b7d28e0ff6be061c51dbc873e13c1c6d34b0a749551b0e0659da1e59056a4092,e1f80f0ae5f4f1fa2ca06c11767973cbda90ceaf0179f66e147f6bea67d9d820,e1f80f0ae5f4f1fa2ca06c11767973cbda90ceaf0179f66e147f6bea67d9d820,
269,179,1101824,2048,1099776,28717,1506,27209,27155,28662,55,1,54,99.808475816,yes,yes,yes,yes,yes,yes,yes,efbc96bf485099fac716a9c26ce9e26a133aa96f92d2ff5ab3500402130c47c2,9b07d6b314b7bd24c23b11fe74406de52953941a813adec49b5adc8b61a50eb8,11710ceb2b7ee13ba835e7793e199886707ea94341ff31c113619ea7ae03a0db,6e0385f1f111138d8ba2db18a3ee70500c604004db895f58c28f2df2a90c4d15,171675 193135 257513 289703 326151 343350 386270 434555 434619 488875 488947 489227
278,185,1138688,2048,1136640,7470,1689,5779,5779,7469,1,1,0,99.986613119,yes,yes,yes,yes,yes,yes,yes,1235ee0ed228186388b5b7d39efbef23e91ee12398c77d00a18c2496e5137841,287ccb73a7113e74d54a6d32d339fd057c69c7e10aeccc57e9da42aea7aeabce,7a70d173ccaaa775f4e011abbdb38d03333248542978caf295970e4006ef0a49,7a70d173ccaaa775f4e011abbdb38d03333248542978caf295970e4006ef0a49,
287,191,1175552,2048,1173504,22783,1284,21497,21497,22782,1,1,0,99.995610762,yes,yes,yes,yes,yes,yes,yes,d77850b1d85d94601a124a54518ef212c7e07ff14db707dbe6b379e9f836ad9e,cc58db1bc09e31ed6055329b2771913337f72b4f7d429f07a1ea67f5d31fc248,c1d10ac2ca1b4a2e614ba1fffe92a06969ed0a63c3eabc86775a379328f8554c,c1d10ac2ca1b4a2e614ba1fffe92a06969ed0a63c3eabc86775a379328f8554c,
296,197,1212416,2048,1210368,26223,1662,24559,24559,26222,1,1,0,99.996186554,yes,yes,yes,yes,yes,yes,yes,d9a5b30ad7f612a6c5e802f4d1ce5866075cbd2e049a5778c7fce14824af5a6b,142165ae5488e9172e0bcf5df2aef03f2e6527039d471e3c76cdec5fdb1aa6f3,cc22c05def111a6a88567a186e22b1da489e647b9a344bc4e0580847f963079d,cc22c05def111a6a88567a186e22b1da489e647b9a344bc4e0580847f963079d,
305,203,1249280,2048,1247232,12982,2400,10580,10580,12981,1,1,0,99.992297027,yes,yes,yes,yes,yes,yes,yes,853952da718b5f91da087ca6c9cf5b178b4b5791eca647645d3e15cb7d9958f7,1dfa87ed52a0ae4d20e075df7f295249d1234eb27ad4550ec75b82f3e5318052,93197cb774d92b7438337428d437db89bc44fc21f21c1afa3fc3524de6d91b46,93197cb774d92b7438337428d437db89bc44fc21f21c1afa3fc3524de6d91b46,
314,209,1286144,2048,1284096,47188,18699,28487,28487,47187,1,1,0,99.997880817,yes,yes,yes,yes,yes,yes,yes,1aa8970510e892e396726cb3a7bcd86f277fbaf1528fb4be4493a4567c7592d4,c580092492ed5944a670e2a20370146209ebe3daa1b9a8c44bf239d4539b6d4c,36d8d7bcc0d614d95b819b07bfee3f779be2f45c36a92b7f0ce2dace6e635a0c,36d8d7bcc0d614d95b819b07bfee3f779be2f45c36a92b7f0ce2dace6e635a0c,
323,215,1323008,2048,1320960,58994,1220,57772,57751,58972,22,1,21,99.962708072,yes,yes,yes,yes,yes,yes,yes,e051385db6c592d6dc703abf901bf23da9e4291dee784ba955ab25fae6389aad,d90bea6a2037b4092782f6814083a7d40f9389fff233e573751b3e62621bc26f,8f78274201d9d44ce3999984ff211e9afabf2252b616f396a1ad960dd8cb946a,464aa606690123c77defb0175c2f764c7d836688b5003cc32b3d9be8efd13be7,587283 587667 880897 880925 881501 881517 1174566 1175334 1321188 1321336 1321338 1321346
332,221,1359872,2048,1357824,10952,1386,9564,9564,10951,1,1,0,99.990869248,yes,yes,yes,yes,yes,yes,yes,778f7ccca4580ed03f6da5401bbb5699660dc2e142a834ea744a4fa0ff2248ef,ffd8086afebfdd7932a8d513530b0c043c001b614b82b1928d24db170a079edb,f52c339363ff8a44be0c949cd41aff4adce539dc61c79a38ab1d42b0a5a9f795,f52c339363ff8a44be0c949cd41aff4adce539dc61c79a38ab1d42b0a5a9f795,
341,227,1396736,2048,1394688,32363,1526,30835,30835,32362,1,1,0,99.996910052,yes,yes,yes,yes,yes,yes,yes,3001f987c0b4e7c5cac0d469cfdebf57bda1891d932f64e475ab54390ffdf3ac,38de49a792d7a48e44d9cc48e97a17b90dcae7845fbd466b4d1dee9973711b58,84b309efcc6c34832bae2f91e37c3ff7a75e90b03f4be6b5859eeb797ce84a0c,84b309efcc6c34832bae2f91e37c3ff7a75e90b03f4be6b5859eeb797ce84a0c,
350,233,1433600,2048,1431552,268536,651,267883,267685,268337,199,1,198,99.925894480,yes,yes,yes,yes,yes,yes,yes,140bf4031448408a66dae40a271d3adc970f64d59110e96278ebb9a1982ca3e5,5eb8617c30002f01d3e9bf69d85e7e01c9f2c302af59f6b813fdddc2ca4c5dd9,9790aa80ef282ec82c5be58f8941e20b62adbabfc9b15e7eb971f51ad6dc756a,23ed2960eae8a3706d6d513b73f968239f15f9393accb01707a593c73b9efdd5,282831 424215 424247 424311 424455 424519 424647 502779 565627 565662 566025 636291
359,239,1470464,2048,1468416,22178,2417,19759,19759,22177,1,1,0,99.995491027,yes,yes,yes,yes,yes,yes,yes,440acebd6e9761564a20605ee62808778799ae82740bcd1fe4e63f1efe9f3c9e,a7e423a825d787fb4bcab382e9df12d2ab8d1566ee9b58ab1529f7be592bb719,fea71bdb95c3a32262b996a637cca0243e9e8a0bbe8475624c6c02c33240f75e,fea71bdb95c3a32262b996a637cca0243e9e8a0bbe8475624c6c02c33240f75e,
368,245,1507328,2048,1505280,19929,1525,18402,18402,19928,1,1,0,99.994982187,yes,yes,yes,yes,yes,yes,yes,61f164f42bdd0c35077acb92b05db0b7c2bb92ccde2b27da1eb719f1897bab12,65dc2183de89a4258549e7b9af4b5ec1c07b8a2f942bbcf7b24e49c133f62b73,05499bc480b09c64e0f8d2551b61204b8129f448b8db3d766a0dcca1c7bef452,05499bc480b09c64e0f8d2551b61204b8129f448b8db3d766a0dcca1c7bef452,
377,251,1544192,2048,1542144,311429,981,310446,310105,311087,342,1,341,99.890183637,yes,yes,yes,yes,yes,yes,yes,cbb016e7e1cc713aae8fe03d299bcfb6d039c42eb59699672931eaafa03aecfc,6e437b261a760d41d71ca234e47a5cee0c58d6b0eab308271a53eee992b169f6,0fa99f11d65407a584a42d36e74ddef9b61d2f6551318a535fe3b673d0fbaa34,a2864e9466aa63b01d54adb0cf3272b30ac1b548a6fe0c196e5e75919c859433,203103 240967 304655 304911 304975 321289 361451 406206 406633 428385 456983 457111
386,257,1581056,2048,1579008,17192,2257,14933,14933,17191,1,1,0,99.994183341,yes,yes,yes,yes,yes,yes,yes,98b0b6d64007d72ec63a83367efdbd54e53a4871959ab4a022e6195b49c84f88,e4dc113e5970eda91505f65c0e9afecf182f51d3e0d2643e382f4fea8b6a43fd,06e708af01be4dc8d6558a852bc06500cab7fd1eb42b63c0413c32763f6ce253,06e708af01be4dc8d6558a852bc06500cab7fd1eb42b63c0413c32763f6ce253,
395,263,1617920,2048,1615872,314157,1304,312851,312336,313641,516,1,515,99.835750914,yes,yes,yes,yes,yes,yes,yes,a5b6bbd58936a00295912332d1c42aaf968b7137f84a35cc1b001faa1babda28,a356c392dc87398c6f7b667f2592027cfe17ed3dd5df9b07080bee776cfa7e81,51935b02712e5123f6ee86d18ee4b6cc68aee807b7d4b44dcf81aebf6755cc36,f4df6ba6ca7c6d77d2d93c126d80dc759e47ba0d289d6a2d29b6deee5184ed4c,94591 112107 126121 141887 168161 189182 189343 212831 224214 224215 252242 252243
404,269,1654784,2048,1652736,43703,614,43087,43062,43677,26,1,25,99.940507517,yes,yes,yes,yes,yes,yes,yes,f2ee1ad132b10a4b2da5b5ddba834da6dd7feabe2c45882b8a328b6e654f8ed5,3787d4918dca2dbf8588516dd25690ad17b3e00afed65934a04ef1077684a434,15707d02bd543dbe8e6895e37b4594873d91f923c5d66f430ac16fc49d2f3e81,f27c88524ace1332015f3d87a4ffe6664a03769fafd0cb0a5d37280ec36453ad,734979 1102469 1102653 1102965 1103037 1103041 1103077 1469958 1653704 1653706 1653708 1653976
413,275,1691648,2048,1689600,9263,1489,7772,7772,9262,1,1,0,99.989204361,yes,yes,yes,yes,yes,yes,yes,47960f65df82955f36325ddda14b79590b7d072877c86824227feae3df52071e,badbc3ed9c102fa6fd2e3c17b3745438a6c1bbd8aec51336d4a700ac7b62c1ec,29947fc0016fb40ce29c5bd843a9a48ad1682a4bc0ce5b62c6ad0594b03c6f7d,29947fc0016fb40ce29c5bd843a9a48ad1682a4bc0ce5b62c6ad0594b03c6f7d,
422,281,1728512,2048,1726464,26250,630,25618,25618,26249,1,1,0,99.996190476,yes,yes,yes,yes,yes,yes,yes,9e1dbf76106aa8f9945db478816bbc920b536203dd109454553dcecfab81b949,88590521469fe6e6a86b79936e614407e08fd4def56c623d650550565401c6b7,6dd96c22097ab46fb34e1e13499bb4b0c060d2ff0a460832be83b0a31b4c3257,6dd96c22097ab46fb34e1e13499bb4b0c060d2ff0a460832be83b0a31b4c3257,
431,287,1765376,2048,1763328,34643,774,33867,33867,34642,1,1,0,99.997113414,yes,yes,yes,yes,yes,yes,yes,53ca82b48932d78cdbe4d6723649a2b47034e2f5605c576f122028cb9db5b1e5,1b9d3cfd0606c6736a21d46b0d9e845710a74a30f69ddc20f0435131c7c0c066,a64706d66554e1b040672cd4212567fec0cd64200be8ebec3bde3febed730827,a64706d66554e1b040672cd4212567fec0cd64200be8ebec3bde3febed730827,
440,293,1802240,2048,1800192,9622,4532,5088,5088,9621,1,1,0,99.989607150,yes,yes,yes,yes,yes,yes,yes,35ffc1ed303a8cc69d0f2df680ec76b4f257ea65aaee20e150bb85b9e01e69f6,cc0597013f1b2d589463e4fe5b87e20618a432eb2edbcc8a5ae46d1cf093f9bb,996e699993edbad15549b685a0af0ade50f2b38ba394ad836bbc59fd49a03297,996e699993edbad15549b685a0af0ade50f2b38ba394ad836bbc59fd49a03297,
449,299,1839104,2048,1837056,40436,3067,37367,37367,40435,1,1,0,99.997526956,yes,yes,yes,yes,yes,yes,yes,8c5f67c015ac41ce1e7eb0c29545ab09196a70d91f37015fe0aa23a241cc2cb7,0904323f248e44d1c6bf85c7d287551ead9ca02a99f5cc30387fe22cce82b594,5fe8384b2e5a7d1961962d84c3c7dd0afca2b9a83e2be6b50b29185462ec7a18,5fe8384b2e5a7d1961962d84c3c7dd0afca2b9a83e2be6b50b29185462ec7a18,
458,305,1875968,2048,1873920,20717,965,19750,19750,20716,1,1,0,99.995173046,yes,yes,yes,yes,yes,yes,yes,52607084cd78407950b667916c14a4fcf872128c773b486a65d33a41a6bce95e,0e065b0c20625c93f4ee52463ccc052e57ac979ef6c4f37e800083e7fb172257,f716d585e52598ca71ef182da4bbf5123e4ea60c9d2d5ec19c7a5c71e7d7731e,f716d585e52598ca71ef182da4bbf5123e4ea60c9d2d5ec19c7a5c71e7d7731e,
467,311,1912832,2048,1910784,9804,5520,4282,4282,9803,1,1,0,99.989800082,yes,yes,yes,yes,yes,yes,yes,167b5278005253f33debd692eb853924fd82919ef0e983e1c31b80994bbdcdac,cf1fb0d62508578c1ecf5c9a611c17d0c7ea19b19c292964759aac31028f6b2e,35f5e373e11edd751ac3fc72df4bf81be4eb31e41335621303eea0a55aa1c2ed,35f5e373e11edd751ac3fc72df4bf81be4eb31e41335621303eea0a55aa1c2ed,
476,317,1949696,2048,1947648,37891,1012,36877,36877,37890,1,1,0,99.997360851,yes,yes,yes,yes,yes,yes,yes,5b9f312be9ac8f433b178f9c70b0e734956a31c584120ee98911e39dd34110f3,2954a8ee36adefa205bcace404d017406ece1ffe2ebaa650522c7472f82cf792,c5f380af294471c3ce3924b5a979702e33eaf6b28aba96a859429f97139ea675,c5f380af294471c3ce3924b5a979702e33eaf6b28aba96a859429f97139ea675,
