phase,modulus,parent_class,parent_residue,lift,q,a,c,advanced_child,y,x,xAdv,target_count,advanced_count,root_residue_hook,lift_index_hook,q_membership_hook,integral_c_hook,route_hook,window_hook,member_count_transfer_hook,all_hooks
calibration,108,8,53,1,5,1781,1187,1187,8,455936,455808,2011,1952,True,True,True,True,True,True,True,True
calibration,108,8,53,1,5,1781,1187,1187,9,911872,911616,4161,4036,True,True,True,True,True,True,True,True
calibration,108,8,53,1,5,1781,1187,1187,10,1823744,1823232,8524,8261,True,True,True,True,True,True,True,True
calibration,108,8,53,1,6,2105,1403,1403,8,538880,538752,6263,6211,True,True,True,True,True,True,True,True
calibration,108,8,53,1,6,2105,1403,1403,9,1077760,1077504,12522,12432,True,True,True,True,True,True,True,True
calibration,108,8,53,1,6,2105,1403,1403,10,2155520,2155008,25439,25280,True,True,True,True,True,True,True,True
calibration,108,8,53,1,7,2429,1619,1619,8,621824,621696,133744,133640,True,True,True,True,True,True,True,True
calibration,108,8,53,1,7,2429,1619,1619,9,1243648,1243392,268826,268635,True,True,True,True,True,True,True,True
calibration,108,8,53,1,7,2429,1619,1619,10,2487296,2486784,540195,539835,True,True,True,True,True,True,True,True
calibration,108,8,53,2,0,269,179,179,8,68864,68736,1941,1791,True,True,True,True,True,True,True,True
calibration,108,8,53,2,0,269,179,179,9,137728,137472,3763,3510,True,True,True,True,True,True,True,True
calibration,108,8,53,2,0,269,179,179,10,275456,274944,7710,7256,True,True,True,True,True,True,True,True
calibration,108,8,53,2,1,593,395,395,8,151808,151680,29787,29692,True,True,True,True,True,True,True,True
calibration,108,8,53,2,1,593,395,395,9,303616,303360,58884,58738,True,True,True,True,True,True,True,True
calibration,108,8,53,2,1,593,395,395,10,607232,606720,117309,116981,True,True,True,True,True,True,True,True
calibration,108,8,53,2,2,917,611,611,8,234752,234624,7290,7220,True,True,True,True,True,True,True,True
calibration,108,8,53,2,2,917,611,611,9,469504,469248,14890,14761,True,True,True,True,True,True,True,True
calibration,108,8,53,2,2,917,611,611,10,939008,938496,28364,28142,True,True,True,True,True,True,True,True
calibration,108,8,53,2,3,1241,827,827,8,317696,317568,2420,2358,True,True,True,True,True,True,True,True
calibration,108,8,53,2,3,1241,827,827,9,635392,635136,4458,4346,True,True,True,True,True,True,True,True
calibration,108,8,53,2,3,1241,827,827,10,1270784,1270272,8790,8518,True,True,True,True,True,True,True,True
calibration,108,8,53,2,4,1565,1043,1043,8,400640,400512,6161,6087,True,True,True,True,True,True,True,True
calibration,108,8,53,2,4,1565,1043,1043,9,801280,801024,12428,12154,True,True,True,True,True,True,True,True
calibration,108,8,53,2,4,1565,1043,1043,10,1602560,1602048,24725,24270,True,True,True,True,True,True,True,True
calibration,108,8,53,2,5,1889,1259,1259,8,483584,483456,2075,2010,True,True,True,True,True,True,True,True
calibration,108,8,53,2,5,1889,1259,1259,9,967168,966912,4126,4010,True,True,True,True,True,True,True,True
calibration,108,8,53,2,5,1889,1259,1259,10,1934336,1933824,7978,7758,True,True,True,True,True,True,True,True
calibration,108,8,53,2,6,2213,1475,1475,8,566528,566400,2214,2123,True,True,True,True,True,True,True,True
calibration,108,8,53,2,6,2213,1475,1475,9,1133056,1132800,4619,4440,True,True,True,True,True,True,True,True
calibration,108,8,53,2,6,2213,1475,1475,10,2266112,2265600,9392,9087,True,True,True,True,True,True,True,True
calibration,108,8,53,2,7,2537,1691,1691,8,649472,649344,4227,4170,True,True,True,True,True,True,True,True
calibration,108,8,53,2,7,2537,1691,1691,9,1298944,1298688,8351,8234,True,True,True,True,True,True,True,True
calibration,108,8,53,2,7,2537,1691,1691,10,2597888,2597376,16786,16559,True,True,True,True,True,True,True,True
calibration,108,8,62,0,0,62,41,41,8,15872,15744,967,580,True,True,True,True,True,True,True,True
calibration,108,8,62,0,0,62,41,41,9,31744,31488,1841,1111,True,True,True,True,True,True,True,True
calibration,108,8,62,0,0,62,41,41,10,63488,62976,3586,2138,True,True,True,True,True,True,True,True
calibration,108,8,62,0,1,386,257,257,8,98816,98688,1182,1032,True,True,True,True,True,True,True,True
calibration,108,8,62,0,1,386,257,257,9,197632,197376,2260,1996,True,True,True,True,True,True,True,True
calibration,108,8,62,0,1,386,257,257,10,395264,394752,4317,3784,True,True,True,True,True,True,True,True
calibration,108,8,62,0,2,710,473,473,8,181760,181632,591,259,True,True,True,True,True,True,True,True
calibration,108,8,62,0,2,710,473,473,9,363520,363264,1090,513,True,True,True,True,True,True,True,True
calibration,108,8,62,0,2,710,473,473,10,727040,726528,2118,979,True,True,True,True,True,True,True,True
calibration,108,8,62,0,3,1034,689,689,8,264704,264576,1522,1329,True,True,True,True,True,True,True,True
calibration,108,8,62,0,3,1034,689,689,9,529408,529152,3431,3049,True,True,True,True,True,True,True,True
calibration,108,8,62,0,3,1034,689,689,10,1058816,1058304,6785,6114,True,True,True,True,True,True,True,True
calibration,108,8,62,0,4,1358,905,905,8,347648,347520,658,483,True,True,True,True,True,True,True,True
calibration,108,8,62,0,4,1358,905,905,9,695296,695040,1384,939,True,True,True,True,True,True,True,True
calibration,108,8,62,0,4,1358,905,905,10,1390592,1390080,2697,1842,True,True,True,True,True,True,True,True
calibration,108,8,62,0,5,1682,1121,1121,8,430592,430464,1517,285,True,True,True,True,True,True,True,True
calibration,108,8,62,0,5,1682,1121,1121,9,861184,860928,3093,563,True,True,True,True,True,True,True,True
calibration,108,8,62,0,5,1682,1121,1121,10,1722368,1721856,6339,1170,True,True,True,True,True,True,True,True
calibration,108,8,62,0,6,2006,1337,1337,8,513536,513408,1266,1058,True,True,True,True,True,True,True,True
calibration,108,8,62,0,6,2006,1337,1337,9,1027072,1026816,3027,2623,True,True,True,True,True,True,True,True
calibration,108,8,62,0,6,2006,1337,1337,10,2054144,2053632,6112,5331,True,True,True,True,True,True,True,True
calibration,108,8,62,0,7,2330,1553,1553,8,596480,596352,2124,1830,True,True,True,True,True,True,True,True
calibration,108,8,62,0,7,2330,1553,1553,9,1192960,1192704,4107,3549,True,True,True,True,True,True,True,True
calibration,108,8,62,0,7,2330,1553,1553,10,2385920,2385408,7938,6769,True,True,True,True,True,True,True,True
calibration,108,8,62,1,0,170,113,113,8,43520,43392,712,618,True,True,True,True,True,True,True,True
calibration,108,8,62,1,0,170,113,113,9,87040,86784,1391,1178,True,True,True,True,True,True,True,True
calibration,108,8,62,1,0,170,113,113,10,174080,173568,2660,2285,True,True,True,True,True,True,True,True
calibration,108,8,62,1,1,494,329,329,8,126464,126336,925,837,True,True,True,True,True,True,True,True
calibration,108,8,62,1,1,494,329,329,9,252928,252672,1736,1569,True,True,True,True,True,True,True,True
calibration,108,8,62,1,1,494,329,329,10,505856,505344,3496,3046,True,True,True,True,True,True,True,True
calibration,108,8,62,1,2,818,545,545,8,209408,209280,2250,2063,True,True,True,True,True,True,True,True
calibration,108,8,62,1,2,818,545,545,9,418816,418560,4563,4248,True,True,True,True,True,True,True,True
calibration,108,8,62,1,2,818,545,545,10,837632,837120,9573,9030,True,True,True,True,True,True,True,True
calibration,108,8,62,1,3,1142,761,761,8,292352,292224,655,536,True,True,True,True,True,True,True,True
calibration,108,8,62,1,3,1142,761,761,9,584704,584448,1249,1033,True,True,True,True,True,True,True,True
calibration,108,8,62,1,3,1142,761,761,10,1169408,1168896,2225,1833,True,True,True,True,True,True,True,True
calibration,108,8,62,1,4,1466,977,977,8,375296,375168,983,900,True,True,True,True,True,True,True,True
calibration,108,8,62,1,4,1466,977,977,9,750592,750336,2026,1888,True,True,True,True,True,True,True,True
calibration,108,8,62,1,4,1466,977,977,10,1501184,1500672,3897,3649,True,True,True,True,True,True,True,True
calibration,108,8,62,1,5,1790,1193,1193,8,458240,458112,677,577,True,True,True,True,True,True,True,True
calibration,108,8,62,1,5,1790,1193,1193,9,916480,916224,1458,1271,True,True,True,True,True,True,True,True
calibration,108,8,62,1,5,1790,1193,1193,10,1832960,1832448,2990,2571,True,True,True,True,True,True,True,True
calibration,108,8,62,1,6,2114,1409,1409,8,541184,541056,701,620,True,True,True,True,True,True,True,True
calibration,108,8,62,1,6,2114,1409,1409,9,1082368,1082112,1386,1194,True,True,True,True,True,True,True,True
calibration,108,8,62,1,6,2114,1409,1409,10,2164736,2164224,3395,3028,True,True,True,True,True,True,True,True
calibration,108,8,62,1,7,2438,1625,1625,8,624128,624000,3913,3680,True,True,True,True,True,True,True,True
calibration,108,8,62,1,7,2438,1625,1625,9,1248256,1248000,7491,7064,True,True,True,True,True,True,True,True
calibration,108,8,62,1,7,2438,1625,1625,10,2496512,2496000,15115,14270,True,True,True,True,True,True,True,True
calibration,108,8,62,2,0,278,185,185,8,71168,71040,416,280,True,True,True,True,True,True,True,True
calibration,108,8,62,2,0,278,185,185,9,142336,142080,715,449,True,True,True,True,True,True,True,True
calibration,108,8,62,2,0,278,185,185,10,284672,284160,1710,1203,True,True,True,True,True,True,True,True
calibration,108,8,62,2,1,602,401,401,8,154112,153984,830,300,True,True,True,True,True,True,True,True
calibration,108,8,62,2,1,602,401,401,9,308224,307968,1577,673,True,True,True,True,True,True,True,True
calibration,108,8,62,2,1,602,401,401,10,616448,615936,3126,1236,True,True,True,True,True,True,True,True
calibration,108,8,62,2,2,926,617,617,8,237056,236928,664,395,True,True,True,True,True,True,True,True
calibration,108,8,62,2,2,926,617,617,9,474112,473856,1354,735,True,True,True,True,True,True,True,True
calibration,108,8,62,2,2,926,617,617,10,948224,947712,2936,1411,True,True,True,True,True,True,True,True
calibration,108,8,62,2,3,1250,833,833,8,320000,319872,964,842,True,True,True,True,True,True,True,True
calibration,108,8,62,2,3,1250,833,833,9,640000,639744,1804,1598,True,True,True,True,True,True,True,True
calibration,108,8,62,2,3,1250,833,833,10,1280000,1279488,3621,3214,True,True,True,True,True,True,True,True
calibration,108,8,62,2,4,1574,1049,1049,8,402944,402816,1025,897,True,True,True,True,True,True,True,True
calibration,108,8,62,2,4,1574,1049,1049,9,805888,805632,1861,1638,True,True,True,True,True,True,True,True
calibration,108,8,62,2,4,1574,1049,1049,10,1611776,1611264,3623,3136,True,True,True,True,True,True,True,True
calibration,108,8,62,2,5,1898,1265,1265,8,485888,485760,593,400,True,True,True,True,True,True,True,True
calibration,108,8,62,2,5,1898,1265,1265,9,971776,971520,1045,694,True,True,True,True,True,True,True,True
calibration,108,8,62,2,5,1898,1265,1265,10,1943552,1943040,2507,1694,True,True,True,True,True,True,True,True
calibration,108,8,62,2,6,2222,1481,1481,8,568832,568704,1597,1434,True,True,True,True,True,True,True,True
calibration,108,8,62,2,6,2222,1481,1481,9,1137664,1137408,3063,2684,True,True,True,True,True,True,True,True
calibration,108,8,62,2,6,2222,1481,1481,10,2275328,2274816,5652,4993,True,True,True,True,True,True,True,True
calibration,108,8,62,2,7,2546,1697,1697,8,651776,651648,756,610,True,True,True,True,True,True,True,True
calibration,108,8,62,2,7,2546,1697,1697,9,1303552,1303296,1504,1204,True,True,True,True,True,True,True,True
calibration,108,8,62,2,7,2546,1697,1697,10,2607104,2606592,3097,2456,True,True,True,True,True,True,True,True
calibration,108,8,71,0,0,71,47,47,8,18176,18048,2248,2118,True,True,True,True,True,True,True,True
calibration,108,8,71,0,0,71,47,47,9,36352,36096,4400,4165,True,True,True,True,True,True,True,True
calibration,108,8,71,0,0,71,47,47,10,72704,72192,8809,8358,True,True,True,True,True,True,True,True
calibration,108,8,71,0,1,395,263,263,8,101120,100992,20291,20165,True,True,True,True,True,True,True,True
calibration,108,8,71,0,1,395,263,263,9,202240,201984,39532,39336,True,True,True,True,True,True,True,True
calibration,108,8,71,0,1,395,263,263,10,404480,403968,78098,77676,True,True,True,True,True,True,True,True
calibration,108,8,71,0,2,719,479,479,8,184064,183936,39664,39587,True,True,True,True,True,True,True,True
calibration,108,8,71,0,2,719,479,479,9,368128,367872,79556,79366,True,True,True,True,True,True,True,True
calibration,108,8,71,0,2,719,479,479,10,736256,735744,157674,157272,True,True,True,True,True,True,True,True
calibration,108,8,71,0,3,1043,695,695,8,267008,266880,4013,3828,True,True,True,True,True,True,True,True
calibration,108,8,71,0,3,1043,695,695,9,534016,533760,8073,7754,True,True,True,True,True,True,True,True
calibration,108,8,71,0,3,1043,695,695,10,1068032,1067520,16264,15606,True,True,True,True,True,True,True,True
calibration,108,8,71,0,4,1367,911,911,8,349952,349824,81756,81640,True,True,True,True,True,True,True,True
calibration,108,8,71,0,4,1367,911,911,9,699904,699648,161717,161389,True,True,True,True,True,True,True,True
calibration,108,8,71,0,4,1367,911,911,10,1399808,1399296,326984,326291,True,True,True,True,True,True,True,True
calibration,108,8,71,0,5,1691,1127,1127,8,432896,432768,2672,2602,True,True,True,True,True,True,True,True
calibration,108,8,71,0,5,1691,1127,1127,9,865792,865536,5485,5361,True,True,True,True,True,True,True,True
calibration,108,8,71,0,5,1691,1127,1127,10,1731584,1731072,11071,10837,True,True,True,True,True,True,True,True
calibration,108,8,71,0,6,2015,1343,1343,8,515840,515712,3006,2908,True,True,True,True,True,True,True,True
calibration,108,8,71,0,6,2015,1343,1343,9,1031680,1031424,6148,5990,True,True,True,True,True,True,True,True
calibration,108,8,71,0,6,2015,1343,1343,10,2063360,2062848,11772,11495,True,True,True,True,True,True,True,True
calibration,108,8,71,0,7,2339,1559,1559,8,598784,598656,2163,2087,True,True,True,True,True,True,True,True
calibration,108,8,71,0,7,2339,1559,1559,9,1197568,1197312,4105,3978,True,True,True,True,True,True,True,True
calibration,108,8,71,0,7,2339,1559,1559,10,2395136,2394624,8537,8202,True,True,True,True,True,True,True,True
calibration,108,8,71,1,0,179,119,119,8,45824,45696,1222,1159,True,True,True,True,True,True,True,True
calibration,108,8,71,1,0,179,119,119,9,91648,91392,2420,2305,True,True,True,True,True,True,True,True
calibration,108,8,71,1,0,179,119,119,10,183296,182784,4526,4286,True,True,True,True,True,True,True,True
calibration,108,8,71,1,1,503,335,335,8,128768,128640,1270,1036,True,True,True,True,True,True,True,True
calibration,108,8,71,1,1,503,335,335,9,257536,257280,2329,1881,True,True,True,True,True,True,True,True
calibration,108,8,71,1,1,503,335,335,10,515072,514560,4710,3529,True,True,True,True,True,True,True,True
calibration,108,8,71,1,2,827,551,551,8,211712,211584,1439,1379,True,True,True,True,True,True,True,True
calibration,108,8,71,1,2,827,551,551,9,423424,423168,2997,2900,True,True,True,True,True,True,True,True
calibration,108,8,71,1,2,827,551,551,10,846848,846336,5854,5695,True,True,True,True,True,True,True,True
calibration,108,8,71,1,3,1151,767,767,8,294656,294528,4530,4468,True,True,True,True,True,True,True,True
calibration,108,8,71,1,3,1151,767,767,9,589312,589056,9305,9211,True,True,True,True,True,True,True,True
calibration,108,8,71,1,3,1151,767,767,10,1178624,1178112,18243,18063,True,True,True,True,True,True,True,True
calibration,108,8,71,1,4,1475,983,983,8,377600,377472,1518,1448,True,True,True,True,True,True,True,True
calibration,108,8,71,1,4,1475,983,983,9,755200,754944,2866,2748,True,True,True,True,True,True,True,True
calibration,108,8,71,1,4,1475,983,983,10,1510400,1509888,5792,5572,True,True,True,True,True,True,True,True
calibration,108,8,71,1,5,1799,1199,1199,8,460544,460416,1250,1178,True,True,True,True,True,True,True,True
calibration,108,8,71,1,5,1799,1199,1199,9,921088,920832,2390,2252,True,True,True,True,True,True,True,True
calibration,108,8,71,1,5,1799,1199,1199,10,1842176,1841664,4668,4373,True,True,True,True,True,True,True,True
calibration,108,8,71,1,6,2123,1415,1415,8,543488,543360,1210,1137,True,True,True,True,True,True,True,True
calibration,108,8,71,1,6,2123,1415,1415,9,1086976,1086720,2283,2157,True,True,True,True,True,True,True,True
calibration,108,8,71,1,6,2123,1415,1415,10,2173952,2173440,4254,4028,True,True,True,True,True,True,True,True
calibration,108,8,71,1,7,2447,1631,1631,8,626432,626304,1277,1205,True,True,True,True,True,True,True,True
calibration,108,8,71,1,7,2447,1631,1631,9,1252864,1252608,2408,2276,True,True,True,True,True,True,True,True
calibration,108,8,71,1,7,2447,1631,1631,10,2505728,2505216,4650,4416,True,True,True,True,True,True,True,True
calibration,108,8,71,2,0,287,191,191,8,73472,73344,1150,1058,True,True,True,True,True,True,True,True
calibration,108,8,71,2,0,287,191,191,9,146944,146688,2233,2055,True,True,True,True,True,True,True,True
calibration,108,8,71,2,0,287,191,191,10,293888,293376,4833,4470,True,True,True,True,True,True,True,True
calibration,108,8,71,2,1,611,407,407,8,156416,156288,4695,4413,True,True,True,True,True,True,True,True
calibration,108,8,71,2,1,611,407,407,9,312832,312576,9979,9447,True,True,True,True,True,True,True,True
calibration,108,8,71,2,1,611,407,407,10,625664,625152,19131,17957,True,True,True,True,True,True,True,True
calibration,108,8,71,2,2,935,623,623,8,239360,239232,2666,2386,True,True,True,True,True,True,True,True
calibration,108,8,71,2,2,935,623,623,9,478720,478464,5546,5049,True,True,True,True,True,True,True,True
calibration,108,8,71,2,2,935,623,623,10,957440,956928,10905,9786,True,True,True,True,True,True,True,True
calibration,108,8,71,2,3,1259,839,839,8,322304,322176,1247,923,True,True,True,True,True,True,True,True
calibration,108,8,71,2,3,1259,839,839,9,644608,644352,2651,1756,True,True,True,True,True,True,True,True
calibration,108,8,71,2,3,1259,839,839,10,1289216,1288704,5301,3425,True,True,True,True,True,True,True,True
calibration,108,8,71,2,4,1583,1055,1055,8,405248,405120,2125,2015,True,True,True,True,True,True,True,True
calibration,108,8,71,2,4,1583,1055,1055,9,810496,810240,3984,3780,True,True,True,True,True,True,True,True
calibration,108,8,71,2,4,1583,1055,1055,10,1620992,1620480,7806,7448,True,True,True,True,True,True,True,True
calibration,108,8,71,2,5,1907,1271,1271,8,488192,488064,3971,3797,True,True,True,True,True,True,True,True
calibration,108,8,71,2,5,1907,1271,1271,9,976384,976128,8314,7996,True,True,True,True,True,True,True,True
calibration,108,8,71,2,5,1907,1271,1271,10,1952768,1952256,16802,16208,True,True,True,True,True,True,True,True
calibration,108,8,71,2,6,2231,1487,1487,8,571136,571008,3109,3017,True,True,True,True,True,True,True,True
calibration,108,8,71,2,6,2231,1487,1487,9,1142272,1142016,5897,5739,True,True,True,True,True,True,True,True
calibration,108,8,71,2,6,2231,1487,1487,10,2284544,2284032,11270,10992,True,True,True,True,True,True,True,True
calibration,108,8,71,2,7,2555,1703,1703,8,654080,653952,2160,2067,True,True,True,True,True,True,True,True
calibration,108,8,71,2,7,2555,1703,1703,9,1308160,1307904,4233,4077,True,True,True,True,True,True,True,True
calibration,108,8,71,2,7,2555,1703,1703,10,2616320,2615808,8373,8110,True,True,True,True,True,True,True,True
calibration,108,8,80,0,0,80,53,53,8,20480,20352,6041,5934,True,True,True,True,True,True,True,True
calibration,108,8,80,0,0,80,53,53,9,40960,40704,11829,11604,True,True,True,True,True,True,True,True
calibration,108,8,80,0,0,80,53,53,10,81920,81408,23331,22894,True,True,True,True,True,True,True,True
calibration,108,8,80,0,1,404,269,269,8,103424,103296,2953,2901,True,True,True,True,True,True,True,True
calibration,108,8,80,0,1,404,269,269,9,206848,206592,5530,5432,True,True,True,True,True,True,True,True
calibration,108,8,80,0,1,404,269,269,10,413696,413184,11386,11214,True,True,True,True,True,True,True,True
calibration,108,8,80,0,2,728,485,485,8,186368,186240,8391,8323,True,True,True,True,True,True,True,True
calibration,108,8,80,0,2,728,485,485,9,372736,372480,17205,17052,True,True,True,True,True,True,True,True
calibration,108,8,80,0,2,728,485,485,10,745472,744960,33974,33711,True,True,True,True,True,True,True,True
calibration,108,8,80,0,3,1052,701,701,8,269312,269184,1678,1605,True,True,True,True,True,True,True,True
calibration,108,8,80,0,3,1052,701,701,9,538624,538368,3348,3202,True,True,True,True,True,True,True,True
calibration,108,8,80,0,3,1052,701,701,10,1077248,1076736,6756,6415,True,True,True,True,True,True,True,True
calibration,108,8,80,0,4,1376,917,917,8,352256,352128,11212,11160,True,True,True,True,True,True,True,True
calibration,108,8,80,0,4,1376,917,917,9,704512,704256,21528,21435,True,True,True,True,True,True,True,True
calibration,108,8,80,0,4,1376,917,917,10,1409024,1408512,42667,42504,True,True,True,True,True,True,True,True
calibration,108,8,80,0,5,1700,1133,1133,8,435200,435072,4370,4297,True,True,True,True,True,True,True,True
calibration,108,8,80,0,5,1700,1133,1133,9,870400,870144,8467,8316,True,True,True,True,True,True,True,True
calibration,108,8,80,0,5,1700,1133,1133,10,1740800,1740288,17072,16805,True,True,True,True,True,True,True,True
calibration,108,8,80,0,6,2024,1349,1349,8,518144,518016,1561,1480,True,True,True,True,True,True,True,True
calibration,108,8,80,0,6,2024,1349,1349,9,1036288,1036032,2881,2709,True,True,True,True,True,True,True,True
calibration,108,8,80,0,6,2024,1349,1349,10,2072576,2072064,5738,5400,True,True,True,True,True,True,True,True
calibration,108,8,80,0,7,2348,1565,1565,8,601088,600960,9457,9405,True,True,True,True,True,True,True,True
calibration,108,8,80,0,7,2348,1565,1565,9,1202176,1201920,18815,18679,True,True,True,True,True,True,True,True
calibration,108,8,80,0,7,2348,1565,1565,10,2404352,2403840,37570,37319,True,True,True,True,True,True,True,True
calibration,108,8,80,1,0,188,125,125,8,48128,48000,2822,2757,True,True,True,True,True,True,True,True
calibration,108,8,80,1,0,188,125,125,9,96256,96000,5206,5096,True,True,True,True,True,True,True,True
calibration,108,8,80,1,0,188,125,125,10,192512,192000,10082,9870,True,True,True,True,True,True,True,True
calibration,108,8,80,1,1,512,341,341,8,131072,130944,3016,2941,True,True,True,True,True,True,True,True
calibration,108,8,80,1,1,512,341,341,9,262144,261888,6048,5914,True,True,True,True,True,True,True,True
calibration,108,8,80,1,1,512,341,341,10,524288,523776,12132,11901,True,True,True,True,True,True,True,True
calibration,108,8,80,1,2,836,557,557,8,214016,213888,3193,3133,True,True,True,True,True,True,True,True
calibration,108,8,80,1,2,836,557,557,9,428032,427776,6574,6460,True,True,True,True,True,True,True,True
calibration,108,8,80,1,2,836,557,557,10,856064,855552,13646,13352,True,True,True,True,True,True,True,True
calibration,108,8,80,1,3,1160,773,773,8,296960,296832,3166,3030,True,True,True,True,True,True,True,True
calibration,108,8,80,1,3,1160,773,773,9,593920,593664,6595,6211,True,True,True,True,True,True,True,True
calibration,108,8,80,1,3,1160,773,773,10,1187840,1187328,13043,12348,True,True,True,True,True,True,True,True
calibration,108,8,80,1,4,1484,989,989,8,379904,379776,2925,2651,True,True,True,True,True,True,True,True
calibration,108,8,80,1,4,1484,989,989,9,759808,759552,6318,5716,True,True,True,True,True,True,True,True
calibration,108,8,80,1,4,1484,989,989,10,1519616,1519104,12242,11159,True,True,True,True,True,True,True,True
calibration,108,8,80,1,5,1808,1205,1205,8,462848,462720,3508,3451,True,True,True,True,True,True,True,True
calibration,108,8,80,1,5,1808,1205,1205,9,925696,925440,7259,7163,True,True,True,True,True,True,True,True
calibration,108,8,80,1,5,1808,1205,1205,10,1851392,1850880,13794,13635,True,True,True,True,True,True,True,True
calibration,108,8,80,1,6,2132,1421,1421,8,545792,545664,5214,5125,True,True,True,True,True,True,True,True
calibration,108,8,80,1,6,2132,1421,1421,9,1091584,1091328,10293,10122,True,True,True,True,True,True,True,True
calibration,108,8,80,1,6,2132,1421,1421,10,2183168,2182656,20665,20347,True,True,True,True,True,True,True,True
calibration,108,8,80,1,7,2456,1637,1637,8,628736,628608,2539,2397,True,True,True,True,True,True,True,True
calibration,108,8,80,1,7,2456,1637,1637,9,1257472,1257216,4863,4572,True,True,True,True,True,True,True,True
calibration,108,8,80,1,7,2456,1637,1637,10,2514944,2514432,9439,8879,True,True,True,True,True,True,True,True
calibration,108,8,80,2,0,296,197,197,8,75776,75648,1374,1287,True,True,True,True,True,True,True,True
calibration,108,8,80,2,0,296,197,197,9,151552,151296,3342,3181,True,True,True,True,True,True,True,True
calibration,108,8,80,2,0,296,197,197,10,303104,302592,6837,6407,True,True,True,True,True,True,True,True
calibration,108,8,80,2,1,620,413,413,8,158720,158592,928,866,True,True,True,True,True,True,True,True
calibration,108,8,80,2,1,620,413,413,9,317440,317184,1849,1635,True,True,True,True,True,True,True,True
calibration,108,8,80,2,1,620,413,413,10,634880,634368,3779,3370,True,True,True,True,True,True,True,True
calibration,108,8,80,2,2,944,629,629,8,241664,241536,2014,1859,True,True,True,True,True,True,True,True
calibration,108,8,80,2,2,944,629,629,9,483328,483072,4123,3693,True,True,True,True,True,True,True,True
calibration,108,8,80,2,2,944,629,629,10,966656,966144,7863,6995,True,True,True,True,True,True,True,True
calibration,108,8,80,2,3,1268,845,845,8,324608,324480,1161,951,True,True,True,True,True,True,True,True
calibration,108,8,80,2,3,1268,845,845,9,649216,648960,2359,1918,True,True,True,True,True,True,True,True
calibration,108,8,80,2,3,1268,845,845,10,1298432,1297920,4803,3980,True,True,True,True,True,True,True,True
calibration,108,8,80,2,4,1592,1061,1061,8,407552,407424,1327,1266,True,True,True,True,True,True,True,True
calibration,108,8,80,2,4,1592,1061,1061,9,815104,814848,2530,2434,True,True,True,True,True,True,True,True
calibration,108,8,80,2,4,1592,1061,1061,10,1630208,1629696,4792,4604,True,True,True,True,True,True,True,True
calibration,108,8,80,2,5,1916,1277,1277,8,490496,490368,985,899,True,True,True,True,True,True,True,True
calibration,108,8,80,2,5,1916,1277,1277,9,980992,980736,1938,1755,True,True,True,True,True,True,True,True
calibration,108,8,80,2,5,1916,1277,1277,10,1961984,1961472,3757,3428,True,True,True,True,True,True,True,True
calibration,108,8,80,2,6,2240,1493,1493,8,573440,573312,777,713,True,True,True,True,True,True,True,True
calibration,108,8,80,2,6,2240,1493,1493,9,1146880,1146624,1556,1451,True,True,True,True,True,True,True,True
calibration,108,8,80,2,6,2240,1493,1493,10,2293760,2293248,3305,3112,True,True,True,True,True,True,True,True
calibration,108,8,80,2,7,2564,1709,1709,8,656384,656256,2629,2566,True,True,True,True,True,True,True,True
calibration,108,8,80,2,7,2564,1709,1709,9,1312768,1312512,4805,4697,True,True,True,True,True,True,True,True
calibration,108,8,80,2,7,2564,1709,1709,10,2625536,2625024,9960,9779,True,True,True,True,True,True,True,True
calibration,108,8,89,0,0,89,59,59,8,22784,22656,910,785,True,True,True,True,True,True,True,True
calibration,108,8,89,0,0,89,59,59,9,45568,45312,1908,1671,True,True,True,True,True,True,True,True
calibration,108,8,89,0,0,89,59,59,10,91136,90624,4371,3154,True,True,True,True,True,True,True,True
calibration,108,8,89,0,1,413,275,275,8,105728,105600,618,530,True,True,True,True,True,True,True,True
calibration,108,8,89,0,1,413,275,275,9,211456,211200,1153,976,True,True,True,True,True,True,True,True
calibration,108,8,89,0,1,413,275,275,10,422912,422400,2195,1866,True,True,True,True,True,True,True,True
calibration,108,8,89,0,2,737,491,491,8,188672,188544,794,699,True,True,True,True,True,True,True,True
calibration,108,8,89,0,2,737,491,491,9,377344,377088,1433,1257,True,True,True,True,True,True,True,True
calibration,108,8,89,0,2,737,491,491,10,754688,754176,2726,2393,True,True,True,True,True,True,True,True
calibration,108,8,89,0,3,1061,707,707,8,271616,271488,864,746,True,True,True,True,True,True,True,True
calibration,108,8,89,0,3,1061,707,707,9,543232,542976,1611,1411,True,True,True,True,True,True,True,True
calibration,108,8,89,0,3,1061,707,707,10,1086464,1085952,3113,2571,True,True,True,True,True,True,True,True
calibration,108,8,89,0,4,1385,923,923,8,354560,354432,598,507,True,True,True,True,True,True,True,True
calibration,108,8,89,0,4,1385,923,923,9,709120,708864,1187,990,True,True,True,True,True,True,True,True
calibration,108,8,89,0,4,1385,923,923,10,1418240,1417728,2273,1947,True,True,True,True,True,True,True,True
calibration,108,8,89,0,5,1709,1139,1139,8,437504,437376,1789,1625,True,True,True,True,True,True,True,True
calibration,108,8,89,0,5,1709,1139,1139,9,875008,874752,3307,3026,True,True,True,True,True,True,True,True
calibration,108,8,89,0,5,1709,1139,1139,10,1750016,1749504,6435,5946,True,True,True,True,True,True,True,True
