a,c,x,qAdv,xAdv,target_count,retarded_count,advanced_full_count,advanced_window_count,e5_numerator,e5_gap,deterministic_atom_gap,advanced_window_gap,closure_percent,partition_ok,pairwise_disjoint_ok,advanced_subset_ok,gap_identity_ok,route_hooks_ok,window_hooks_ok,all_hooks_ok,target_sha256,retarded_sha256,advanced_full_sha256,advanced_window_sha256,advanced_boundary_examples
179,119,366592,1024,365568,9384,419,8963,8948,9368,16,1,15,99.829497016,yes,yes,yes,yes,yes,yes,yes,d33c4867139a27a7163a0565c7765e45c4dba54e8394d5685f5b1e2a07c5d6d7,76aa6ae36e379aafd92952644508bc59d4f16483f90293a25436d70aeecfe280,7e3ad10e72e1790aed2099cb244e344e887524abcb5a193b9e8f3668553c1676,053ff58e0470eb4dd83ab498aba2464890eca1929357751cd9313f906ef7466e,162915 244357 244369 244373 325830 366536 366538 366540 366552 366554 366556 366560
188,125,385024,1024,384000,20481,420,20059,20059,20480,1,1,0,99.995117426,yes,yes,yes,yes,yes,yes,yes,aebb8b81fdd8a31dfae1848932a30c4da32f70e695646380231222306a364cab,6852488fb4ad3c38658ead4949901d11dce1d23b6b21ead1af2f9c034fe10b99,afab26f43fc6259b5e314f4a1e838895c9e0d9c44ac30e21500597510b95ae6a,afab26f43fc6259b5e314f4a1e838895c9e0d9c44ac30e21500597510b95ae6a,
197,131,403456,1024,402432,8513,2887,5624,5624,8512,1,1,0,99.988253260,yes,yes,yes,yes,yes,yes,yes,a3ec946deaf56dafe59725ffae374f22ac84688bb7486af65de6d7f7a698c7ff,e491b7d43c366e1d6e8e5282806084a9d84bd00a49cba9d9a190a40f25d7f870,3610f89e8b2b4a00338aae0bf48546eaea125247b754ca39655a23fdfa5585c0,3610f89e8b2b4a00338aae0bf48546eaea125247b754ca39655a23fdfa5585c0,
206,137,421888,1024,420864,75822,1213,74607,74279,75493,329,1,328,99.566088998,yes,yes,yes,yes,yes,yes,yes,d29817fa3a5721cdc625fa9dd353965005bf49e7cf8bd30f6594571920cc33f7,3bc65a0638e7ae52e193205d84e3fb0e043c34ef5fc8a5483e4c3cc8d522c982,78dc85fca2d8cb06ef54f7fbb7b4cd84969867da85c02b5ae4e60a32e578ce77,d34a24cd4d4d10715348b0d30bd7243a39e8b8d093f5a27ebe78158e81b4e9e4,55519 73959 74025 83215 83279 110939 110953 111015 111038 111067 124791 124807
215,143,440320,1024,439296,19490,779,18709,18679,19459,31,1,30,99.840944074,yes,yes,yes,yes,yes,yes,yes,a07b7ddbe10231837b0c0656e99149549fd7f33d92cb3a823e845f38116a8ece,6032d5053a386e5075803101d6d44a86d57348d39157186c9b9f575071ce35cd,48069d76fdb5e296bc76dfae6822847d89eee0cca4da3e4e5b08e5c2bee7b096,b2230a3edc8d440edea98b0720a46011edbff1f2fdabd724be03c5dec6b425a1,195459 293189 293197 293229 293253 293265 293281 293349 390918 439776 439784 439786
224,149,458752,1024,457728,4759,1397,3360,3360,4758,1,1,0,99.978987182,yes,yes,yes,yes,yes,yes,yes,5a547eb2b13da2a6de579e78cbd8bb918f624dfd054b5335eb34efa557cdc4ca,38bca89a7f88fcedb60e5e8ccae8fb1251e9aac94b18ef2a2585387a6eb8967b,5ea0171be1f6f3e7e44905b91fd088cb7bcae48bf35af6fb4325d653340f095c,5ea0171be1f6f3e7e44905b91fd088cb7bcae48bf35af6fb4325d653340f095c,
233,155,477184,1024,476160,88128,433,87693,87534,87968,160,1,159,99.818445897,yes,yes,yes,yes,yes,yes,yes,873349f0309114266973d11e030f03a79f85ec431204efb31e3fbc14b3a6bd4a,d6ed37ad9b6868acc5a4f90fb8dcdc647c484e2b72f0aa5eef095b9580e7a30c,360140ae3ad52591f9c43d43554fd94ee33fb051381ebb33912740b8b606f6bf,f91131f7ab0923ef7875bc2d016c6764206f27b324c7fa07871a262f1a4b4e3c,62751 94127 94159 99195 111595 125502 125545 141191 141207 141239 148793 167393
242,161,495616,1024,494592,59575,469,59104,58876,59346,229,1,228,99.615610575,yes,yes,yes,yes,yes,yes,yes,71d40acc844b647fbcaaa0f660a1c59e1df8e517c7f0dbe4cd34301072b1548f,ce6825de3b52846403eade3462bfe05e10547f6e2f11000f325c721ba3c25749,9d542b0670415b496649e92974bac1c72bb13c4eb33f50e232c16751cf8d5925,6b9eb4d41996559fbc75af1fb53879315e151b9abcf8c9b796498596c7e9d9bd,65247 97871 130471 130494 146583 146631 146743 146775 146807 173961 195643 195657
251,167,514048,1024,513024,102638,989,101647,101455,102445,193,1,192,99.811960482,yes,yes,yes,yes,yes,yes,yes,119d6cd02b6688d26e557b1b86fcdc7d0913f0f0aaa16b70c0b0821b1f6dbbb3,3cf9837671026027a8c3a23605e115744fa2cc4b22bbe59b6f9f40d5ca6d29ee,25f1be2f50621468ab68e07bea8bd4e4926da70895dfc55dc789da8df00cec3f,fbf06de4dc16fb81bb839a2ec815a338c8983dac5289df3f56b8327ada906b75,135207 152199 152215 202683 202811 202939 202953 228019 228115 228163 228195 228211
260,173,532480,1024,531456,21609,491,21116,21116,21608,1,1,0,99.995372299,yes,yes,yes,yes,yes,yes,yes,22c827f22f8fa27013d167f11d923abd7ba343f8d8a858e5a8016aba2cbd2035,0455f5a9edd1586287a7d3aa422aef2c55c7d5bd94e1efe1fa9124283b2538ac,677e5a1def3b32d3f8cd8a63d2e4952d6c64cc543afd69ca65be38a74a99a3bd,677e5a1def3b32d3f8cd8a63d2e4952d6c64cc543afd69ca65be38a74a99a3bd,
269,179,550912,1024,549888,14491,790,13699,13691,14482,9,1,8,99.937892485,yes,yes,yes,yes,yes,yes,yes,2aa0e7e9c1976d949449ef7e263287ae9799180b206f251c0f2ff958139d9bd2,e8abd815fa01f02cb2aad159ad1646f7a194cff3c876f29aa79e8dfceea0f9f7,82a25d526ad1adb4caf624f93393645048f95bc4ed3a7a03fe2d4d573baa4f8f,d0b3ffea22b8e99c77c3e26ec0d676bd23eafdc6968f87624a9ad5456539107f,366885 550002 550320 550324 550328 550330 550380 550386
278,185,569344,1024,568320,3832,899,2931,2931,3831,1,1,0,99.973903967,yes,yes,yes,yes,yes,yes,yes,4dd23d890a1b0d65fedbd182711772ea3533c4448dba561a618dfef82498148c,76932bc12fe713ac126ae6c19c9f7428f498abbbd4d6f8f30c4cd0f7e2f3eb55,0d9bd9abc8586dff263eb4a5390fff52f7e83a0de4d4581c43608e4a6b33e79c,0d9bd9abc8586dff263eb4a5390fff52f7e83a0de4d4581c43608e4a6b33e79c,
287,191,587776,1024,586752,9039,660,8377,8377,9038,1,1,0,99.988936829,yes,yes,yes,yes,yes,yes,yes,aec51438b05ae2efe58562434182c14ed48704ad94f9a369d57e37e5172fb86d,5f7091fbaef4e0c5b4eff60c6e8833c63e3af093afc7ee9727746f228d655724,dcaf4f4c657991e0357675032a243638d085964342444b47acd5b317b5a9aeec,dcaf4f4c657991e0357675032a243638d085964342444b47acd5b317b5a9aeec,
296,197,606208,1024,605184,13431,887,12542,12542,13430,1,1,0,99.992554538,yes,yes,yes,yes,yes,yes,yes,787ebc20ffab7f778631dc9432d7a088e14f8299f49f2f04362f1dacfb47ea37,2f890f421defcc0f7a39a4fb4a7c7777bfb3c8df0b4582cae96092bca877b66c,a6bd040ef3a9d038a74b068b42860e4ed4b011957e6775a650d84104bd0dfda6,a6bd040ef3a9d038a74b068b42860e4ed4b011957e6775a650d84104bd0dfda6,
305,203,624640,1024,623616,5752,1295,4455,4455,5751,1,1,0,99.982614743,yes,yes,yes,yes,yes,yes,yes,5b98b26a521228c1c3d1a00d8a0c3e54a2606330551741dbad10bb04e3c54c22,f8addbdeee7afaffcd7a9d6e2375c9325046ca302340d6533c24f942e436eb62,de71091964ddc9be71d60f3989260c972fcc41dde1a93655b4f350906dc58ed1,de71091964ddc9be71d60f3989260c972fcc41dde1a93655b4f350906dc58ed1,
314,209,643072,1024,642048,23880,9333,14545,14545,23879,1,1,0,99.995812395,yes,yes,yes,yes,yes,yes,yes,4ced158691c0616f5177ed53f150d07c70762b998e0c05762caf3c7ab8899db1,03ace164334a0a3310c5446c3826ffce7b197e56cc49a486eb33e0eb6cd1a80b,ccb6bda7fe8844822b8988b1a5ec78779d5570d06383b6436ea5cadd888c106b,ccb6bda7fe8844822b8988b1a5ec78779d5570d06383b6436ea5cadd888c106b,
323,215,661504,1024,660480,29781,655,29124,29118,29774,7,1,6,99.976495081,yes,yes,yes,yes,yes,yes,yes,e6d4f1f5c4dfb1b59d78ce7583860927759930ba58083adcebd1c63e35d00650,0a011e70811c236c75693cb9b21cbdb8a59c9393a1e830f5e0069b24bc8c7435,6631a6bb0304e0c5ed592bb39b7b1b4da27c2b1d450680d3bdd2e5ee78e9fab5,b0caa99fd4f5aa94e4bb01e6c8b1f658e5942dc3bc5762ec03c409e8ee76e500,440449 440749 440769 660674 661124 661154
332,221,679936,1024,678912,5496,738,4756,4756,5495,1,1,0,99.981804949,yes,yes,yes,yes,yes,yes,yes,a477b07c059af94f06aa75408f3373e9d61242f1b93e63b056e461bf62b2dd92,8a903d6c347835da2155a2051776b5085957dceeaa39568473719e35682176cb,532e89c91f2835ded3aaf24dd9c9db2f93b21cbd5765493e943d540a944800f4,532e89c91f2835ded3aaf24dd9c9db2f93b21cbd5765493e943d540a944800f4,
341,227,698368,1024,697344,16041,546,15493,15493,16040,1,1,0,99.993765975,yes,yes,yes,yes,yes,yes,yes,28376bda47767a16381093512f2c6a9f3a6d6dffb49152f75c3b56165a5e3d56,dcd2ed33549d1faf2994040ff9a4dc7644edee0876c6962470d4bda8e7337433,8a5bc2acbcda404d306ce1c3c9f23ee6112144607346b5db6660b38b8532cff0,8a5bc2acbcda404d306ce1c3c9f23ee6112144607346b5db6660b38b8532cff0,
350,233,716800,1024,715776,133114,380,132732,132536,132917,197,1,196,99.852006551,yes,yes,yes,yes,yes,yes,yes,0d4118cd75e081962cdc74e7ab8b64773d6f4a3ac5d44bf55955e8ffd14262fc,d9732ddd65bac879d20eda87d6cb7b0db68c0a6926bd59042eb430a260a75251,28bc5eda1fe1d0d8e28f163cf13f364fdb6662a72bf3c2c0606f30aa84de0a05,cca4227641fa5d5f5c5b140501772930b639fd758305d1c1ea76dba2bc8e767d,61999 82665 87087 92999 111727 111783 117703 123998 130631 139499 148969 156937
359,239,735232,1024,734208,11178,1309,9867,9867,11177,1,1,0,99.991053856,yes,yes,yes,yes,yes,yes,yes,69d18d7c9b5f7e4f010e0fb90c1407b39051a5b8d61b3ea9166c60bfde7c53c9,b977ca1c9e79d5fdd7aeee457821f7da93fcf173f300c09e41ac6960067988e5,1972ad4defce5dc28e1cef4de9ca2ff763f5f1d373c552c7c0a4b0c7fb2a0492,1972ad4defce5dc28e1cef4de9ca2ff763f5f1d373c552c7c0a4b0c7fb2a0492,
368,245,753664,1024,752640,10433,777,9654,9654,10432,1,1,0,99.990415029,yes,yes,yes,yes,yes,yes,yes,c0a38272795a66bce5a40369232ea966c7fa8dd1304f0a4aa45bb2cb4ca6aed3,1d3bba48ec8399fc0d7b8355ef736bbdf49411eb67df6507c1603dd2cf40de34,82bcf8fb49b011ee15257914c229f2b2a5dd83263d5c3d26b952e45e30ee88b7,82bcf8fb49b011ee15257914c229f2b2a5dd83263d5c3d26b952e45e30ee88b7,
377,251,772096,1024,771072,154736,509,154225,154028,154538,198,1,197,99.872040120,yes,yes,yes,yes,yes,yes,yes,c4d2c5a1a0d6c70af1e0c1dc9bd85bb40f32b5ee65f88b8e95f794a416426d10,e2c483f10ced50ce8a3f085fdb35735504b5c6dd8020ded75231125c4364f294,6435e11d40c6f5dfa29fc7887c62ac335fed3e1cca0423f1ba62490167530ea9,3808c70a71266aa816d0a764feeda4c06b2c0a408e6dd04e1c64cc15d5d2543b,101599 135399 135465 152367 152399 160551 203099 203198 203227 228487 228551 228599
386,257,790528,1024,789504,8767,1042,7723,7723,8766,1,1,0,99.988593590,yes,yes,yes,yes,yes,yes,yes,ad4807473f960ebac2f45e546c5bfae7bc842fe117181791db2c195b90405ea3,154bdb49d02dd092c74cc3c856597d490cf1ae848006ce6a49253bb23d68774d,3d975b2a38c902403c1b25e22ec9d90dd685109eccb094a363a6f4cee0bedec3,3d975b2a38c902403c1b25e22ec9d90dd685109eccb094a363a6f4cee0bedec3,
395,263,808960,1024,807936,155720,564,155154,154979,155544,176,1,175,99.886976625,yes,yes,yes,yes,yes,yes,yes,62d6a7569b4f51fd3fe46e7829a9417055fc4ad46e5efd6349e4dcbabb71a269,4693ead5e7ffdaa5b36a02ae282a23a38fdbf46a817c22acff6cb1ab0783769b,9800f979bcaa93742e1b3eb655cd89ee01575282d2f0b456768062e42592bdb1,3b735989a2313fba88440dfde1bb3b7a83d5bea9b1d201642b4c498894b30f2b,159631 159759 212841 239447 239559 239623 239639 319262 319291 319497 319518 359139
404,269,827392,1024,826368,22282,332,21948,21944,22277,5,1,4,99.977560363,yes,yes,yes,yes,yes,yes,yes,fc7fbee1fb6db7d84ffc1f94ea8b5e199bdc54ee7d2f236fbec9f1cd8c331ea0,95ec049f5d23b4022d55a444417fd4d6b3d7be9284962d2ee30a2c4e46fdfc63,1056ee60aa8543cebfe7986be98b000b2d1c940ee437c0d54a43b0fee540cf30,5522468d7fb09299c827e47a190e5af93aca08cb0d2588c821655ff070db0b72,551485 827224 827226 827228
413,275,845824,1024,844800,4441,659,3780,3780,4440,1,1,0,99.977482549,yes,yes,yes,yes,yes,yes,yes,218f5f4a5740fa3e3795bea70b546e9e25c34f6db802f9bf90ebb47fba41f4db,322480b0759b0083d79fb839ed8edc22693e0b0b0dbc76033e7945f107e0b7f5,c1d388a12be4a40419bf9762fc91d67ee081afbef4e4ff57f20560ba199ec99b,c1d388a12be4a40419bf9762fc91d67ee081afbef4e4ff57f20560ba199ec99b,
422,281,864256,1024,863232,13654,350,13302,13302,13653,1,1,0,99.992676139,yes,yes,yes,yes,yes,yes,yes,df6055a0027f42c2f13a8c5683216511a2cf9f0feff1775fc02d3f7c4d906ad0,e9dfe3dff8b5b442d641146c6b6e96b7c05e5f806957ccc9c526c77fec410308,1f891b3c4b0de002cd64e865e66f6a96cc4bcca6bc9baadf175224b169e7576d,1f891b3c4b0de002cd64e865e66f6a96cc4bcca6bc9baadf175224b169e7576d,
431,287,882688,1024,881664,17791,421,17368,17368,17790,1,1,0,99.994379180,yes,yes,yes,yes,yes,yes,yes,779c7cafcc33b0f38893733a625c89bfdd5b1820408431030beee5875b5fead7,3780c0a620d5db12c5256c46e524df7db6558459985e5bec9012c7402ab554f9,e52965784a7e466eecba1c7c752fc06de4cd74b8b0990fe01aaa96874428cc89,e52965784a7e466eecba1c7c752fc06de4cd74b8b0990fe01aaa96874428cc89,
440,293,901120,1024,900096,4876,2364,2510,2510,4875,1,1,0,99.979491386,yes,yes,yes,yes,yes,yes,yes,9e6357d63e04dcbaa9a681774633a1d2007d34032d6ee295a5aa451060404df1,26722ae7970e03d243804bbfed0659c6d55b2169a89b558ba96774775f4ad1c3,711073ceadf5c59f575b282f010b2f0cf23e7af2f8e718f1f54c36c21a943b86,711073ceadf5c59f575b282f010b2f0cf23e7af2f8e718f1f54c36c21a943b86,
449,299,919552,1024,918528,20064,1461,18601,18601,20063,1,1,0,99.995015949,yes,yes,yes,yes,yes,yes,yes,5c7bca0a47e84187e8008925b4f64c9b70eb1bcf2e771481ea77c82bd5ff294d,978d997b41b199b822badf8214155b4d46da0d3f5b6db6a8a8dfbd6b7e82b28d,f70482ac37efe7c5e4c161e782b50b379a724ccd8b69e5e3981b997ebcc2e43a,f70482ac37efe7c5e4c161e782b50b379a724ccd8b69e5e3981b997ebcc2e43a,
458,305,937984,1024,936960,9616,461,9153,9153,9615,1,1,0,99.989600666,yes,yes,yes,yes,yes,yes,yes,f8447277b31f6ce668171a1252fc41ce15c9ad11dce7b5d1165365dbd768d4a8,667dc9884abf160cd9234b7036e8dce78edc1f6fef832ae41a1fef66b2392c64,bb2987b434102e80dc39e2d1f0e5a0e6c4415aa6b87633fdf1889e6368013bb0,bb2987b434102e80dc39e2d1f0e5a0e6c4415aa6b87633fdf1889e6368013bb0,
467,311,956416,1024,955392,5089,2900,2187,2187,5088,1,1,0,99.980349774,yes,yes,yes,yes,yes,yes,yes,2395e9dc7d5b090960f75b1edb7abdd57fa7803dcffeb583270de1653ee8a539,6b286476ecb7b60f6187b981e88108a48538c325acb3ef82ad23198f95c2a1b4,0b490c829df4f5aa94f67c737a5dc2d32f4b3c66984b852c7df6577d9dd5afb5,0b490c829df4f5aa94f67c737a5dc2d32f4b3c66984b852c7df6577d9dd5afb5,
476,317,974848,1024,973824,19225,474,18749,18749,19224,1,1,0,99.994798440,yes,yes,yes,yes,yes,yes,yes,dcf518c509066221828933154973deaf5e8198fb6e2e44458b968749ab6d30d7,82592fea22f26fb5bf13e573b6d4374292b1ab7b2bd017425dc3024a7ecd31ff,1dc1750f90898b5560739d8f55662698036ccd2351d75eaef0c9b8d4fd576d68,1dc1750f90898b5560739d8f55662698036ccd2351d75eaef0c9b8d4fd576d68,
485,323,993280,1024,992256,45213,551,44660,44660,45212,1,1,0,99.997788247,yes,yes,yes,yes,yes,yes,yes,a82a55c89551b98f074c990647ebf2e5868cbcdeb0243ecd93559756f818206c,db3ed0e16baa851dda7e188c0633a21969ad58b03f31269aa13718648986ad6b,affe1e744ea9402cff7ee9e2e597b1968fe086dea9713e6c55d98b1ca8e7150d,affe1e744ea9402cff7ee9e2e597b1968fe086dea9713e6c55d98b1ca8e7150d,
