a,c,x,qAdv,xAdv,target_count,retarded_count,advanced_full_count,advanced_window_count,e5_numerator,e5_gap,deterministic_atom_gap,advanced_window_gap,closure_percent,partition_ok,pairwise_disjoint_ok,advanced_subset_ok,gap_identity_ok,route_hooks_ok,window_hooks_ok,all_hooks_ok,target_sha256,retarded_sha256,advanced_full_sha256,advanced_window_sha256,advanced_boundary_examples
125,83,128000,512,127488,6694,1919,4773,4773,6693,1,1,0,99.985061249,yes,yes,yes,yes,yes,yes,yes,9e609ae3461dcf4d2431f46ef5bc03014eaa64f1be9cc79f0b8ad6eed1669450,7849b556693f644d2c76d125c6243b6f940f5d4d874d6512389ef69f84c49b07,afeb4f7db35d75e1621be8351a15f8087f7d16eaccc2ae0dfbb6c3bf5470a815,afeb4f7db35d75e1621be8351a15f8087f7d16eaccc2ae0dfbb6c3bf5470a815,
134,89,137216,512,136704,7989,190,7797,7790,7981,8,1,7,99.899862311,yes,yes,yes,yes,yes,yes,yes,51b79823825f58c990ae84074b979a4a585f30250b234fb721de8c3b1013fcd0,731fb6ec0a5616bfe57eb4322a755661923d93cc05f213689efd4cefd40bdaeb,20d0f83941dcb0fadbca998611c384e03ec49643829d5e5ee0929d182d51eda6,a71fdfdc54e78d75070e9e63577af70ca686abf5ff689d40bb8961899443badf,91365 91393 137048 137050 137052 137090 137092
143,95,146432,512,145920,6181,1804,4375,4371,6176,5,1,4,99.919106941,yes,yes,yes,yes,yes,yes,yes,e16c933b171bbd7917a2f3258cfe4e5d2d1728a0ddfb3e6235bc5f07b22f758d,b2b8a2e5aef429d35809ec9248af7d3539ce03faeea13d6592abd4a8b5d45648,d3ca21e2e971a9c2e345bf19dc5db3385127d82d9103dd9d5abbd3b0ed4b8f3e,c9c095db28e013f672fa62027074a9a7fb793b9a714fc9065203f9efb0011842,64875 97313 129750 145970
152,101,155648,512,155136,13532,266,13264,13220,13487,45,1,44,99.667454922,yes,yes,yes,yes,yes,yes,yes,6ecd8b1b971432c8f7554adb188dcf82e2ae38e03754ae21e05c6870a20c2dc4,64540e76dcacc3a77f41e618512b11f766752b8bf96bad1ad6ea3d881222fafd,81844549a11aeecb28a9380919efcf610025808af9fa501f4ed771507bb730cd,0b957dfb497f30b607b81e2fb929f97299a68095bdcb11c5dd9bfb16cbd03674,68979 69003 69075 103429 103437 103441 103469 103473 103501 103505 103613 103717
161,107,164864,512,164352,19674,274,19398,19334,19609,65,1,64,99.669614720,yes,yes,yes,yes,yes,yes,yes,b47f1f3de93388b63033a86b0ffea8022fb473a34ee16a7dc2c3ddcbbd9ec059,5c8032590367b59c8a7382318d28050627580157578bda921060b5eee4147b90,a1b85c73effb9001c04f13b6d54ffec9794a175a772f7c9252711762cd236409,6efa89fdc21efff00f79d98e51b065c7d0603aa7c3a941df0a9850a50c642d94,32559 48823 48839 65097 65118 73099 73155 73235 73251 73259 97465 97646
170,113,174080,512,173568,2660,373,2285,2285,2659,1,1,0,99.962406015,yes,yes,yes,yes,yes,yes,yes,f3759e76d9c818abcfadfffadddf3bf43af26ed84190c0fa6604bd54e4511d5f,cf8b1c805ea0a1ec8546d24b8535da5cdf2f179164ec5735cbe855dc5fb5365b,301a4cf1ba78746541cfda59fbcaaa8573cae9e8cf2a9eb74ba753c5304cbf64,301a4cf1ba78746541cfda59fbcaaa8573cae9e8cf2a9eb74ba753c5304cbf64,
179,119,183296,512,182784,4526,231,4293,4286,4518,8,1,7,99.823243482,yes,yes,yes,yes,yes,yes,yes,c437d8ab264b1c22da1a93c2a593b887b30acef0412067dcc0e74faf25d9063c,e5db388a16fe6ab2fe9ab1e2bad636d2b146984aabee4b3b590d1d7574ccf76e,71272aa270022c3d1b6e6a3606449e1996329c15e6ebc7669350c1bb80f4555a,2b8bbec4339432054c3bcdac1c361cc5fc1504e9c3c0b034fd1d26a5ab474b8b,81459 122189 162918 183268 183280 183282 183284
188,125,192512,512,192000,10082,210,9870,9870,10081,1,1,0,99.990081333,yes,yes,yes,yes,yes,yes,yes,f8e290cf080bbffc3ac6f2c8abcd3be65e24828d0d3a348b40c9d29a047a6b6e,5be07a5ba43cd8cc163329c7d5ab91980227fd711e7d0770ec1e8363db735b83,f09111d5d3617f13cd12731fee497797892b5ae24f0e719b081582c1745e18c2,f09111d5d3617f13cd12731fee497797892b5ae24f0e719b081582c1745e18c2,
197,131,201728,512,201216,4271,1418,2851,2851,4270,1,1,0,99.976586280,yes,yes,yes,yes,yes,yes,yes,62b031a4eead1dffffdaad8348a65a6870d708e0062ed36cf696a7de23c0ccb8,8ce315516329a5dad667a9071956529a568d61c0a058d36d88de7aee283d2e5f,b87f9e66a77b0f0301ab9aa35f40d86f97be0ac6ce77cb2ac3ce0b6e915501e0,b87f9e66a77b0f0301ab9aa35f40d86f97be0ac6ce77cb2ac3ce0b6e915501e0,
206,137,210944,512,210432,38434,638,37794,37569,38208,226,1,225,99.411978977,yes,yes,yes,yes,yes,yes,yes,592fcd53d13e7be91ee3b920fd3287ba475ef40aae39b76c64b85eda45ab1b45,b489c8ded5889b06f70022e88f49f21bb576d2774de8b1cfc95c8b3e22b4d753,b11fa3d58672d22044676a99e046e531b3a78423dc3d584cb12264c4b2cfc974,0059bb0f085b568f23c4ef7c0abdfc4b9fb182470363210c4f744ea10e2b4c60,18495 24679 27743 32905 36990 37019 41615 41647 43873 49358 55486 55515
215,143,220160,512,219648,9737,409,9326,9312,9722,15,1,14,99.845948444,yes,yes,yes,yes,yes,yes,yes,5252d57bcefd5e5872d8ab6069289e7cd51cebecbbc7a004f19f0d47d92db8f2,bb83b191cc8b7781b18cdff56db0ffef3b7df11da100d024105c1a9a4bf687fb,ef4f57ea7686eba0a9c707d26426b98cbdeac97c5de8eec1387bd34b9d040e00,34cfd3d9ebc05f260fd33e462ff71a1e5b18921312584a2196b8c2e0c7390531,97731 146597 146625 195462 219888 219892 219896 219898 219906 219938 219940 219948
224,149,229376,512,228864,2433,724,1707,1707,2432,1,1,0,99.958898479,yes,yes,yes,yes,yes,yes,yes,0d07a9d180ad38b1351688af684ef86903e6c97ada74ec0db571c30df7d7be5a,7fdb6f27773242a0591a09382d17bd6cf09047b54b5d202894a070d7177d95a1,5cda52982b707abc8bd35d29e28f6ab66cd99807eecbe149a684b9a311417be7,5cda52982b707abc8bd35d29e28f6ab66cd99807eecbe149a684b9a311417be7,
233,155,238592,512,238080,44494,250,44242,44163,44414,80,1,79,99.820200476,yes,yes,yes,yes,yes,yes,yes,943c070082308ee5558291d0794492ec64fa32f93ed00b661fe2e94bb793eda0,3f78b89fcb55c5d4be9f0bcf1e8b34b94b376eff8e76393808144e3208f32dac,e28a96e385b0f58667a76076579bb58f523688b6a27830221ec23eca4080e6d9,0ae3e7d675a63445b9a7090114aa50f9a9f3bb1cbf3d4c905b31a18e270efa77,41839 55785 62759 70551 83678 94139 105827 105891 105907 105931 111570 125518
242,161,247808,512,247296,29656,233,29421,29298,29532,124,1,123,99.581872134,yes,yes,yes,yes,yes,yes,yes,96de127fe5843fcd383eba09dd2ff87fc5f5168e9250b083c202a7260cfc79c4,6f9c640abd1b8a037814fe234f141b4aeb5bd8381f63903e6618ca89e4e8d2eb,0bdc9271b789dbc3b82d12d1c7a736d0e05b346279711bc80f18cb0bc53fdb64,472334761972271ed9da040f81ab1cbb5e8d9bec399d8ba9c9f775927b2303c0,32607 48911 65214 73303 73367 97723 97737 97822 97851 109923 109939 109955
251,167,257024,512,256512,51692,516,51174,51076,51593,99,1,98,99.808481003,yes,yes,yes,yes,yes,yes,yes,d5c462ad23cae20c5c4ec1b40df471aae8b8ccc730855eff1d4ce5ea1ff63146,12e7d1bfdc124ffa66c8070588fc15eb153d01e0606e258317f1a53437d65f17,0de9181ac8927e90176608d9d22b06fc8c38b69a5c1c9fab2a7d4e1b632a4a2f,8f85e631e1173606e95991cd9b2001f4eac8fbdb3880f353a2345c65bec5c55e,76023 76087 101449 114019 114035 114091 114099 114123 114131 114195 135265 152025
260,173,266240,512,265728,10674,276,10396,10396,10673,1,1,0,99.990631441,yes,yes,yes,yes,yes,yes,yes,f7ad5342b31f137dd0d917d4735b180112471fb953167d9abfe5bad5b0c940d8,c0dc56598d01c701a52f952e634f5e3be4367a166c71371a163420d34a3f700e,279674df3c1d731895fdedaf5ae3971e6f3b90c01d1998c285b30d00d92509c6,279674df3c1d731895fdedaf5ae3971e6f3b90c01d1998c285b30d00d92509c6,
269,179,275456,512,274944,7710,448,7260,7256,7705,5,1,4,99.935149157,yes,yes,yes,yes,yes,yes,yes,19e0a1b34c7ae1bd60813391f351de1126de9f04af7cdac60edbc78e848591d1,d3b2f6a11ad1be302012805fa09411d0d19b1bba7017cc12fea90c260d6315b1,b8e92f2b73319bf062f728df78f73e212588a602c6ae9cca57d41df7e4bc64c9,0c467acfd970e7c243a83f677dc6fdce4bfcfae005c39d48e56e1b03467ba54a,183441 275160 275162 275164
278,185,284672,512,284160,1710,505,1203,1203,1709,1,1,0,99.941520468,yes,yes,yes,yes,yes,yes,yes,09703fbc528a1939a5afab02ef70ba3b45bcba1b2d435080e15193b778c7d063,534f61118b132cff13a98d23bbe2ab5e9a63c52222ac62e7c639da349f67a728,11ff0202812d823e6a675f19ded28a184d09e1b815b6044ec82aa204a2ded38e,11ff0202812d823e6a675f19ded28a184d09e1b815b6044ec82aa204a2ded38e,
287,191,293888,512,293376,4833,361,4470,4470,4832,1,1,0,99.979308918,yes,yes,yes,yes,yes,yes,yes,2ea72f40b975dadb0d05c971ec5b929f8e0f966a32793f3550792e01ccf2c116,ebcf94dba6bb6c39c3e2b02b369ccd21eca5b59e9d67d11af0759fd595c46ca4,ef0a1105b000bde0538ee827e7e0fa2f241c9b2bb40f7a2324ec93521917f8c8,ef0a1105b000bde0538ee827e7e0fa2f241c9b2bb40f7a2324ec93521917f8c8,
296,197,303104,512,302592,6837,428,6407,6407,6836,1,1,0,99.985373702,yes,yes,yes,yes,yes,yes,yes,da0506538fb2d5b060b33238926b35b8da6b3109e5ed17fd4e3349feace49487,7e352fb33d93f090216c5bcd3ac4fa4425fbfba7a8a0bdfa62f49d176cd26cea,22e80f49dadc80eeda16a45362f2ebd38f29f912ca12d4bd9044c8f0744095aa,22e80f49dadc80eeda16a45362f2ebd38f29f912ca12d4bd9044c8f0744095aa,
305,203,312320,512,311808,2907,705,2200,2200,2906,1,1,0,99.965600275,yes,yes,yes,yes,yes,yes,yes,f8eb93a975cea55b89382ca0f48614ac2cac2c209adf6e9b7398550f288b8f07,c9270a1dbb648f3976cda032794450a4eea35ea0569fd307e8965f5e5fa6e895,fd1e9c6e8e16fb7c363d9b7515681756f34ea2f936246c3437579659cd5c0d64,fd1e9c6e8e16fb7c363d9b7515681756f34ea2f936246c3437579659cd5c0d64,
314,209,321536,512,321024,11565,4835,6728,6728,11564,1,1,0,99.991353221,yes,yes,yes,yes,yes,yes,yes,abbda31051d24448ad0b5288e8ff4bbb9f46eeb255fb2bdbf1eb406fc7fc5fe7,da2a883041c2d417863c8d57412a6a6ca9ff279bc8f33357a262791020386307,c6c5b02cb899cc97da9dbf006e3cfe9b5ae7a7bc990ff51a4cecaefeac9a5dcc,c6c5b02cb899cc97da9dbf006e3cfe9b5ae7a7bc990ff51a4cecaefeac9a5dcc,
323,215,330752,512,330240,15050,365,14683,14683,15049,1,1,0,99.993355482,yes,yes,yes,yes,yes,yes,yes,06b460ae9ee0e1a1f2b166137d1ff47837c72d9c38ec95f9a685230232b2d50c,ee73900fd19a3b53cf69cee3918f8db7c5a83e604f71bc6d520656c2c569a1ab,1f5f24a45a92491b69b440c16aa8e08243c4dccf55be9177b9a62470425e17e1,1f5f24a45a92491b69b440c16aa8e08243c4dccf55be9177b9a62470425e17e1,
332,221,339968,512,339456,2818,387,2429,2429,2817,1,1,0,99.964513840,yes,yes,yes,yes,yes,yes,yes,7a5710f7446860bc0bc5519d379edee3e7f5935e205fa37cef4de608dc7078cc,10f959d98585b868ac3c3825b06dbd7733383498bc8546b54f235730d8519241,f7921847de96ea08cf37efcaa5ddd018fa6273663c27f1cb9412af3eb9fe9800,f7921847de96ea08cf37efcaa5ddd018fa6273663c27f1cb9412af3eb9fe9800,
341,227,349184,512,348672,7834,213,7619,7619,7833,1,1,0,99.987235129,yes,yes,yes,yes,yes,yes,yes,39c650e5ca42ff9468d9948406b6c66121172f213c8950ab06b91e542868b7a1,7a80706b229efa9a507daa3d6d82948fae52ce1a5d8cff86d25e52cd5bc38c68,1f68c01e59d3e28fcc76bdf718f28dda76d7f409acef5e557d4af4dada22b7b7,1f68c01e59d3e28fcc76bdf718f28dda76d7f409acef5e557d4af4dada22b7b7,
350,233,358400,512,357888,67059,181,66876,66822,67004,55,1,54,99.917982672,yes,yes,yes,yes,yes,yes,yes,1254c2b501f1793b5c647581ed27445e7a9724a34fa8522fdc711b5582e705e6,597e4b875276d697648b20d230ec8b442b003803e0b328a4c6e57af637eb0c5f,a677d42f1a226c75ff247fa7dba2a85722662f73a1588b0290f1a9f5f661cba8,62f384ac010bec8a5b651ad672f59789a5384aeb5c1d04e0c2b094ba934191d0,62875 70735 83833 94313 106103 111777 125750 141470 159155 159243 167666 188626
359,239,367616,512,367104,5579,709,4868,4868,5578,1,1,0,99.982075641,yes,yes,yes,yes,yes,yes,yes,f1142c9638c4ff3af714d13d6da04242bcfcb24a6b5b6794dc0e5f5afd4ddb7b,f0b6bef79448ebb1cf1df736f1dde0bfbc7c2e781ac16fa98d5e3750dc6df869,a84291814c7321ad4ba1e14ee8dd6bdeaa914f782610708bba0842b478e58adb,a84291814c7321ad4ba1e14ee8dd6bdeaa914f782610708bba0842b478e58adb,
368,245,376832,512,376320,5088,378,4708,4708,5087,1,1,0,99.980345912,yes,yes,yes,yes,yes,yes,yes,2290993c2f937dd1dc8e046326dd1ce68a7983189fd115bf518bae65e71e3fec,a4d22cbb619b22992f8b8522a6c369e0c90feb67fa628f1a2170a3623a03f90a,3537dde51f20f6ee8e706e9709ed2234d8990305e700dde050bdd560ce900c9a,3537dde51f20f6ee8e706e9709ed2234d8990305e700dde050bdd560ce900c9a,
377,251,386048,512,385536,77619,258,77359,77255,77514,105,1,104,99.864723843,yes,yes,yes,yes,yes,yes,yes,e4e2e91af9c7371fc350af4c95962f8567c5408f91dba38df5f323133af7fd4f,5e0b81b5d4cf98f61f5ff8cad1acf731144d5f484fda5cfc5c7c4f61b32099dc,4c4c97f5faacbc2d5270da6a1c80dfe54fe2a32874304467b1c600eaa6e24d3f,0df42fab62e2b1f918daa35ed58cf50edbe18a80d3bdad309c24237038d43581,101595 101671 114247 114295 135403 135561 152329 152393 152507 171371 171379 171443
386,257,395264,512,394752,4317,531,3784,3784,4316,1,1,0,99.976835766,yes,yes,yes,yes,yes,yes,yes,b49f9bc6ab7d3ad2606fe1353bfa6964733b261ac7ce2b3d2c17723f03f8ba0e,8f5ee1e4bd027fd2f8a8ee53abdc58efaaa7f0fbf21d5c80b55923e481fd3afb,d7f326a2b65dec7fe7b97da63d2b4901f048935478f2f58690df65c296a23d43,d7f326a2b65dec7fe7b97da63d2b4901f048935478f2f58690df65c296a23d43,
395,263,404480,512,403968,78098,309,77787,77676,77986,112,1,111,99.856590438,yes,yes,yes,yes,yes,yes,yes,0f31d1f290bbfcffe8db4d6925c5e22af871f218e1b11e1ac45e14948bbcfef7,caad09d52b5db99a3f44d9b851bfdf85cd878368803d99eedbc67fc336054110,39161ff7d218ac963c532ebf06fdb8b3101478cdf518c3cb3e3b1ebf89786bd7,34e8ac9dc98042d74ac8d6aaa29dff85dd99b6b0133c29919060a29e9e1bc2cb,53215 70953 79823 79887 106430 112123 119735 119751 119831 126139 141906 141907
404,269,413696,512,413184,11386,170,11214,11214,11385,1,1,0,99.991217284,yes,yes,yes,yes,yes,yes,yes,e9a433997810e3108edc75d6b766cb7277c1f0b4f49dfc6cd4614120ac8f2e43,0f583ed4bd50b3339c5e3f5dd962d901f84d8397cd9440f8ec934a133e5d34a2,f1c42eb1d1b3699830f2d25dd9d3bb149a17ab588d3f28e0f1cc5757319be1ff,f1c42eb1d1b3699830f2d25dd9d3bb149a17ab588d3f28e0f1cc5757319be1ff,
413,275,422912,512,422400,2195,327,1866,1866,2194,1,1,0,99.954441913,yes,yes,yes,yes,yes,yes,yes,6c0cbf80d9b35a25124da5a37970d11781ddc9735ae3585201c937875316db3b,2b1fad909dac29be2a0363b10dbde18642fb77c5c65983cde0cacec68f0ed65d,399981a09bcfb0894664ea20ab2d5d009a955b5c0b3401dea021a496ebe2459d,399981a09bcfb0894664ea20ab2d5d009a955b5c0b3401dea021a496ebe2459d,
422,281,432128,512,431616,7071,201,6868,6868,7070,1,1,0,99.985857729,yes,yes,yes,yes,yes,yes,yes,f80f2b6a6a46709de00231a2db528fce9cb3dbc8de178a637ae1225dca155031,5be4097e85e0ef9b393ca354178c0a4d6cc42fd67f787af3d52eff3a855ae473,6121c896616c57c380e44513dcefcf684b20b5316af6966129cd145732ea7814,6121c896616c57c380e44513dcefcf684b20b5316af6966129cd145732ea7814,
431,287,441344,512,440832,7149,208,6939,6939,7148,1,1,0,99.986012030,yes,yes,yes,yes,yes,yes,yes,35a80bc304374afd82a456a23c151a668db527257b353b643a4ac3c3ef486bbc,b80fe83cea32dbe905b58dfc11843c64d6b26efd3925fb0f6e3ea715b2d62a75,a037cb1e4efed5b39f2aed17f7dc4fa35008cb10ed846a4e97921d6c204387c0,a037cb1e4efed5b39f2aed17f7dc4fa35008cb10ed846a4e97921d6c204387c0,
440,293,450560,512,450048,2186,1031,1153,1153,2185,1,1,0,99.954254346,yes,yes,yes,yes,yes,yes,yes,81ab4903bf93083120c3b8128cfc7ffa00795f6de68db41c298ce819f360bda6,9a779cb1b76748190510bd8aed66dd33c4586213b4b430da2fd8407bcf68fc15,09f20e91e2c2137014438550142c79881c135762c617bb7d06304deeaf447ba5,09f20e91e2c2137014438550142c79881c135762c617bb7d06304deeaf447ba5,
449,299,459776,512,459264,10123,720,9401,9401,10122,1,1,0,99.990121505,yes,yes,yes,yes,yes,yes,yes,bae0dfae4ffbc8d1f90ccb96d8faa47674b8db5b6a2a7f6574928863c98220c1,e32752406c8f04734b7df9eaa09fe2de11381db26ece114ade0b01866338faf9,039aa199301d13b1fb210daf94fe48c59c84a1377db95f5a01538fc4ca4185ee,039aa199301d13b1fb210daf94fe48c59c84a1377db95f5a01538fc4ca4185ee,
458,305,468992,512,468480,4693,267,4424,4424,4692,1,1,0,99.978691668,yes,yes,yes,yes,yes,yes,yes,41da18e1ad882442e28f2a9768d5099db167c5f1bc0ffb06c00021f7bd9f8928,d4f3365c8324528b7317332cb1ee141fef39fe3638e308fdf9bdca0f2384afb2,5421e419a9bfc1d39a03fba1e98fb4df7cf97dec79fdf558b684dc141b336b7f,5421e419a9bfc1d39a03fba1e98fb4df7cf97dec79fdf558b684dc141b336b7f,
467,311,478208,512,477696,2615,1483,1130,1130,2614,1,1,0,99.961759082,yes,yes,yes,yes,yes,yes,yes,84379412a3b2ec07912386fec3874422195fe6ea639f37e4f98db84db0bcb746,27a0dfc0fb69417fea1114ed28a2eec1b4292a0898cf9c7cfe56543a487745c5,d713123df2065363b50a60743e26f04939280c80221ad350c4f26ae5e6c23883,d713123df2065363b50a60743e26f04939280c80221ad350c4f26ae5e6c23883,
476,317,487424,512,486912,9754,245,9507,9507,9753,1,1,0,99.989747796,yes,yes,yes,yes,yes,yes,yes,9af71252707734b42235123233830407fdb5a71e048aba74246f809da9d1e28d,250af30bc43b01f0711a876ab610e4491d9a1e67a4d52545a6ef21b5e8839302,0f2501b5a8e9b88800eac8894b75b4fe6a48f198495151d2357784bb25ba0a7e,0f2501b5a8e9b88800eac8894b75b4fe6a48f198495151d2357784bb25ba0a7e,
485,323,496640,512,496128,22449,318,22129,22129,22448,1,1,0,99.995545459,yes,yes,yes,yes,yes,yes,yes,24249b6d45371ec316e5773d2e2516610b8559534c98d101a985b5d90cc49e70,2e9f6416efc352b7240c7620649c15500b50d96afe89a494fc6594abb99e0bd6,0c79a7a234633d0cb0284631c06fd49104e30c8e2694bce4e044c465cc98565c,0c79a7a234633d0cb0284631c06fd49104e30c8e2694bce4e044c465cc98565c,
494,329,505856,512,505344,3496,448,3046,3046,3495,1,1,0,99.971395881,yes,yes,yes,yes,yes,yes,yes,7c1f4ac9d9d558ee563e76fe67b16362b78416a1e652f714172dd2c250e49fc1,44523f8a2c37c0a190f3e85c3fb448701f6e7f48fc907e37ab7772a6c1b57ff8,a972e7b42ac6bfa35a51af256b9ff878d5f71c14593cbc0a3d787ec4652679b2,a972e7b42ac6bfa35a51af256b9ff878d5f71c14593cbc0a3d787ec4652679b2,
