source_id,source,deep_lift,channel,target_id,target,weight_decimal,multiplicity
197,d5:r65:peven:b2,1,advanced_parity_lift_c1,502,d5:r167:peven:b1,2.611746871334388875e-01,1/3
197,d5:r65:peven:b2,2,advanced_parity_lift_c1,16,d5:r5:peven:b1,2.611746871334388875e-01,1/3
198,d5:r66:podd:b0,,retarded,65,d5:r21:peven:b2,3.086419753086419582e-01,1
199,d5:r66:peven:b1,,retarded,65,d5:r21:peven:b2,3.086419753086419582e-01,1
200,d5:r66:peven:b2,,retarded,65,d5:r21:peven:b2,3.086419753086419582e-01,1
201,d5:r67:podd:b0,,retarded,77,d5:r25:peven:b2,3.086419753086419582e-01,1
202,d5:r67:peven:b1,,retarded,77,d5:r25:peven:b2,3.086419753086419582e-01,1
203,d5:r67:peven:b2,,retarded,77,d5:r25:peven:b2,3.086419753086419582e-01,1
204,d5:r68:podd:b0,,retarded,89,d5:r29:peven:b2,3.086419753086419582e-01,1
205,d5:r68:peven:b1,,retarded,89,d5:r29:peven:b2,3.086419753086419582e-01,1
206,d5:r68:peven:b2,,retarded,89,d5:r29:peven:b2,3.086419753086419582e-01,1
207,d5:r69:podd:b0,,retarded,101,d5:r33:peven:b2,3.086419753086419582e-01,1
208,d5:r69:peven:b1,,retarded,101,d5:r33:peven:b2,3.086419753086419582e-01,1
209,d5:r69:peven:b2,,retarded,101,d5:r33:peven:b2,3.086419753086419582e-01,1
210,d5:r70:podd:b0,,retarded,113,d5:r37:peven:b2,3.086419753086419582e-01,1
211,d5:r70:peven:b1,,retarded,113,d5:r37:peven:b2,3.086419753086419582e-01,1
212,d5:r70:peven:b2,,retarded,113,d5:r37:peven:b2,3.086419753086419582e-01,1
213,d5:r71:podd:b0,,retarded,125,d5:r41:peven:b2,3.086419753086419582e-01,1
213,d5:r71:podd:b0,0,advanced_direct_c2,141,d5:r47:podd:b0,4.701144368401899420e-01,1/3
213,d5:r71:podd:b0,1,advanced_direct_c2,627,d5:r209:podd:b0,4.701144368401899420e-01,1/3
213,d5:r71:podd:b0,2,advanced_direct_c2,384,d5:r128:podd:b0,4.701144368401899420e-01,1/3
214,d5:r71:peven:b1,,retarded,125,d5:r41:peven:b2,3.086419753086419582e-01,1
214,d5:r71:peven:b1,0,advanced_direct_c2,141,d5:r47:podd:b0,4.701144368401899420e-01,1/3
214,d5:r71:peven:b1,1,advanced_direct_c2,627,d5:r209:podd:b0,4.701144368401899420e-01,1/3
214,d5:r71:peven:b1,2,advanced_direct_c2,384,d5:r128:podd:b0,4.701144368401899420e-01,1/3
215,d5:r71:peven:b2,,retarded,125,d5:r41:peven:b2,3.086419753086419582e-01,1
215,d5:r71:peven:b2,0,advanced_direct_c2,141,d5:r47:podd:b0,4.701144368401899420e-01,1/3
215,d5:r71:peven:b2,1,advanced_direct_c2,627,d5:r209:podd:b0,4.701144368401899420e-01,1/3
215,d5:r71:peven:b2,2,advanced_direct_c2,384,d5:r128:podd:b0,4.701144368401899420e-01,1/3
216,d5:r72:podd:b0,,retarded,137,d5:r45:peven:b2,3.086419753086419582e-01,1
217,d5:r72:peven:b1,,retarded,137,d5:r45:peven:b2,3.086419753086419582e-01,1
218,d5:r72:peven:b2,,retarded,137,d5:r45:peven:b2,3.086419753086419582e-01,1
219,d5:r73:podd:b0,,retarded,149,d5:r49:peven:b2,3.086419753086419582e-01,1
220,d5:r73:peven:b1,,retarded,149,d5:r49:peven:b2,3.086419753086419582e-01,1
221,d5:r73:peven:b2,,retarded,149,d5:r49:peven:b2,3.086419753086419582e-01,1
222,d5:r74:podd:b0,,retarded,161,d5:r53:peven:b2,3.086419753086419582e-01,1
222,d5:r74:podd:b0,0,advanced_parity_lift_c1,295,d5:r98:peven:b1,2.611746871334388875e-01,1/3
222,d5:r74:podd:b0,1,advanced_parity_lift_c1,538,d5:r179:peven:b1,2.611746871334388875e-01,1/3
222,d5:r74:podd:b0,2,advanced_parity_lift_c1,52,d5:r17:peven:b1,2.611746871334388875e-01,1/3
223,d5:r74:peven:b1,,retarded,161,d5:r53:peven:b2,3.086419753086419582e-01,1
223,d5:r74:peven:b1,0,advanced_parity_lift_c1,295,d5:r98:peven:b1,2.611746871334388875e-01,1/3
223,d5:r74:peven:b1,1,advanced_parity_lift_c1,538,d5:r179:peven:b1,2.611746871334388875e-01,1/3
223,d5:r74:peven:b1,2,advanced_parity_lift_c1,52,d5:r17:peven:b1,2.611746871334388875e-01,1/3
224,d5:r74:peven:b2,,retarded,161,d5:r53:peven:b2,3.086419753086419582e-01,1
224,d5:r74:peven:b2,0,advanced_parity_lift_c1,295,d5:r98:peven:b1,2.611746871334388875e-01,1/3
224,d5:r74:peven:b2,1,advanced_parity_lift_c1,538,d5:r179:peven:b1,2.611746871334388875e-01,1/3
224,d5:r74:peven:b2,2,advanced_parity_lift_c1,52,d5:r17:peven:b1,2.611746871334388875e-01,1/3
225,d5:r75:podd:b0,,retarded,173,d5:r57:peven:b2,3.086419753086419582e-01,1
226,d5:r75:peven:b1,,retarded,173,d5:r57:peven:b2,3.086419753086419582e-01,1
227,d5:r75:peven:b2,,retarded,173,d5:r57:peven:b2,3.086419753086419582e-01,1
228,d5:r76:podd:b0,,retarded,185,d5:r61:peven:b2,3.086419753086419582e-01,1
229,d5:r76:peven:b1,,retarded,185,d5:r61:peven:b2,3.086419753086419582e-01,1
230,d5:r76:peven:b2,,retarded,185,d5:r61:peven:b2,3.086419753086419582e-01,1
231,d5:r77:podd:b0,,retarded,197,d5:r65:peven:b2,3.086419753086419582e-01,1
232,d5:r77:peven:b1,,retarded,197,d5:r65:peven:b2,3.086419753086419582e-01,1
233,d5:r77:peven:b2,,retarded,197,d5:r65:peven:b2,3.086419753086419582e-01,1
234,d5:r78:podd:b0,,retarded,209,d5:r69:peven:b2,3.086419753086419582e-01,1
235,d5:r78:peven:b1,,retarded,209,d5:r69:peven:b2,3.086419753086419582e-01,1
236,d5:r78:peven:b2,,retarded,209,d5:r69:peven:b2,3.086419753086419582e-01,1
237,d5:r79:podd:b0,,retarded,221,d5:r73:peven:b2,3.086419753086419582e-01,1
238,d5:r79:peven:b1,,retarded,221,d5:r73:peven:b2,3.086419753086419582e-01,1
239,d5:r79:peven:b2,,retarded,221,d5:r73:peven:b2,3.086419753086419582e-01,1
240,d5:r80:podd:b0,,retarded,233,d5:r77:peven:b2,3.086419753086419582e-01,1
240,d5:r80:podd:b0,0,advanced_direct_c2,159,d5:r53:podd:b0,4.701144368401899420e-01,1/3
240,d5:r80:podd:b0,1,advanced_direct_c2,645,d5:r215:podd:b0,4.701144368401899420e-01,1/3
240,d5:r80:podd:b0,2,advanced_direct_c2,402,d5:r134:podd:b0,4.701144368401899420e-01,1/3
241,d5:r80:peven:b1,,retarded,233,d5:r77:peven:b2,3.086419753086419582e-01,1
241,d5:r80:peven:b1,0,advanced_direct_c2,159,d5:r53:podd:b0,4.701144368401899420e-01,1/3
241,d5:r80:peven:b1,1,advanced_direct_c2,645,d5:r215:podd:b0,4.701144368401899420e-01,1/3
241,d5:r80:peven:b1,2,advanced_direct_c2,402,d5:r134:podd:b0,4.701144368401899420e-01,1/3
242,d5:r80:peven:b2,,retarded,233,d5:r77:peven:b2,3.086419753086419582e-01,1
242,d5:r80:peven:b2,0,advanced_direct_c2,159,d5:r53:podd:b0,4.701144368401899420e-01,1/3
242,d5:r80:peven:b2,1,advanced_direct_c2,645,d5:r215:podd:b0,4.701144368401899420e-01,1/3
242,d5:r80:peven:b2,2,advanced_direct_c2,402,d5:r134:podd:b0,4.701144368401899420e-01,1/3
243,d5:r81:podd:b0,,retarded,245,d5:r81:peven:b2,3.086419753086419582e-01,1
244,d5:r81:peven:b1,,retarded,245,d5:r81:peven:b2,3.086419753086419582e-01,1
245,d5:r81:peven:b2,,retarded,245,d5:r81:peven:b2,3.086419753086419582e-01,1
246,d5:r82:podd:b0,,retarded,257,d5:r85:peven:b2,3.086419753086419582e-01,1
247,d5:r82:peven:b1,,retarded,257,d5:r85:peven:b2,3.086419753086419582e-01,1
248,d5:r82:peven:b2,,retarded,257,d5:r85:peven:b2,3.086419753086419582e-01,1
249,d5:r83:podd:b0,,retarded,269,d5:r89:peven:b2,3.086419753086419582e-01,1
249,d5:r83:podd:b0,0,advanced_parity_lift_c1,331,d5:r110:peven:b1,2.611746871334388875e-01,1/3
249,d5:r83:podd:b0,1,advanced_parity_lift_c1,574,d5:r191:peven:b1,2.611746871334388875e-01,1/3
249,d5:r83:podd:b0,2,advanced_parity_lift_c1,88,d5:r29:peven:b1,2.611746871334388875e-01,1/3
250,d5:r83:peven:b1,,retarded,269,d5:r89:peven:b2,3.086419753086419582e-01,1
250,d5:r83:peven:b1,0,advanced_parity_lift_c1,331,d5:r110:peven:b1,2.611746871334388875e-01,1/3
250,d5:r83:peven:b1,1,advanced_parity_lift_c1,574,d5:r191:peven:b1,2.611746871334388875e-01,1/3
250,d5:r83:peven:b1,2,advanced_parity_lift_c1,88,d5:r29:peven:b1,2.611746871334388875e-01,1/3
251,d5:r83:peven:b2,,retarded,269,d5:r89:peven:b2,3.086419753086419582e-01,1
251,d5:r83:peven:b2,0,advanced_parity_lift_c1,331,d5:r110:peven:b1,2.611746871334388875e-01,1/3
251,d5:r83:peven:b2,1,advanced_parity_lift_c1,574,d5:r191:peven:b1,2.611746871334388875e-01,1/3
251,d5:r83:peven:b2,2,advanced_parity_lift_c1,88,d5:r29:peven:b1,2.611746871334388875e-01,1/3
252,d5:r84:podd:b0,,retarded,281,d5:r93:peven:b2,3.086419753086419582e-01,1
253,d5:r84:peven:b1,,retarded,281,d5:r93:peven:b2,3.086419753086419582e-01,1
254,d5:r84:peven:b2,,retarded,281,d5:r93:peven:b2,3.086419753086419582e-01,1
255,d5:r85:podd:b0,,retarded,293,d5:r97:peven:b2,3.086419753086419582e-01,1
256,d5:r85:peven:b1,,retarded,293,d5:r97:peven:b2,3.086419753086419582e-01,1
257,d5:r85:peven:b2,,retarded,293,d5:r97:peven:b2,3.086419753086419582e-01,1
258,d5:r86:podd:b0,,retarded,305,d5:r101:peven:b2,3.086419753086419582e-01,1
259,d5:r86:peven:b1,,retarded,305,d5:r101:peven:b2,3.086419753086419582e-01,1
260,d5:r86:peven:b2,,retarded,305,d5:r101:peven:b2,3.086419753086419582e-01,1
261,d5:r87:podd:b0,,retarded,317,d5:r105:peven:b2,3.086419753086419582e-01,1
262,d5:r87:peven:b1,,retarded,317,d5:r105:peven:b2,3.086419753086419582e-01,1
263,d5:r87:peven:b2,,retarded,317,d5:r105:peven:b2,3.086419753086419582e-01,1
264,d5:r88:podd:b0,,retarded,329,d5:r109:peven:b2,3.086419753086419582e-01,1
265,d5:r88:peven:b1,,retarded,329,d5:r109:peven:b2,3.086419753086419582e-01,1
266,d5:r88:peven:b2,,retarded,329,d5:r109:peven:b2,3.086419753086419582e-01,1
267,d5:r89:podd:b0,,retarded,341,d5:r113:peven:b2,3.086419753086419582e-01,1
267,d5:r89:podd:b0,0,advanced_direct_c2,177,d5:r59:podd:b0,4.701144368401899420e-01,1/3
267,d5:r89:podd:b0,1,advanced_direct_c2,663,d5:r221:podd:b0,4.701144368401899420e-01,1/3
267,d5:r89:podd:b0,2,advanced_direct_c2,420,d5:r140:podd:b0,4.701144368401899420e-01,1/3
268,d5:r89:peven:b1,,retarded,341,d5:r113:peven:b2,3.086419753086419582e-01,1
268,d5:r89:peven:b1,0,advanced_direct_c2,177,d5:r59:podd:b0,4.701144368401899420e-01,1/3
268,d5:r89:peven:b1,1,advanced_direct_c2,663,d5:r221:podd:b0,4.701144368401899420e-01,1/3
268,d5:r89:peven:b1,2,advanced_direct_c2,420,d5:r140:podd:b0,4.701144368401899420e-01,1/3
269,d5:r89:peven:b2,,retarded,341,d5:r113:peven:b2,3.086419753086419582e-01,1
269,d5:r89:peven:b2,0,advanced_direct_c2,177,d5:r59:podd:b0,4.701144368401899420e-01,1/3
269,d5:r89:peven:b2,1,advanced_direct_c2,663,d5:r221:podd:b0,4.701144368401899420e-01,1/3
269,d5:r89:peven:b2,2,advanced_direct_c2,420,d5:r140:podd:b0,4.701144368401899420e-01,1/3
270,d5:r90:podd:b0,,retarded,353,d5:r117:peven:b2,3.086419753086419582e-01,1
271,d5:r90:peven:b1,,retarded,353,d5:r117:peven:b2,3.086419753086419582e-01,1
272,d5:r90:peven:b2,,retarded,353,d5:r117:peven:b2,3.086419753086419582e-01,1
273,d5:r91:podd:b0,,retarded,365,d5:r121:peven:b2,3.086419753086419582e-01,1
274,d5:r91:peven:b1,,retarded,365,d5:r121:peven:b2,3.086419753086419582e-01,1
275,d5:r91:peven:b2,,retarded,365,d5:r121:peven:b2,3.086419753086419582e-01,1
276,d5:r92:podd:b0,,retarded,377,d5:r125:peven:b2,3.086419753086419582e-01,1
276,d5:r92:podd:b0,0,advanced_parity_lift_c1,367,d5:r122:peven:b1,2.611746871334388875e-01,1/3
276,d5:r92:podd:b0,1,advanced_parity_lift_c1,610,d5:r203:peven:b1,2.611746871334388875e-01,1/3
276,d5:r92:podd:b0,2,advanced_parity_lift_c1,124,d5:r41:peven:b1,2.611746871334388875e-01,1/3
277,d5:r92:peven:b1,,retarded,377,d5:r125:peven:b2,3.086419753086419582e-01,1
277,d5:r92:peven:b1,0,advanced_parity_lift_c1,367,d5:r122:peven:b1,2.611746871334388875e-01,1/3
277,d5:r92:peven:b1,1,advanced_parity_lift_c1,610,d5:r203:peven:b1,2.611746871334388875e-01,1/3
277,d5:r92:peven:b1,2,advanced_parity_lift_c1,124,d5:r41:peven:b1,2.611746871334388875e-01,1/3
278,d5:r92:peven:b2,,retarded,377,d5:r125:peven:b2,3.086419753086419582e-01,1
278,d5:r92:peven:b2,0,advanced_parity_lift_c1,367,d5:r122:peven:b1,2.611746871334388875e-01,1/3
278,d5:r92:peven:b2,1,advanced_parity_lift_c1,610,d5:r203:peven:b1,2.611746871334388875e-01,1/3
278,d5:r92:peven:b2,2,advanced_parity_lift_c1,124,d5:r41:peven:b1,2.611746871334388875e-01,1/3
279,d5:r93:podd:b0,,retarded,389,d5:r129:peven:b2,3.086419753086419582e-01,1
280,d5:r93:peven:b1,,retarded,389,d5:r129:peven:b2,3.086419753086419582e-01,1
281,d5:r93:peven:b2,,retarded,389,d5:r129:peven:b2,3.086419753086419582e-01,1
282,d5:r94:podd:b0,,retarded,401,d5:r133:peven:b2,3.086419753086419582e-01,1
283,d5:r94:peven:b1,,retarded,401,d5:r133:peven:b2,3.086419753086419582e-01,1
284,d5:r94:peven:b2,,retarded,401,d5:r133:peven:b2,3.086419753086419582e-01,1
285,d5:r95:podd:b0,,retarded,413,d5:r137:peven:b2,3.086419753086419582e-01,1
286,d5:r95:peven:b1,,retarded,413,d5:r137:peven:b2,3.086419753086419582e-01,1
287,d5:r95:peven:b2,,retarded,413,d5:r137:peven:b2,3.086419753086419582e-01,1
288,d5:r96:podd:b0,,retarded,425,d5:r141:peven:b2,3.086419753086419582e-01,1
289,d5:r96:peven:b1,,retarded,425,d5:r141:peven:b2,3.086419753086419582e-01,1
290,d5:r96:peven:b2,,retarded,425,d5:r141:peven:b2,3.086419753086419582e-01,1
291,d5:r97:podd:b0,,retarded,437,d5:r145:peven:b2,3.086419753086419582e-01,1
292,d5:r97:peven:b1,,retarded,437,d5:r145:peven:b2,3.086419753086419582e-01,1
293,d5:r97:peven:b2,,retarded,437,d5:r145:peven:b2,3.086419753086419582e-01,1
294,d5:r98:podd:b0,,retarded,449,d5:r149:peven:b2,3.086419753086419582e-01,1
294,d5:r98:podd:b0,0,advanced_direct_c2,195,d5:r65:podd:b0,4.701144368401899420e-01,1/3
294,d5:r98:podd:b0,1,advanced_direct_c2,681,d5:r227:podd:b0,4.701144368401899420e-01,1/3
294,d5:r98:podd:b0,2,advanced_direct_c2,438,d5:r146:podd:b0,4.701144368401899420e-01,1/3
295,d5:r98:peven:b1,,retarded,449,d5:r149:peven:b2,3.086419753086419582e-01,1
295,d5:r98:peven:b1,0,advanced_direct_c2,195,d5:r65:podd:b0,4.701144368401899420e-01,1/3
295,d5:r98:peven:b1,1,advanced_direct_c2,681,d5:r227:podd:b0,4.701144368401899420e-01,1/3
295,d5:r98:peven:b1,2,advanced_direct_c2,438,d5:r146:podd:b0,4.701144368401899420e-01,1/3
296,d5:r98:peven:b2,,retarded,449,d5:r149:peven:b2,3.086419753086419582e-01,1
296,d5:r98:peven:b2,0,advanced_direct_c2,195,d5:r65:podd:b0,4.701144368401899420e-01,1/3
296,d5:r98:peven:b2,1,advanced_direct_c2,681,d5:r227:podd:b0,4.701144368401899420e-01,1/3
296,d5:r98:peven:b2,2,advanced_direct_c2,438,d5:r146:podd:b0,4.701144368401899420e-01,1/3
297,d5:r99:podd:b0,,retarded,461,d5:r153:peven:b2,3.086419753086419582e-01,1
298,d5:r99:peven:b1,,retarded,461,d5:r153:peven:b2,3.086419753086419582e-01,1
299,d5:r99:peven:b2,,retarded,461,d5:r153:peven:b2,3.086419753086419582e-01,1
300,d5:r100:podd:b0,,retarded,473,d5:r157:peven:b2,3.086419753086419582e-01,1
301,d5:r100:peven:b1,,retarded,473,d5:r157:peven:b2,3.086419753086419582e-01,1
302,d5:r100:peven:b2,,retarded,473,d5:r157:peven:b2,3.086419753086419582e-01,1
303,d5:r101:podd:b0,,retarded,485,d5:r161:peven:b2,3.086419753086419582e-01,1
303,d5:r101:podd:b0,0,advanced_parity_lift_c1,403,d5:r134:peven:b1,2.611746871334388875e-01,1/3
303,d5:r101:podd:b0,1,advanced_parity_lift_c1,646,d5:r215:peven:b1,2.611746871334388875e-01,1/3
303,d5:r101:podd:b0,2,advanced_parity_lift_c1,160,d5:r53:peven:b1,2.611746871334388875e-01,1/3
304,d5:r101:peven:b1,,retarded,485,d5:r161:peven:b2,3.086419753086419582e-01,1
304,d5:r101:peven:b1,0,advanced_parity_lift_c1,403,d5:r134:peven:b1,2.611746871334388875e-01,1/3
304,d5:r101:peven:b1,1,advanced_parity_lift_c1,646,d5:r215:peven:b1,2.611746871334388875e-01,1/3
304,d5:r101:peven:b1,2,advanced_parity_lift_c1,160,d5:r53:peven:b1,2.611746871334388875e-01,1/3
305,d5:r101:peven:b2,,retarded,485,d5:r161:peven:b2,3.086419753086419582e-01,1
305,d5:r101:peven:b2,0,advanced_parity_lift_c1,403,d5:r134:peven:b1,2.611746871334388875e-01,1/3
305,d5:r101:peven:b2,1,advanced_parity_lift_c1,646,d5:r215:peven:b1,2.611746871334388875e-01,1/3
305,d5:r101:peven:b2,2,advanced_parity_lift_c1,160,d5:r53:peven:b1,2.611746871334388875e-01,1/3
306,d5:r102:podd:b0,,retarded,497,d5:r165:peven:b2,3.086419753086419582e-01,1
307,d5:r102:peven:b1,,retarded,497,d5:r165:peven:b2,3.086419753086419582e-01,1
308,d5:r102:peven:b2,,retarded,497,d5:r165:peven:b2,3.086419753086419582e-01,1
309,d5:r103:podd:b0,,retarded,509,d5:r169:peven:b2,3.086419753086419582e-01,1
310,d5:r103:peven:b1,,retarded,509,d5:r169:peven:b2,3.086419753086419582e-01,1
311,d5:r103:peven:b2,,retarded,509,d5:r169:peven:b2,3.086419753086419582e-01,1
312,d5:r104:podd:b0,,retarded,521,d5:r173:peven:b2,3.086419753086419582e-01,1
313,d5:r104:peven:b1,,retarded,521,d5:r173:peven:b2,3.086419753086419582e-01,1
314,d5:r104:peven:b2,,retarded,521,d5:r173:peven:b2,3.086419753086419582e-01,1
315,d5:r105:podd:b0,,retarded,533,d5:r177:peven:b2,3.086419753086419582e-01,1
316,d5:r105:peven:b1,,retarded,533,d5:r177:peven:b2,3.086419753086419582e-01,1
317,d5:r105:peven:b2,,retarded,533,d5:r177:peven:b2,3.086419753086419582e-01,1
318,d5:r106:podd:b0,,retarded,545,d5:r181:peven:b2,3.086419753086419582e-01,1
319,d5:r106:peven:b1,,retarded,545,d5:r181:peven:b2,3.086419753086419582e-01,1
320,d5:r106:peven:b2,,retarded,545,d5:r181:peven:b2,3.086419753086419582e-01,1
321,d5:r107:podd:b0,,retarded,557,d5:r185:peven:b2,3.086419753086419582e-01,1
321,d5:r107:podd:b0,0,advanced_direct_c2,213,d5:r71:podd:b0,4.701144368401899420e-01,1/3
321,d5:r107:podd:b0,1,advanced_direct_c2,699,d5:r233:podd:b0,4.701144368401899420e-01,1/3
321,d5:r107:podd:b0,2,advanced_direct_c2,456,d5:r152:podd:b0,4.701144368401899420e-01,1/3
322,d5:r107:peven:b1,,retarded,557,d5:r185:peven:b2,3.086419753086419582e-01,1
322,d5:r107:peven:b1,0,advanced_direct_c2,213,d5:r71:podd:b0,4.701144368401899420e-01,1/3
322,d5:r107:peven:b1,1,advanced_direct_c2,699,d5:r233:podd:b0,4.701144368401899420e-01,1/3
322,d5:r107:peven:b1,2,advanced_direct_c2,456,d5:r152:podd:b0,4.701144368401899420e-01,1/3
323,d5:r107:peven:b2,,retarded,557,d5:r185:peven:b2,3.086419753086419582e-01,1
323,d5:r107:peven:b2,0,advanced_direct_c2,213,d5:r71:podd:b0,4.701144368401899420e-01,1/3
323,d5:r107:peven:b2,1,advanced_direct_c2,699,d5:r233:podd:b0,4.701144368401899420e-01,1/3
323,d5:r107:peven:b2,2,advanced_direct_c2,456,d5:r152:podd:b0,4.701144368401899420e-01,1/3
324,d5:r108:podd:b0,,retarded,569,d5:r189:peven:b2,3.086419753086419582e-01,1
325,d5:r108:peven:b1,,retarded,569,d5:r189:peven:b2,3.086419753086419582e-01,1
326,d5:r108:peven:b2,,retarded,569,d5:r189:peven:b2,3.086419753086419582e-01,1
327,d5:r109:podd:b0,,retarded,581,d5:r193:peven:b2,3.086419753086419582e-01,1
328,d5:r109:peven:b1,,retarded,581,d5:r193:peven:b2,3.086419753086419582e-01,1
329,d5:r109:peven:b2,,retarded,581,d5:r193:peven:b2,3.086419753086419582e-01,1
330,d5:r110:podd:b0,,retarded,593,d5:r197:peven:b2,3.086419753086419582e-01,1
330,d5:r110:podd:b0,0,advanced_parity_lift_c1,439,d5:r146:peven:b1,2.611746871334388875e-01,1/3
330,d5:r110:podd:b0,1,advanced_parity_lift_c1,682,d5:r227:peven:b1,2.611746871334388875e-01,1/3
330,d5:r110:podd:b0,2,advanced_parity_lift_c1,196,d5:r65:peven:b1,2.611746871334388875e-01,1/3
331,d5:r110:peven:b1,,retarded,593,d5:r197:peven:b2,3.086419753086419582e-01,1
331,d5:r110:peven:b1,0,advanced_parity_lift_c1,439,d5:r146:peven:b1,2.611746871334388875e-01,1/3
331,d5:r110:peven:b1,1,advanced_parity_lift_c1,682,d5:r227:peven:b1,2.611746871334388875e-01,1/3
331,d5:r110:peven:b1,2,advanced_parity_lift_c1,196,d5:r65:peven:b1,2.611746871334388875e-01,1/3
332,d5:r110:peven:b2,,retarded,593,d5:r197:peven:b2,3.086419753086419582e-01,1
332,d5:r110:peven:b2,0,advanced_parity_lift_c1,439,d5:r146:peven:b1,2.611746871334388875e-01,1/3
332,d5:r110:peven:b2,1,advanced_parity_lift_c1,682,d5:r227:peven:b1,2.611746871334388875e-01,1/3
332,d5:r110:peven:b2,2,advanced_parity_lift_c1,196,d5:r65:peven:b1,2.611746871334388875e-01,1/3
333,d5:r111:podd:b0,,retarded,605,d5:r201:peven:b2,3.086419753086419582e-01,1
334,d5:r111:peven:b1,,retarded,605,d5:r201:peven:b2,3.086419753086419582e-01,1
335,d5:r111:peven:b2,,retarded,605,d5:r201:peven:b2,3.086419753086419582e-01,1
336,d5:r112:podd:b0,,retarded,617,d5:r205:peven:b2,3.086419753086419582e-01,1
337,d5:r112:peven:b1,,retarded,617,d5:r205:peven:b2,3.086419753086419582e-01,1
338,d5:r112:peven:b2,,retarded,617,d5:r205:peven:b2,3.086419753086419582e-01,1
339,d5:r113:podd:b0,,retarded,629,d5:r209:peven:b2,3.086419753086419582e-01,1
340,d5:r113:peven:b1,,retarded,629,d5:r209:peven:b2,3.086419753086419582e-01,1
341,d5:r113:peven:b2,,retarded,629,d5:r209:peven:b2,3.086419753086419582e-01,1
342,d5:r114:podd:b0,,retarded,641,d5:r213:peven:b2,3.086419753086419582e-01,1
343,d5:r114:peven:b1,,retarded,641,d5:r213:peven:b2,3.086419753086419582e-01,1
344,d5:r114:peven:b2,,retarded,641,d5:r213:peven:b2,3.086419753086419582e-01,1
345,d5:r115:podd:b0,,retarded,653,d5:r217:peven:b2,3.086419753086419582e-01,1
346,d5:r115:peven:b1,,retarded,653,d5:r217:peven:b2,3.086419753086419582e-01,1
347,d5:r115:peven:b2,,retarded,653,d5:r217:peven:b2,3.086419753086419582e-01,1
348,d5:r116:podd:b0,,retarded,665,d5:r221:peven:b2,3.086419753086419582e-01,1
348,d5:r116:podd:b0,0,advanced_direct_c2,231,d5:r77:podd:b0,4.701144368401899420e-01,1/3
348,d5:r116:podd:b0,1,advanced_direct_c2,717,d5:r239:podd:b0,4.701144368401899420e-01,1/3
348,d5:r116:podd:b0,2,advanced_direct_c2,474,d5:r158:podd:b0,4.701144368401899420e-01,1/3
349,d5:r116:peven:b1,,retarded,665,d5:r221:peven:b2,3.086419753086419582e-01,1
349,d5:r116:peven:b1,0,advanced_direct_c2,231,d5:r77:podd:b0,4.701144368401899420e-01,1/3
349,d5:r116:peven:b1,1,advanced_direct_c2,717,d5:r239:podd:b0,4.701144368401899420e-01,1/3
349,d5:r116:peven:b1,2,advanced_direct_c2,474,d5:r158:podd:b0,4.701144368401899420e-01,1/3
350,d5:r116:peven:b2,,retarded,665,d5:r221:peven:b2,3.086419753086419582e-01,1
350,d5:r116:peven:b2,0,advanced_direct_c2,231,d5:r77:podd:b0,4.701144368401899420e-01,1/3
350,d5:r116:peven:b2,1,advanced_direct_c2,717,d5:r239:podd:b0,4.701144368401899420e-01,1/3
350,d5:r116:peven:b2,2,advanced_direct_c2,474,d5:r158:podd:b0,4.701144368401899420e-01,1/3
351,d5:r117:podd:b0,,retarded,677,d5:r225:peven:b2,3.086419753086419582e-01,1
352,d5:r117:peven:b1,,retarded,677,d5:r225:peven:b2,3.086419753086419582e-01,1
353,d5:r117:peven:b2,,retarded,677,d5:r225:peven:b2,3.086419753086419582e-01,1
354,d5:r118:podd:b0,,retarded,689,d5:r229:peven:b2,3.086419753086419582e-01,1
355,d5:r118:peven:b1,,retarded,689,d5:r229:peven:b2,3.086419753086419582e-01,1
356,d5:r118:peven:b2,,retarded,689,d5:r229:peven:b2,3.086419753086419582e-01,1
357,d5:r119:podd:b0,,retarded,701,d5:r233:peven:b2,3.086419753086419582e-01,1
357,d5:r119:podd:b0,0,advanced_parity_lift_c1,475,d5:r158:peven:b1,2.611746871334388875e-01,1/3
357,d5:r119:podd:b0,1,advanced_parity_lift_c1,718,d5:r239:peven:b1,2.611746871334388875e-01,1/3
357,d5:r119:podd:b0,2,advanced_parity_lift_c1,232,d5:r77:peven:b1,2.611746871334388875e-01,1/3
358,d5:r119:peven:b1,,retarded,701,d5:r233:peven:b2,3.086419753086419582e-01,1
358,d5:r119:peven:b1,0,advanced_parity_lift_c1,475,d5:r158:peven:b1,2.611746871334388875e-01,1/3
358,d5:r119:peven:b1,1,advanced_parity_lift_c1,718,d5:r239:peven:b1,2.611746871334388875e-01,1/3
358,d5:r119:peven:b1,2,advanced_parity_lift_c1,232,d5:r77:peven:b1,2.611746871334388875e-01,1/3
359,d5:r119:peven:b2,,retarded,701,d5:r233:peven:b2,3.086419753086419582e-01,1
359,d5:r119:peven:b2,0,advanced_parity_lift_c1,475,d5:r158:peven:b1,2.611746871334388875e-01,1/3
359,d5:r119:peven:b2,1,advanced_parity_lift_c1,718,d5:r239:peven:b1,2.611746871334388875e-01,1/3
359,d5:r119:peven:b2,2,advanced_parity_lift_c1,232,d5:r77:peven:b1,2.611746871334388875e-01,1/3
