source_id,source,deep_lift,channel,target_id,target,weight_decimal,multiplicity
525,d5:r175:podd:b0,,retarded,644,d5:r214:peven:b2,3.086419753086419582e-01,1
526,d5:r175:peven:b1,,retarded,644,d5:r214:peven:b2,3.086419753086419582e-01,1
527,d5:r175:peven:b2,,retarded,644,d5:r214:peven:b2,3.086419753086419582e-01,1
528,d5:r176:podd:b0,,retarded,656,d5:r218:peven:b2,3.086419753086419582e-01,1
529,d5:r176:peven:b1,,retarded,656,d5:r218:peven:b2,3.086419753086419582e-01,1
530,d5:r176:peven:b2,,retarded,656,d5:r218:peven:b2,3.086419753086419582e-01,1
531,d5:r177:podd:b0,,retarded,668,d5:r222:peven:b2,3.086419753086419582e-01,1
532,d5:r177:peven:b1,,retarded,668,d5:r222:peven:b2,3.086419753086419582e-01,1
533,d5:r177:peven:b2,,retarded,668,d5:r222:peven:b2,3.086419753086419582e-01,1
534,d5:r178:podd:b0,,retarded,680,d5:r226:peven:b2,3.086419753086419582e-01,1
535,d5:r178:peven:b1,,retarded,680,d5:r226:peven:b2,3.086419753086419582e-01,1
536,d5:r178:peven:b2,,retarded,680,d5:r226:peven:b2,3.086419753086419582e-01,1
537,d5:r179:podd:b0,,retarded,692,d5:r230:peven:b2,3.086419753086419582e-01,1
537,d5:r179:podd:b0,0,advanced_direct_c2,357,d5:r119:podd:b0,4.701144368401899420e-01,1/3
537,d5:r179:podd:b0,1,advanced_direct_c2,114,d5:r38:podd:b0,4.701144368401899420e-01,1/3
537,d5:r179:podd:b0,2,advanced_direct_c2,600,d5:r200:podd:b0,4.701144368401899420e-01,1/3
538,d5:r179:peven:b1,,retarded,692,d5:r230:peven:b2,3.086419753086419582e-01,1
538,d5:r179:peven:b1,0,advanced_direct_c2,357,d5:r119:podd:b0,4.701144368401899420e-01,1/3
538,d5:r179:peven:b1,1,advanced_direct_c2,114,d5:r38:podd:b0,4.701144368401899420e-01,1/3
538,d5:r179:peven:b1,2,advanced_direct_c2,600,d5:r200:podd:b0,4.701144368401899420e-01,1/3
539,d5:r179:peven:b2,,retarded,692,d5:r230:peven:b2,3.086419753086419582e-01,1
539,d5:r179:peven:b2,0,advanced_direct_c2,357,d5:r119:podd:b0,4.701144368401899420e-01,1/3
539,d5:r179:peven:b2,1,advanced_direct_c2,114,d5:r38:podd:b0,4.701144368401899420e-01,1/3
539,d5:r179:peven:b2,2,advanced_direct_c2,600,d5:r200:podd:b0,4.701144368401899420e-01,1/3
540,d5:r180:podd:b0,,retarded,704,d5:r234:peven:b2,3.086419753086419582e-01,1
541,d5:r180:peven:b1,,retarded,704,d5:r234:peven:b2,3.086419753086419582e-01,1
542,d5:r180:peven:b2,,retarded,704,d5:r234:peven:b2,3.086419753086419582e-01,1
543,d5:r181:podd:b0,,retarded,716,d5:r238:peven:b2,3.086419753086419582e-01,1
544,d5:r181:peven:b1,,retarded,716,d5:r238:peven:b2,3.086419753086419582e-01,1
545,d5:r181:peven:b2,,retarded,716,d5:r238:peven:b2,3.086419753086419582e-01,1
546,d5:r182:podd:b0,,retarded,728,d5:r242:peven:b2,3.086419753086419582e-01,1
546,d5:r182:podd:b0,0,advanced_parity_lift_c1,727,d5:r242:peven:b1,2.611746871334388875e-01,1/3
546,d5:r182:podd:b0,1,advanced_parity_lift_c1,241,d5:r80:peven:b1,2.611746871334388875e-01,1/3
546,d5:r182:podd:b0,2,advanced_parity_lift_c1,484,d5:r161:peven:b1,2.611746871334388875e-01,1/3
547,d5:r182:peven:b1,,retarded,728,d5:r242:peven:b2,3.086419753086419582e-01,1
547,d5:r182:peven:b1,0,advanced_parity_lift_c1,727,d5:r242:peven:b1,2.611746871334388875e-01,1/3
547,d5:r182:peven:b1,1,advanced_parity_lift_c1,241,d5:r80:peven:b1,2.611746871334388875e-01,1/3
547,d5:r182:peven:b1,2,advanced_parity_lift_c1,484,d5:r161:peven:b1,2.611746871334388875e-01,1/3
548,d5:r182:peven:b2,,retarded,728,d5:r242:peven:b2,3.086419753086419582e-01,1
548,d5:r182:peven:b2,0,advanced_parity_lift_c1,727,d5:r242:peven:b1,2.611746871334388875e-01,1/3
548,d5:r182:peven:b2,1,advanced_parity_lift_c1,241,d5:r80:peven:b1,2.611746871334388875e-01,1/3
548,d5:r182:peven:b2,2,advanced_parity_lift_c1,484,d5:r161:peven:b1,2.611746871334388875e-01,1/3
549,d5:r183:podd:b0,,retarded,11,d5:r3:peven:b2,3.086419753086419582e-01,1
550,d5:r183:peven:b1,,retarded,11,d5:r3:peven:b2,3.086419753086419582e-01,1
551,d5:r183:peven:b2,,retarded,11,d5:r3:peven:b2,3.086419753086419582e-01,1
552,d5:r184:podd:b0,,retarded,23,d5:r7:peven:b2,3.086419753086419582e-01,1
553,d5:r184:peven:b1,,retarded,23,d5:r7:peven:b2,3.086419753086419582e-01,1
554,d5:r184:peven:b2,,retarded,23,d5:r7:peven:b2,3.086419753086419582e-01,1
555,d5:r185:podd:b0,,retarded,35,d5:r11:peven:b2,3.086419753086419582e-01,1
556,d5:r185:peven:b1,,retarded,35,d5:r11:peven:b2,3.086419753086419582e-01,1
557,d5:r185:peven:b2,,retarded,35,d5:r11:peven:b2,3.086419753086419582e-01,1
558,d5:r186:podd:b0,,retarded,47,d5:r15:peven:b2,3.086419753086419582e-01,1
559,d5:r186:peven:b1,,retarded,47,d5:r15:peven:b2,3.086419753086419582e-01,1
560,d5:r186:peven:b2,,retarded,47,d5:r15:peven:b2,3.086419753086419582e-01,1
561,d5:r187:podd:b0,,retarded,59,d5:r19:peven:b2,3.086419753086419582e-01,1
562,d5:r187:peven:b1,,retarded,59,d5:r19:peven:b2,3.086419753086419582e-01,1
563,d5:r187:peven:b2,,retarded,59,d5:r19:peven:b2,3.086419753086419582e-01,1
564,d5:r188:podd:b0,,retarded,71,d5:r23:peven:b2,3.086419753086419582e-01,1
564,d5:r188:podd:b0,0,advanced_direct_c2,375,d5:r125:podd:b0,4.701144368401899420e-01,1/3
564,d5:r188:podd:b0,1,advanced_direct_c2,132,d5:r44:podd:b0,4.701144368401899420e-01,1/3
564,d5:r188:podd:b0,2,advanced_direct_c2,618,d5:r206:podd:b0,4.701144368401899420e-01,1/3
565,d5:r188:peven:b1,,retarded,71,d5:r23:peven:b2,3.086419753086419582e-01,1
565,d5:r188:peven:b1,0,advanced_direct_c2,375,d5:r125:podd:b0,4.701144368401899420e-01,1/3
565,d5:r188:peven:b1,1,advanced_direct_c2,132,d5:r44:podd:b0,4.701144368401899420e-01,1/3
565,d5:r188:peven:b1,2,advanced_direct_c2,618,d5:r206:podd:b0,4.701144368401899420e-01,1/3
566,d5:r188:peven:b2,,retarded,71,d5:r23:peven:b2,3.086419753086419582e-01,1
566,d5:r188:peven:b2,0,advanced_direct_c2,375,d5:r125:podd:b0,4.701144368401899420e-01,1/3
566,d5:r188:peven:b2,1,advanced_direct_c2,132,d5:r44:podd:b0,4.701144368401899420e-01,1/3
566,d5:r188:peven:b2,2,advanced_direct_c2,618,d5:r206:podd:b0,4.701144368401899420e-01,1/3
567,d5:r189:podd:b0,,retarded,83,d5:r27:peven:b2,3.086419753086419582e-01,1
568,d5:r189:peven:b1,,retarded,83,d5:r27:peven:b2,3.086419753086419582e-01,1
569,d5:r189:peven:b2,,retarded,83,d5:r27:peven:b2,3.086419753086419582e-01,1
570,d5:r190:podd:b0,,retarded,95,d5:r31:peven:b2,3.086419753086419582e-01,1
571,d5:r190:peven:b1,,retarded,95,d5:r31:peven:b2,3.086419753086419582e-01,1
572,d5:r190:peven:b2,,retarded,95,d5:r31:peven:b2,3.086419753086419582e-01,1
573,d5:r191:podd:b0,,retarded,107,d5:r35:peven:b2,3.086419753086419582e-01,1
573,d5:r191:podd:b0,0,advanced_parity_lift_c1,34,d5:r11:peven:b1,2.611746871334388875e-01,1/3
573,d5:r191:podd:b0,1,advanced_parity_lift_c1,277,d5:r92:peven:b1,2.611746871334388875e-01,1/3
573,d5:r191:podd:b0,2,advanced_parity_lift_c1,520,d5:r173:peven:b1,2.611746871334388875e-01,1/3
574,d5:r191:peven:b1,,retarded,107,d5:r35:peven:b2,3.086419753086419582e-01,1
574,d5:r191:peven:b1,0,advanced_parity_lift_c1,34,d5:r11:peven:b1,2.611746871334388875e-01,1/3
574,d5:r191:peven:b1,1,advanced_parity_lift_c1,277,d5:r92:peven:b1,2.611746871334388875e-01,1/3
574,d5:r191:peven:b1,2,advanced_parity_lift_c1,520,d5:r173:peven:b1,2.611746871334388875e-01,1/3
575,d5:r191:peven:b2,,retarded,107,d5:r35:peven:b2,3.086419753086419582e-01,1
575,d5:r191:peven:b2,0,advanced_parity_lift_c1,34,d5:r11:peven:b1,2.611746871334388875e-01,1/3
575,d5:r191:peven:b2,1,advanced_parity_lift_c1,277,d5:r92:peven:b1,2.611746871334388875e-01,1/3
575,d5:r191:peven:b2,2,advanced_parity_lift_c1,520,d5:r173:peven:b1,2.611746871334388875e-01,1/3
576,d5:r192:podd:b0,,retarded,119,d5:r39:peven:b2,3.086419753086419582e-01,1
577,d5:r192:peven:b1,,retarded,119,d5:r39:peven:b2,3.086419753086419582e-01,1
578,d5:r192:peven:b2,,retarded,119,d5:r39:peven:b2,3.086419753086419582e-01,1
579,d5:r193:podd:b0,,retarded,131,d5:r43:peven:b2,3.086419753086419582e-01,1
580,d5:r193:peven:b1,,retarded,131,d5:r43:peven:b2,3.086419753086419582e-01,1
581,d5:r193:peven:b2,,retarded,131,d5:r43:peven:b2,3.086419753086419582e-01,1
582,d5:r194:podd:b0,,retarded,143,d5:r47:peven:b2,3.086419753086419582e-01,1
583,d5:r194:peven:b1,,retarded,143,d5:r47:peven:b2,3.086419753086419582e-01,1
584,d5:r194:peven:b2,,retarded,143,d5:r47:peven:b2,3.086419753086419582e-01,1
585,d5:r195:podd:b0,,retarded,155,d5:r51:peven:b2,3.086419753086419582e-01,1
586,d5:r195:peven:b1,,retarded,155,d5:r51:peven:b2,3.086419753086419582e-01,1
587,d5:r195:peven:b2,,retarded,155,d5:r51:peven:b2,3.086419753086419582e-01,1
588,d5:r196:podd:b0,,retarded,167,d5:r55:peven:b2,3.086419753086419582e-01,1
589,d5:r196:peven:b1,,retarded,167,d5:r55:peven:b2,3.086419753086419582e-01,1
590,d5:r196:peven:b2,,retarded,167,d5:r55:peven:b2,3.086419753086419582e-01,1
591,d5:r197:podd:b0,,retarded,179,d5:r59:peven:b2,3.086419753086419582e-01,1
591,d5:r197:podd:b0,0,advanced_direct_c2,393,d5:r131:podd:b0,4.701144368401899420e-01,1/3
591,d5:r197:podd:b0,1,advanced_direct_c2,150,d5:r50:podd:b0,4.701144368401899420e-01,1/3
591,d5:r197:podd:b0,2,advanced_direct_c2,636,d5:r212:podd:b0,4.701144368401899420e-01,1/3
592,d5:r197:peven:b1,,retarded,179,d5:r59:peven:b2,3.086419753086419582e-01,1
592,d5:r197:peven:b1,0,advanced_direct_c2,393,d5:r131:podd:b0,4.701144368401899420e-01,1/3
592,d5:r197:peven:b1,1,advanced_direct_c2,150,d5:r50:podd:b0,4.701144368401899420e-01,1/3
592,d5:r197:peven:b1,2,advanced_direct_c2,636,d5:r212:podd:b0,4.701144368401899420e-01,1/3
593,d5:r197:peven:b2,,retarded,179,d5:r59:peven:b2,3.086419753086419582e-01,1
593,d5:r197:peven:b2,0,advanced_direct_c2,393,d5:r131:podd:b0,4.701144368401899420e-01,1/3
593,d5:r197:peven:b2,1,advanced_direct_c2,150,d5:r50:podd:b0,4.701144368401899420e-01,1/3
593,d5:r197:peven:b2,2,advanced_direct_c2,636,d5:r212:podd:b0,4.701144368401899420e-01,1/3
594,d5:r198:podd:b0,,retarded,191,d5:r63:peven:b2,3.086419753086419582e-01,1
595,d5:r198:peven:b1,,retarded,191,d5:r63:peven:b2,3.086419753086419582e-01,1
596,d5:r198:peven:b2,,retarded,191,d5:r63:peven:b2,3.086419753086419582e-01,1
597,d5:r199:podd:b0,,retarded,203,d5:r67:peven:b2,3.086419753086419582e-01,1
598,d5:r199:peven:b1,,retarded,203,d5:r67:peven:b2,3.086419753086419582e-01,1
599,d5:r199:peven:b2,,retarded,203,d5:r67:peven:b2,3.086419753086419582e-01,1
600,d5:r200:podd:b0,,retarded,215,d5:r71:peven:b2,3.086419753086419582e-01,1
600,d5:r200:podd:b0,0,advanced_parity_lift_c1,70,d5:r23:peven:b1,2.611746871334388875e-01,1/3
600,d5:r200:podd:b0,1,advanced_parity_lift_c1,313,d5:r104:peven:b1,2.611746871334388875e-01,1/3
600,d5:r200:podd:b0,2,advanced_parity_lift_c1,556,d5:r185:peven:b1,2.611746871334388875e-01,1/3
601,d5:r200:peven:b1,,retarded,215,d5:r71:peven:b2,3.086419753086419582e-01,1
601,d5:r200:peven:b1,0,advanced_parity_lift_c1,70,d5:r23:peven:b1,2.611746871334388875e-01,1/3
601,d5:r200:peven:b1,1,advanced_parity_lift_c1,313,d5:r104:peven:b1,2.611746871334388875e-01,1/3
601,d5:r200:peven:b1,2,advanced_parity_lift_c1,556,d5:r185:peven:b1,2.611746871334388875e-01,1/3
602,d5:r200:peven:b2,,retarded,215,d5:r71:peven:b2,3.086419753086419582e-01,1
602,d5:r200:peven:b2,0,advanced_parity_lift_c1,70,d5:r23:peven:b1,2.611746871334388875e-01,1/3
602,d5:r200:peven:b2,1,advanced_parity_lift_c1,313,d5:r104:peven:b1,2.611746871334388875e-01,1/3
602,d5:r200:peven:b2,2,advanced_parity_lift_c1,556,d5:r185:peven:b1,2.611746871334388875e-01,1/3
603,d5:r201:podd:b0,,retarded,227,d5:r75:peven:b2,3.086419753086419582e-01,1
604,d5:r201:peven:b1,,retarded,227,d5:r75:peven:b2,3.086419753086419582e-01,1
605,d5:r201:peven:b2,,retarded,227,d5:r75:peven:b2,3.086419753086419582e-01,1
606,d5:r202:podd:b0,,retarded,239,d5:r79:peven:b2,3.086419753086419582e-01,1
607,d5:r202:peven:b1,,retarded,239,d5:r79:peven:b2,3.086419753086419582e-01,1
608,d5:r202:peven:b2,,retarded,239,d5:r79:peven:b2,3.086419753086419582e-01,1
609,d5:r203:podd:b0,,retarded,251,d5:r83:peven:b2,3.086419753086419582e-01,1
610,d5:r203:peven:b1,,retarded,251,d5:r83:peven:b2,3.086419753086419582e-01,1
611,d5:r203:peven:b2,,retarded,251,d5:r83:peven:b2,3.086419753086419582e-01,1
612,d5:r204:podd:b0,,retarded,263,d5:r87:peven:b2,3.086419753086419582e-01,1
613,d5:r204:peven:b1,,retarded,263,d5:r87:peven:b2,3.086419753086419582e-01,1
614,d5:r204:peven:b2,,retarded,263,d5:r87:peven:b2,3.086419753086419582e-01,1
615,d5:r205:podd:b0,,retarded,275,d5:r91:peven:b2,3.086419753086419582e-01,1
616,d5:r205:peven:b1,,retarded,275,d5:r91:peven:b2,3.086419753086419582e-01,1
617,d5:r205:peven:b2,,retarded,275,d5:r91:peven:b2,3.086419753086419582e-01,1
618,d5:r206:podd:b0,,retarded,287,d5:r95:peven:b2,3.086419753086419582e-01,1
618,d5:r206:podd:b0,0,advanced_direct_c2,411,d5:r137:podd:b0,4.701144368401899420e-01,1/3
618,d5:r206:podd:b0,1,advanced_direct_c2,168,d5:r56:podd:b0,4.701144368401899420e-01,1/3
618,d5:r206:podd:b0,2,advanced_direct_c2,654,d5:r218:podd:b0,4.701144368401899420e-01,1/3
619,d5:r206:peven:b1,,retarded,287,d5:r95:peven:b2,3.086419753086419582e-01,1
619,d5:r206:peven:b1,0,advanced_direct_c2,411,d5:r137:podd:b0,4.701144368401899420e-01,1/3
619,d5:r206:peven:b1,1,advanced_direct_c2,168,d5:r56:podd:b0,4.701144368401899420e-01,1/3
619,d5:r206:peven:b1,2,advanced_direct_c2,654,d5:r218:podd:b0,4.701144368401899420e-01,1/3
620,d5:r206:peven:b2,,retarded,287,d5:r95:peven:b2,3.086419753086419582e-01,1
620,d5:r206:peven:b2,0,advanced_direct_c2,411,d5:r137:podd:b0,4.701144368401899420e-01,1/3
620,d5:r206:peven:b2,1,advanced_direct_c2,168,d5:r56:podd:b0,4.701144368401899420e-01,1/3
620,d5:r206:peven:b2,2,advanced_direct_c2,654,d5:r218:podd:b0,4.701144368401899420e-01,1/3
621,d5:r207:podd:b0,,retarded,299,d5:r99:peven:b2,3.086419753086419582e-01,1
622,d5:r207:peven:b1,,retarded,299,d5:r99:peven:b2,3.086419753086419582e-01,1
623,d5:r207:peven:b2,,retarded,299,d5:r99:peven:b2,3.086419753086419582e-01,1
624,d5:r208:podd:b0,,retarded,311,d5:r103:peven:b2,3.086419753086419582e-01,1
625,d5:r208:peven:b1,,retarded,311,d5:r103:peven:b2,3.086419753086419582e-01,1
626,d5:r208:peven:b2,,retarded,311,d5:r103:peven:b2,3.086419753086419582e-01,1
627,d5:r209:podd:b0,,retarded,323,d5:r107:peven:b2,3.086419753086419582e-01,1
627,d5:r209:podd:b0,0,advanced_parity_lift_c1,106,d5:r35:peven:b1,2.611746871334388875e-01,1/3
627,d5:r209:podd:b0,1,advanced_parity_lift_c1,349,d5:r116:peven:b1,2.611746871334388875e-01,1/3
627,d5:r209:podd:b0,2,advanced_parity_lift_c1,592,d5:r197:peven:b1,2.611746871334388875e-01,1/3
628,d5:r209:peven:b1,,retarded,323,d5:r107:peven:b2,3.086419753086419582e-01,1
628,d5:r209:peven:b1,0,advanced_parity_lift_c1,106,d5:r35:peven:b1,2.611746871334388875e-01,1/3
628,d5:r209:peven:b1,1,advanced_parity_lift_c1,349,d5:r116:peven:b1,2.611746871334388875e-01,1/3
628,d5:r209:peven:b1,2,advanced_parity_lift_c1,592,d5:r197:peven:b1,2.611746871334388875e-01,1/3
629,d5:r209:peven:b2,,retarded,323,d5:r107:peven:b2,3.086419753086419582e-01,1
629,d5:r209:peven:b2,0,advanced_parity_lift_c1,106,d5:r35:peven:b1,2.611746871334388875e-01,1/3
629,d5:r209:peven:b2,1,advanced_parity_lift_c1,349,d5:r116:peven:b1,2.611746871334388875e-01,1/3
629,d5:r209:peven:b2,2,advanced_parity_lift_c1,592,d5:r197:peven:b1,2.611746871334388875e-01,1/3
630,d5:r210:podd:b0,,retarded,335,d5:r111:peven:b2,3.086419753086419582e-01,1
631,d5:r210:peven:b1,,retarded,335,d5:r111:peven:b2,3.086419753086419582e-01,1
632,d5:r210:peven:b2,,retarded,335,d5:r111:peven:b2,3.086419753086419582e-01,1
633,d5:r211:podd:b0,,retarded,347,d5:r115:peven:b2,3.086419753086419582e-01,1
634,d5:r211:peven:b1,,retarded,347,d5:r115:peven:b2,3.086419753086419582e-01,1
635,d5:r211:peven:b2,,retarded,347,d5:r115:peven:b2,3.086419753086419582e-01,1
636,d5:r212:podd:b0,,retarded,359,d5:r119:peven:b2,3.086419753086419582e-01,1
637,d5:r212:peven:b1,,retarded,359,d5:r119:peven:b2,3.086419753086419582e-01,1
638,d5:r212:peven:b2,,retarded,359,d5:r119:peven:b2,3.086419753086419582e-01,1
639,d5:r213:podd:b0,,retarded,371,d5:r123:peven:b2,3.086419753086419582e-01,1
640,d5:r213:peven:b1,,retarded,371,d5:r123:peven:b2,3.086419753086419582e-01,1
641,d5:r213:peven:b2,,retarded,371,d5:r123:peven:b2,3.086419753086419582e-01,1
642,d5:r214:podd:b0,,retarded,383,d5:r127:peven:b2,3.086419753086419582e-01,1
643,d5:r214:peven:b1,,retarded,383,d5:r127:peven:b2,3.086419753086419582e-01,1
644,d5:r214:peven:b2,,retarded,383,d5:r127:peven:b2,3.086419753086419582e-01,1
645,d5:r215:podd:b0,,retarded,395,d5:r131:peven:b2,3.086419753086419582e-01,1
645,d5:r215:podd:b0,0,advanced_direct_c2,429,d5:r143:podd:b0,4.701144368401899420e-01,1/3
645,d5:r215:podd:b0,1,advanced_direct_c2,186,d5:r62:podd:b0,4.701144368401899420e-01,1/3
645,d5:r215:podd:b0,2,advanced_direct_c2,672,d5:r224:podd:b0,4.701144368401899420e-01,1/3
646,d5:r215:peven:b1,,retarded,395,d5:r131:peven:b2,3.086419753086419582e-01,1
646,d5:r215:peven:b1,0,advanced_direct_c2,429,d5:r143:podd:b0,4.701144368401899420e-01,1/3
646,d5:r215:peven:b1,1,advanced_direct_c2,186,d5:r62:podd:b0,4.701144368401899420e-01,1/3
646,d5:r215:peven:b1,2,advanced_direct_c2,672,d5:r224:podd:b0,4.701144368401899420e-01,1/3
647,d5:r215:peven:b2,,retarded,395,d5:r131:peven:b2,3.086419753086419582e-01,1
647,d5:r215:peven:b2,0,advanced_direct_c2,429,d5:r143:podd:b0,4.701144368401899420e-01,1/3
647,d5:r215:peven:b2,1,advanced_direct_c2,186,d5:r62:podd:b0,4.701144368401899420e-01,1/3
647,d5:r215:peven:b2,2,advanced_direct_c2,672,d5:r224:podd:b0,4.701144368401899420e-01,1/3
648,d5:r216:podd:b0,,retarded,407,d5:r135:peven:b2,3.086419753086419582e-01,1
649,d5:r216:peven:b1,,retarded,407,d5:r135:peven:b2,3.086419753086419582e-01,1
650,d5:r216:peven:b2,,retarded,407,d5:r135:peven:b2,3.086419753086419582e-01,1
651,d5:r217:podd:b0,,retarded,419,d5:r139:peven:b2,3.086419753086419582e-01,1
652,d5:r217:peven:b1,,retarded,419,d5:r139:peven:b2,3.086419753086419582e-01,1
653,d5:r217:peven:b2,,retarded,419,d5:r139:peven:b2,3.086419753086419582e-01,1
654,d5:r218:podd:b0,,retarded,431,d5:r143:peven:b2,3.086419753086419582e-01,1
654,d5:r218:podd:b0,0,advanced_parity_lift_c1,142,d5:r47:peven:b1,2.611746871334388875e-01,1/3
654,d5:r218:podd:b0,1,advanced_parity_lift_c1,385,d5:r128:peven:b1,2.611746871334388875e-01,1/3
654,d5:r218:podd:b0,2,advanced_parity_lift_c1,628,d5:r209:peven:b1,2.611746871334388875e-01,1/3
655,d5:r218:peven:b1,,retarded,431,d5:r143:peven:b2,3.086419753086419582e-01,1
655,d5:r218:peven:b1,0,advanced_parity_lift_c1,142,d5:r47:peven:b1,2.611746871334388875e-01,1/3
655,d5:r218:peven:b1,1,advanced_parity_lift_c1,385,d5:r128:peven:b1,2.611746871334388875e-01,1/3
655,d5:r218:peven:b1,2,advanced_parity_lift_c1,628,d5:r209:peven:b1,2.611746871334388875e-01,1/3
656,d5:r218:peven:b2,,retarded,431,d5:r143:peven:b2,3.086419753086419582e-01,1
656,d5:r218:peven:b2,0,advanced_parity_lift_c1,142,d5:r47:peven:b1,2.611746871334388875e-01,1/3
656,d5:r218:peven:b2,1,advanced_parity_lift_c1,385,d5:r128:peven:b1,2.611746871334388875e-01,1/3
656,d5:r218:peven:b2,2,advanced_parity_lift_c1,628,d5:r209:peven:b1,2.611746871334388875e-01,1/3
657,d5:r219:podd:b0,,retarded,443,d5:r147:peven:b2,3.086419753086419582e-01,1
658,d5:r219:peven:b1,,retarded,443,d5:r147:peven:b2,3.086419753086419582e-01,1
659,d5:r219:peven:b2,,retarded,443,d5:r147:peven:b2,3.086419753086419582e-01,1
660,d5:r220:podd:b0,,retarded,455,d5:r151:peven:b2,3.086419753086419582e-01,1
661,d5:r220:peven:b1,,retarded,455,d5:r151:peven:b2,3.086419753086419582e-01,1
662,d5:r220:peven:b2,,retarded,455,d5:r151:peven:b2,3.086419753086419582e-01,1
663,d5:r221:podd:b0,,retarded,467,d5:r155:peven:b2,3.086419753086419582e-01,1
664,d5:r221:peven:b1,,retarded,467,d5:r155:peven:b2,3.086419753086419582e-01,1
665,d5:r221:peven:b2,,retarded,467,d5:r155:peven:b2,3.086419753086419582e-01,1
666,d5:r222:podd:b0,,retarded,479,d5:r159:peven:b2,3.086419753086419582e-01,1
667,d5:r222:peven:b1,,retarded,479,d5:r159:peven:b2,3.086419753086419582e-01,1
668,d5:r222:peven:b2,,retarded,479,d5:r159:peven:b2,3.086419753086419582e-01,1
669,d5:r223:podd:b0,,retarded,491,d5:r163:peven:b2,3.086419753086419582e-01,1
670,d5:r223:peven:b1,,retarded,491,d5:r163:peven:b2,3.086419753086419582e-01,1
671,d5:r223:peven:b2,,retarded,491,d5:r163:peven:b2,3.086419753086419582e-01,1
672,d5:r224:podd:b0,,retarded,503,d5:r167:peven:b2,3.086419753086419582e-01,1
672,d5:r224:podd:b0,0,advanced_direct_c2,447,d5:r149:podd:b0,4.701144368401899420e-01,1/3
672,d5:r224:podd:b0,1,advanced_direct_c2,204,d5:r68:podd:b0,4.701144368401899420e-01,1/3
672,d5:r224:podd:b0,2,advanced_direct_c2,690,d5:r230:podd:b0,4.701144368401899420e-01,1/3
673,d5:r224:peven:b1,,retarded,503,d5:r167:peven:b2,3.086419753086419582e-01,1
673,d5:r224:peven:b1,0,advanced_direct_c2,447,d5:r149:podd:b0,4.701144368401899420e-01,1/3
673,d5:r224:peven:b1,1,advanced_direct_c2,204,d5:r68:podd:b0,4.701144368401899420e-01,1/3
673,d5:r224:peven:b1,2,advanced_direct_c2,690,d5:r230:podd:b0,4.701144368401899420e-01,1/3
674,d5:r224:peven:b2,,retarded,503,d5:r167:peven:b2,3.086419753086419582e-01,1
674,d5:r224:peven:b2,0,advanced_direct_c2,447,d5:r149:podd:b0,4.701144368401899420e-01,1/3
674,d5:r224:peven:b2,1,advanced_direct_c2,204,d5:r68:podd:b0,4.701144368401899420e-01,1/3
674,d5:r224:peven:b2,2,advanced_direct_c2,690,d5:r230:podd:b0,4.701144368401899420e-01,1/3
675,d5:r225:podd:b0,,retarded,515,d5:r171:peven:b2,3.086419753086419582e-01,1
676,d5:r225:peven:b1,,retarded,515,d5:r171:peven:b2,3.086419753086419582e-01,1
677,d5:r225:peven:b2,,retarded,515,d5:r171:peven:b2,3.086419753086419582e-01,1
678,d5:r226:podd:b0,,retarded,527,d5:r175:peven:b2,3.086419753086419582e-01,1
679,d5:r226:peven:b1,,retarded,527,d5:r175:peven:b2,3.086419753086419582e-01,1
680,d5:r226:peven:b2,,retarded,527,d5:r175:peven:b2,3.086419753086419582e-01,1
681,d5:r227:podd:b0,,retarded,539,d5:r179:peven:b2,3.086419753086419582e-01,1
681,d5:r227:podd:b0,0,advanced_parity_lift_c1,178,d5:r59:peven:b1,2.611746871334388875e-01,1/3
681,d5:r227:podd:b0,1,advanced_parity_lift_c1,421,d5:r140:peven:b1,2.611746871334388875e-01,1/3
681,d5:r227:podd:b0,2,advanced_parity_lift_c1,664,d5:r221:peven:b1,2.611746871334388875e-01,1/3
682,d5:r227:peven:b1,,retarded,539,d5:r179:peven:b2,3.086419753086419582e-01,1
682,d5:r227:peven:b1,0,advanced_parity_lift_c1,178,d5:r59:peven:b1,2.611746871334388875e-01,1/3
682,d5:r227:peven:b1,1,advanced_parity_lift_c1,421,d5:r140:peven:b1,2.611746871334388875e-01,1/3
682,d5:r227:peven:b1,2,advanced_parity_lift_c1,664,d5:r221:peven:b1,2.611746871334388875e-01,1/3
683,d5:r227:peven:b2,,retarded,539,d5:r179:peven:b2,3.086419753086419582e-01,1
683,d5:r227:peven:b2,0,advanced_parity_lift_c1,178,d5:r59:peven:b1,2.611746871334388875e-01,1/3
683,d5:r227:peven:b2,1,advanced_parity_lift_c1,421,d5:r140:peven:b1,2.611746871334388875e-01,1/3
683,d5:r227:peven:b2,2,advanced_parity_lift_c1,664,d5:r221:peven:b1,2.611746871334388875e-01,1/3
684,d5:r228:podd:b0,,retarded,551,d5:r183:peven:b2,3.086419753086419582e-01,1
685,d5:r228:peven:b1,,retarded,551,d5:r183:peven:b2,3.086419753086419582e-01,1
686,d5:r228:peven:b2,,retarded,551,d5:r183:peven:b2,3.086419753086419582e-01,1
687,d5:r229:podd:b0,,retarded,563,d5:r187:peven:b2,3.086419753086419582e-01,1
688,d5:r229:peven:b1,,retarded,563,d5:r187:peven:b2,3.086419753086419582e-01,1
689,d5:r229:peven:b2,,retarded,563,d5:r187:peven:b2,3.086419753086419582e-01,1
